sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
There were others about Jesse James and how he tortured his robbery victims .,There/EX were/VBD others/NNS about/IN Jesse/NNP James/NNP and/CC how/WRB he/PRP tortured/VBZ his/PRP$ robbery/NN victims/NNS ./.," expl(were-2, There-1) root(ROOT-0, were-2) nsubj(were-2, others-3) case(James-6, about-4) compound(James-6, Jesse-5) nmod:about(others-3, James-6) cc(others-3, and-7) advmod(tortured-10, how-8) nsubj(tortured-10, he-9) nsubj(were-2, tortured-10) conj:and(others-3, tortured-10) nmod:poss(victims-13, his-11) compound(victims-13, robbery-12) dobj(tortured-10, victims-13)  ",robbery,12,"compound(victims-13, robbery-12) ",and how he tortured his robbery victims .,NN,[],tortured,VBZ,object,,,tortured,torture,[],[],[],[],[],[],[],[],[],['victims'],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,[],unknown,unknown
"In addition , the destruction wreaked by the invasion , plus the three days of looting and robbery which followed in its wake , had created a bill of over $1.5 billion in damage and losses .","In/IN addition/NN ,/, the/DT destruction/NN wreaked/VBD by/IN the/DT invasion/NN ,/, plus/CC the/DT three/CD days/NNS of/IN looting/NN and/CC robbery/NN which/WDT followed/VBN in/IN its/PRP$ wake/NN ,/, had/VBD created/VBN a/DT bill/NN of/IN over/IN $/$ 1.5/CD billion/CD in/IN damage/NN and/CC losses/NNS ./."," case(addition-2, In-1) nmod:in(wreaked-6, addition-2) det(destruction-5, the-4) nsubj(wreaked-6, destruction-5) root(ROOT-0, wreaked-6) case(invasion-9, by-7) det(invasion-9, the-8) nmod:by(wreaked-6, invasion-9) case(days-14, plus-11) det(days-14, the-12) nummod(days-14, three-13) nmod:plus(wreaked-6, days-14) nsubj(created-26, days-14) case(looting-16, of-15) nmod:of(days-14, looting-16) cc(looting-16, and-17) nmod:of(days-14, robbery-18) conj:and(looting-16, robbery-18) ref(days-14, which-19) case(wake-23, followed-20) case(wake-23, in-21) nmod:poss(wake-23, its-22) advcl:in(created-26, wake-23) aux(created-26, had-25) acl:relcl(days-14, created-26) det(bill-28, a-27) dobj(created-26, bill-28) case($-31, of-29) advmod($-31, over-30) nmod:of(bill-28, $-31) compound(billion-33, 1.5-32) nummod($-31, billion-33) case(damage-35, in-34) nmod:in(created-26, damage-35) cc(damage-35, and-36) nmod:in(created-26, losses-37) conj:and(damage-35, losses-37)  ",robbery,18,"nmod:of(days-14, robbery-18) conj:and(looting-16, robbery-18) ",three days of looting and robbery which followed in its wake,NN,[],,,,,,,,,"[('of', 'days')]",['of'],['days'],[],[],"[('and', 'looting')]",['and'],['looting'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"<p> Donald "" Ducky "" Brunner is a career criminal and police informant serving 165 years in prison for various crimes , including armed robbery .","<p>/NNP Donald/NNP ''/'' Ducky/NNP ''/'' Brunner/NNP is/VBZ a/DT career/NN criminal/NN and/CC police/NN informant/NN serving/VBG 165/CD years/NNS in/IN prison/NN for/IN various/JJ crimes/NNS ,/, including/VBG armed/JJ robbery/NN ./."," compound(Donald-2, <p>-1) dep(criminal-10, Donald-2) compound(Brunner-6, Ducky-4) nsubj(criminal-10, Brunner-6) cop(criminal-10, is-7) det(criminal-10, a-8) compound(criminal-10, career-9) root(ROOT-0, criminal-10) cc(criminal-10, and-11) compound(informant-13, police-12) conj:and(criminal-10, informant-13) acl(criminal-10, serving-14) nummod(years-16, 165-15) dobj(serving-14, years-16) case(prison-18, in-17) nmod:in(years-16, prison-18) case(crimes-21, for-19) amod(crimes-21, various-20) nmod:for(criminal-10, crimes-21) case(robbery-25, including-23) amod(robbery-25, armed-24) nmod:including(criminal-10, robbery-25)  ",robbery,25,"case(robbery-25, including-23) amod(robbery-25, armed-24) nmod:including(criminal-10, robbery-25) ","various crimes , including armed robbery .",NN,[],,,,,,,,,"[('including', 'criminal')]",['including'],['criminal'],[],[],[],[],[],[],['armed'],[],[],[],['including'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"In that case , the Court of Appeals for the 8th Circuit ruled that the double jeopardy clause barred the sentencing of a robbery defendant as a repeat offender .","In/IN that/DT case/NN ,/, the/DT Court/NNP of/IN Appeals/NNP for/IN the/DT 8th/JJ Circuit/NN ruled/VBD that/IN the/DT double/JJ jeopardy/NN clause/NN barred/VBD the/DT sentencing/NN of/IN a/DT robbery/NN defendant/NN as/IN a/DT repeat/NN offender/NN ./."," case(case-3, In-1) det(case-3, that-2) nmod:in(ruled-13, case-3) det(Court-6, the-5) nsubj(ruled-13, Court-6) case(Appeals-8, of-7) nmod:of(Court-6, Appeals-8) case(Circuit-12, for-9) det(Circuit-12, the-10) amod(Circuit-12, 8th-11) nmod:for(Appeals-8, Circuit-12) root(ROOT-0, ruled-13) mark(barred-19, that-14) det(clause-18, the-15) amod(clause-18, double-16) compound(clause-18, jeopardy-17) nsubj(barred-19, clause-18) ccomp(ruled-13, barred-19) det(sentencing-21, the-20) dobj(barred-19, sentencing-21) case(defendant-25, of-22) det(defendant-25, a-23) compound(defendant-25, robbery-24) nmod:of(sentencing-21, defendant-25) case(offender-29, as-26) det(offender-29, a-27) compound(offender-29, repeat-28) nmod:as(barred-19, offender-29)  ",robbery,24,"compound(defendant-25, robbery-24) ",barred the sentencing of a robbery defendant as a repeat offender,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['defendant'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Furthermore , they are not supposed to commit any other type of crime except robbery .","Furthermore/RB ,/, they/PRP are/VBP not/RB supposed/VBN to/TO commit/VB any/DT other/JJ type/NN of/IN crime/NN except/IN robbery/NN ./."," advmod(supposed-6, Furthermore-1) nsubjpass(supposed-6, they-3) nsubj(commit-8, they-3) auxpass(supposed-6, are-4) neg(supposed-6, not-5) root(ROOT-0, supposed-6) mark(commit-8, to-7) xcomp(supposed-6, commit-8) det(type-11, any-9) amod(type-11, other-10) dobj(commit-8, type-11) case(crime-13, of-12) nmod:of(type-11, crime-13) case(robbery-15, except-14) nmod:except(commit-8, robbery-15)  ",robbery,15,"case(robbery-15, except-14) nmod:except(commit-8, robbery-15) ",other type of crime except robbery .,NN,[],,,,,,,,,"[('except', 'commit')]",['except'],['commit'],[],[],[],[],[],[],[],[],[],[],['except'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
<p> Four-time offender B. gave the following explanation for the tattoos on his body : <p> My first three convictions were for robbery .,<p>/NNP Four-time/NNP offender/NNP B./NNP gave/VBD the/DT following/JJ explanation/NN for/IN the/DT tattoos/NNS on/IN his/PRP$ body/NN :/: <p>/NN My/PRP$ first/JJ three/CD convictions/NNS were/VBD for/IN robbery/NN ./.," compound(B.-4, <p>-1) compound(B.-4, Four-time-2) compound(B.-4, offender-3) nsubj(gave-5, B.-4) root(ROOT-0, gave-5) det(explanation-8, the-6) amod(explanation-8, following-7) dobj(gave-5, explanation-8) case(tattoos-11, for-9) det(tattoos-11, the-10) nmod:for(gave-5, tattoos-11) case(body-14, on-12) nmod:poss(body-14, his-13) nmod:on(gave-5, body-14) nsubj(robbery-23, <p>-16) nmod:poss(convictions-20, My-17) amod(convictions-20, first-18) nummod(convictions-20, three-19) dep(<p>-16, convictions-20) cop(robbery-23, were-21) case(robbery-23, for-22) parataxis(gave-5, robbery-23)  ",robbery,23,"nsubj(robbery-23, <p>-16) cop(robbery-23, were-21) case(robbery-23, for-22) parataxis(gave-5, robbery-23) ",first three convictions were for robbery .,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],['for'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"A picture of a beetle , zhuk , indicates a pickpocket , but when the word zhuk is spelled out , it means "" good luck with your robbery . ""","A/DT picture/NN of/IN a/DT beetle/NN ,/, zhuk/NN ,/, indicates/VBZ a/DT pickpocket/NN ,/, but/CC when/WRB the/DT word/NN zhuk/NN is/VBZ spelled/VBN out/RP ,/, it/PRP means/VBZ ''/'' good/JJ luck/NN with/IN your/PRP$ robbery/NN ./. ''/''"," det(picture-2, A-1) nsubj(indicates-9, picture-2) case(beetle-5, of-3) det(beetle-5, a-4) nmod:of(picture-2, beetle-5) appos(picture-2, zhuk-7) root(ROOT-0, indicates-9) det(pickpocket-11, a-10) dobj(indicates-9, pickpocket-11) case(luck-26, but-13) advmod(spelled-19, when-14) det(zhuk-17, the-15) compound(zhuk-17, word-16) nsubjpass(spelled-19, zhuk-17) auxpass(spelled-19, is-18) advcl(means-23, spelled-19) compound:prt(spelled-19, out-20) nsubj(means-23, it-22) dep(luck-26, means-23) amod(luck-26, good-25) nmod:but(pickpocket-11, luck-26) case(robbery-29, with-27) nmod:poss(robbery-29, your-28) nmod:with(indicates-9, robbery-29)  ",robbery,29,"case(robbery-29, with-27) nmod:poss(robbery-29, your-28) nmod:with(indicates-9, robbery-29) ",""" good luck with your robbery . """,NN,[],,,,,,,,,"[('with', 'indicates')]",['with'],['indicates'],[],[],[],[],[],[],[],[],['your'],[],['with'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Theseus , their mythical ancestor , trespassed into the underworld , intent on robbery .","Theseus/NNS ,/, their/PRP$ mythical/JJ ancestor/NN ,/, trespassed/VBD into/IN the/DT underworld/NN ,/, intent/NN on/IN robbery/NN ./."," nsubj(trespassed-7, Theseus-1) nmod:poss(ancestor-5, their-3) amod(ancestor-5, mythical-4) appos(Theseus-1, ancestor-5) root(ROOT-0, trespassed-7) case(underworld-10, into-8) det(underworld-10, the-9) nmod:into(trespassed-7, underworld-10) appos(underworld-10, intent-12) case(robbery-14, on-13) nmod:on(trespassed-7, robbery-14)  ",robbery,14,"case(robbery-14, on-13) nmod:on(trespassed-7, robbery-14) ","the underworld , intent on robbery .",NN,[],,,,,,,,,"[('on', 'trespassed')]",['on'],['trespassed'],[],[],[],[],[],[],[],[],[],[],['on'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"A person attempting a forcible felony such as kidnapping , hijacking , arson , armed robbery , or rape kills a person in the process .","A/DT person/NN attempting/VBG a/DT forcible/JJ felony/NN such/JJ as/IN kidnapping/NN ,/, hijacking/NN ,/, arson/NN ,/, armed/JJ robbery/NN ,/, or/CC rape/NN kills/VBZ a/DT person/NN in/IN the/DT process/NN ./."," det(person-2, A-1) nsubj(kills-20, person-2) acl(person-2, attempting-3) det(felony-6, a-4) amod(felony-6, forcible-5) dobj(attempting-3, felony-6) case(kidnapping-9, such-7) mwe(such-7, as-8) nmod:such_as(felony-6, kidnapping-9) nmod:such_as(felony-6, hijacking-11) conj:or(kidnapping-9, hijacking-11) nmod:such_as(felony-6, arson-13) conj:or(kidnapping-9, arson-13) amod(robbery-16, armed-15) nmod:such_as(felony-6, robbery-16) conj:or(kidnapping-9, robbery-16) cc(kidnapping-9, or-18) nmod:such_as(felony-6, rape-19) conj:or(kidnapping-9, rape-19) root(ROOT-0, kills-20) det(person-22, a-21) dobj(kills-20, person-22) case(process-25, in-23) det(process-25, the-24) nmod:in(person-22, process-25)  ",robbery,16,"amod(robbery-16, armed-15) nmod:such_as(felony-6, robbery-16) conj:or(kidnapping-9, robbery-16) ","hijacking , arson , armed robbery , or rape kills a",NN,[],,,,,,,,,"[('such_as', 'felony')]",['such_as'],['felony'],[],[],"[('or', 'kidnapping')]",['or'],['kidnapping'],[],['armed'],[],[],[],[],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Criminal record : Reckless driving ( $150 fine ) , possession of cocaine ( sentence : 3 months probation ) , armed robbery ( sentence : 2 years , state penitentiary ) , possession of marijuana and amphetamines ( sentence : 6 months probation ) <p> Testimony #1 ( sworn statement after having been picked up by the police on the night of the killing ) : We were over at my place playing cards tonight .","Criminal/JJ record/NN :/: Reckless/NNP driving/NNP -LRB-/-LRB- $/$ 150/CD fine/CD -RRB-/-RRB- ,/, possession/NN of/IN cocaine/NN -LRB-/-LRB- sentence/NN :/: 3/CD months/NNS probation/NN -RRB-/-RRB- ,/, armed/VBN robbery/NN -LRB-/-LRB- sentence/NN :/: 2/CD years/NNS ,/, state/NN penitentiary/NN -RRB-/-RRB- ,/, possession/NN of/IN marijuana/NN and/CC amphetamines/NNS -LRB-/-LRB- sentence/NN :/: 6/CD months/NNS probation/NN -RRB-/-RRB- <p>/NN Testimony/NN #/# 1/CD -LRB-/-LRB- sworn/VBN statement/NN after/IN having/VBG been/VBN picked/VBN up/RP by/IN the/DT police/NN on/IN the/DT night/NN of/IN the/DT killing/NN -RRB-/-RRB- :/: We/PRP were/VBD over/RB at/IN my/PRP$ place/NN playing/NN cards/NNS tonight/NN ./."," amod(record-2, Criminal-1) root(ROOT-0, record-2) compound(driving-5, Reckless-4) dep(record-2, driving-5) dep(driving-5, $-7) compound(fine-9, 150-8) nummod($-7, fine-9) appos(driving-5, possession-12) case(cocaine-14, of-13) nmod:of(possession-12, cocaine-14) dep(possession-12, sentence-16) nummod(months-19, 3-18) dep(sentence-16, months-19) dep(months-19, probation-20) amod(robbery-24, armed-23) appos(driving-5, robbery-24) dep(robbery-24, sentence-26) nummod(years-29, 2-28) dep(sentence-26, years-29) compound(penitentiary-32, state-31) appos(years-29, penitentiary-32) appos(driving-5, possession-35) case(marijuana-37, of-36) nmod:of(possession-35, marijuana-37) cc(possession-35, and-38) appos(driving-5, amphetamines-39) conj:and(possession-35, amphetamines-39) dep(amphetamines-39, sentence-41) nummod(months-44, 6-43) dep(sentence-41, months-44) dep(months-44, probation-45) compound(Testimony-48, <p>-47) dep(amphetamines-39, Testimony-48) dep(1-50, #-49) dep(amphetamines-39, 1-50) dep(possession-35, sworn-52) dobj(sworn-52, statement-53) mark(picked-57, after-54) aux(picked-57, having-55) auxpass(picked-57, been-56) advcl(sworn-52, picked-57) compound:prt(picked-57, up-58) case(police-61, by-59) det(police-61, the-60) nmod:by(picked-57, police-61) case(night-64, on-62) det(night-64, the-63) nmod:on(police-61, night-64) case(killing-67, of-65) det(killing-67, the-66) nmod:of(night-64, killing-67) nsubj(cards-77, We-70) cop(cards-77, were-71) advmod(cards-77, over-72) case(cards-77, at-73) nmod:poss(cards-77, my-74) compound(cards-77, place-75) compound(cards-77, playing-76) parataxis(driving-5, cards-77) nmod:tmod(cards-77, tonight-78)  ",robbery,24,"amod(robbery-24, armed-23) dep(robbery-24, sentence-26) appos(driving-5, robbery-24) ","probation ) , armed robbery ( sentence : 2 years ,",NN,[],,,,,,,,,[],[],[],[],[],[],[],[],[],['armed'],[],[],[],[],[],"['modifier', 'driving']",['driving'],[],[],[],,,singular,,[],unknown,unknown
<p> Several homicide cases involved robbery .,<p>/JJ Several/JJ homicide/NN cases/NNS involved/VBD robbery/NN ./.," amod(cases-4, <p>-1) amod(cases-4, Several-2) compound(cases-4, homicide-3) nsubj(involved-5, cases-4) root(ROOT-0, involved-5) dobj(involved-5, robbery-6)  ",robbery,6,"dobj(involved-5, robbery-6) ",<p> Several homicide cases involved robbery .,NN,[],involved,VBD,object,,,involved,involve,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"In the second case the age of the three perpetrators ( fourteen , fifteen , and seventeen ) may explain why they received relatively light punishment for a homicide during a robbery .","In/IN the/DT second/JJ case/NN the/DT age/NN of/IN the/DT three/CD perpetrators/NNS -LRB-/-LRB- fourteen/CD ,/, fifteen/CD ,/, and/CC seventeen/CD -RRB-/-RRB- may/MD explain/VB why/WRB they/PRP received/VBD relatively/RB light/JJ punishment/NN for/IN a/DT homicide/NN during/IN a/DT robbery/NN ./."," case(case-4, In-1) det(case-4, the-2) amod(case-4, second-3) nmod:in(explain-20, case-4) det(age-6, the-5) nsubj(explain-20, age-6) case(perpetrators-10, of-7) det(perpetrators-10, the-8) nummod(perpetrators-10, three-9) nmod:of(age-6, perpetrators-10) dep(age-6, fourteen-12) dep(age-6, fifteen-14) conj:and(fourteen-12, fifteen-14) cc(fourteen-12, and-16) dep(age-6, seventeen-17) conj:and(fourteen-12, seventeen-17) aux(explain-20, may-19) root(ROOT-0, explain-20) advmod(received-23, why-21) nsubj(received-23, they-22) advcl(explain-20, received-23) advmod(light-25, relatively-24) amod(punishment-26, light-25) dobj(received-23, punishment-26) case(homicide-29, for-27) det(homicide-29, a-28) nmod:for(received-23, homicide-29) case(robbery-32, during-30) det(robbery-32, a-31) nmod:during(received-23, robbery-32)  ",robbery,32,"case(robbery-32, during-30) det(robbery-32, a-31) nmod:during(received-23, robbery-32) ",for a homicide during a robbery .,NN,[],,,,,,,,,"[('during', 'received')]",['during'],['received'],[],['a'],[],[],[],[],[],[],[],[],['during'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"In the case of the 1906 street car conductor robbery Clarence Gathright also plea bargained , possibly due to fear of the death penalty.","In/IN the/DT case/NN of/IN the/DT 1906/CD street/NN car/NN conductor/NN robbery/NN Clarence/NNP Gathright/NNP also/RB plea/NN bargained/VB ,/, possibly/RB due/JJ to/TO fear/NN of/IN the/DT death/NN penalty/NN ./."," case(case-3, In-1) det(case-3, the-2) nmod:in(bargained-15, case-3) case(car-8, of-4) det(car-8, the-5) nummod(car-8, 1906-6) compound(car-8, street-7) nmod:of(case-3, car-8) compound(Gathright-12, conductor-9) compound(Gathright-12, robbery-10) compound(Gathright-12, Clarence-11) nsubj(bargained-15, Gathright-12) advmod(bargained-15, also-13) dep(bargained-15, plea-14) root(ROOT-0, bargained-15) advmod(due-18, possibly-17) amod(penalty-24, due-18) case(fear-20, to-19) nmod:to(due-18, fear-20) case(death-23, of-21) det(death-23, the-22) nmod:of(fear-20, death-23) dobj(bargained-15, penalty-24)  ",robbery,10,"compound(Gathright-12, robbery-10) ",the 1906 street car conductor robbery Clarence Gathright also plea bargained,NN,[],bargained,VB,subject,bargained,bargain,,,[],[],[],[],[],[],[],[],[],['Gathright'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"<p> In terms of physical setting , African Americans killed whites in the following locations ; four in saloons , five on streets near them , two robbery victims by the railroad center , and one robbery victim on a street in South Omaha .","<p>/RB In/IN terms/NNS of/IN physical/JJ setting/NN ,/, African/NNP Americans/NNPS killed/VBD whites/NNS in/IN the/DT following/VBG locations/NNS ;/: four/CD in/IN saloons/NNS ,/, five/CD on/IN streets/NNS near/IN them/PRP ,/, two/CD robbery/NN victims/NNS by/IN the/DT railroad/NN center/NN ,/, and/CC one/CD robbery/NN victim/NN on/IN a/DT street/NN in/IN South/NNP Omaha/NNP ./."," advmod(terms-3, <p>-1) case(terms-3, In-2) nmod:in(killed-10, terms-3) case(setting-6, of-4) amod(setting-6, physical-5) nmod:of(terms-3, setting-6) compound(Americans-9, African-8) nsubj(killed-10, Americans-9) root(ROOT-0, killed-10) dobj(killed-10, whites-11) case(locations-15, in-12) det(locations-15, the-13) amod(locations-15, following-14) nmod:in(whites-11, locations-15) dobj(killed-10, four-17) conj:and(whites-11, four-17) case(saloons-19, in-18) nmod:in(four-17, saloons-19) dobj(killed-10, five-21) conj:and(whites-11, five-21) case(streets-23, on-22) nmod:on(five-21, streets-23) case(them-25, near-24) nmod:near(streets-23, them-25) nummod(victims-29, two-27) compound(victims-29, robbery-28) dobj(killed-10, victims-29) conj:and(whites-11, victims-29) case(center-33, by-30) det(center-33, the-31) compound(center-33, railroad-32) nmod:by(victims-29, center-33) cc(whites-11, and-35) nummod(victim-38, one-36) compound(victim-38, robbery-37) dobj(killed-10, victim-38) conj:and(whites-11, victim-38) case(street-41, on-39) det(street-41, a-40) nmod:on(victim-38, street-41) case(Omaha-44, in-42) compound(Omaha-44, South-43) nmod:in(street-41, Omaha-44)  ",robbery,28,"compound(victims-29, robbery-28) ","streets near them , two robbery victims by the railroad center",NN,[],killed,VBD,object,,,killed,kill,[],[],[],[],[],[],[],[],[],['victims'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
"<p> In terms of physical setting , African Americans killed whites in the following locations ; four in saloons , five on streets near them , two robbery victims by the railroad center , and one robbery victim on a street in South Omaha .","<p>/RB In/IN terms/NNS of/IN physical/JJ setting/NN ,/, African/NNP Americans/NNPS killed/VBD whites/NNS in/IN the/DT following/VBG locations/NNS ;/: four/CD in/IN saloons/NNS ,/, five/CD on/IN streets/NNS near/IN them/PRP ,/, two/CD robbery/NN victims/NNS by/IN the/DT railroad/NN center/NN ,/, and/CC one/CD robbery/NN victim/NN on/IN a/DT street/NN in/IN South/NNP Omaha/NNP ./."," advmod(terms-3, <p>-1) case(terms-3, In-2) nmod:in(killed-10, terms-3) case(setting-6, of-4) amod(setting-6, physical-5) nmod:of(terms-3, setting-6) compound(Americans-9, African-8) nsubj(killed-10, Americans-9) root(ROOT-0, killed-10) dobj(killed-10, whites-11) case(locations-15, in-12) det(locations-15, the-13) amod(locations-15, following-14) nmod:in(whites-11, locations-15) dobj(killed-10, four-17) conj:and(whites-11, four-17) case(saloons-19, in-18) nmod:in(four-17, saloons-19) dobj(killed-10, five-21) conj:and(whites-11, five-21) case(streets-23, on-22) nmod:on(five-21, streets-23) case(them-25, near-24) nmod:near(streets-23, them-25) nummod(victims-29, two-27) compound(victims-29, robbery-28) dobj(killed-10, victims-29) conj:and(whites-11, victims-29) case(center-33, by-30) det(center-33, the-31) compound(center-33, railroad-32) nmod:by(victims-29, center-33) cc(whites-11, and-35) nummod(victim-38, one-36) compound(victim-38, robbery-37) dobj(killed-10, victim-38) conj:and(whites-11, victim-38) case(street-41, on-39) det(street-41, a-40) nmod:on(victim-38, street-41) case(Omaha-44, in-42) compound(Omaha-44, South-43) nmod:in(street-41, Omaha-44)  ",robbery,37,"compound(victim-38, robbery-37) ","railroad center , and one robbery victim on a street in",NN,[],killed,VBD,object,,,killed,kill,[],[],[],[],[],[],[],[],[],['victim'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
It made no difference whether the homicide involved a robbery -- the victim only need be white to assure a conviction .,It/PRP made/VBD no/DT difference/NN whether/IN the/DT homicide/NN involved/VBD a/DT robbery/NN --/: the/DT victim/NN only/RB need/MD be/VB white/JJ to/TO assure/VB a/DT conviction/NN ./.," nsubj(made-2, It-1) root(ROOT-0, made-2) neg(difference-4, no-3) dobj(made-2, difference-4) mark(involved-8, whether-5) det(homicide-7, the-6) nsubj(involved-8, homicide-7) ccomp(made-2, involved-8) det(robbery-10, a-9) dobj(involved-8, robbery-10) det(victim-13, the-12) nsubj(white-17, victim-13) nsubj(assure-19, victim-13) advmod(white-17, only-14) aux(white-17, need-15) cop(white-17, be-16) parataxis(made-2, white-17) mark(assure-19, to-18) xcomp(white-17, assure-19) det(conviction-21, a-20) dobj(assure-19, conviction-21)  ",robbery,10,"det(robbery-10, a-9) dobj(involved-8, robbery-10) ",whether the homicide involved a robbery -- the victim only need,NN,[],involved,VBD,object,,,involved,involve,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,['A+N'],countable,unknown
"Harwood is doing time for armed robbery , although he really does n't fit the social-science profile of a felon : <p> Most of the other inmates were pretty easy to figure out , <p> the patterns were there -- poverty , abuse , history of criminality m the family , impulsiveness .","Harwood/NNP is/VBZ doing/VBG time/NN for/IN armed/JJ robbery/NN ,/, although/IN he/PRP really/RB does/VBZ n't/RB fit/VB the/DT social-science/JJ profile/NN of/IN a/DT felon/NN :/: <p>/NNP Most/NNP of/IN the/DT other/JJ inmates/NNS were/VBD pretty/RB easy/JJ to/TO figure/VB out/RP ,/, <p>/VBP the/DT patterns/NNS were/VBD there/RB --/: poverty/NN ,/, abuse/NN ,/, history/NN of/IN criminality/NN m/NN the/DT family/NN ,/, impulsiveness/NNS ./."," nsubj(doing-3, Harwood-1) aux(doing-3, is-2) ccomp(<p>-35, doing-3) dobj(doing-3, time-4) case(robbery-7, for-5) amod(robbery-7, armed-6) nmod:for(doing-3, robbery-7) mark(fit-14, although-9) nsubj(fit-14, he-10) advmod(fit-14, really-11) aux(fit-14, does-12) neg(fit-14, n't-13) advcl(doing-3, fit-14) det(profile-17, the-15) amod(profile-17, social-science-16) dobj(fit-14, profile-17) case(felon-20, of-18) det(felon-20, a-19) nmod:of(profile-17, felon-20) compound(Most-23, <p>-22) nsubj(easy-30, Most-23) nsubj(figure-32, Most-23) case(inmates-27, of-24) det(inmates-27, the-25) amod(inmates-27, other-26) nmod:of(Most-23, inmates-27) cop(easy-30, were-28) advmod(easy-30, pretty-29) parataxis(doing-3, easy-30) mark(figure-32, to-31) xcomp(easy-30, figure-32) compound:prt(figure-32, out-33) root(ROOT-0, <p>-35) det(patterns-37, the-36) nsubj(there-39, patterns-37) cop(there-39, were-38) ccomp(<p>-35, there-39) compound(history-45, poverty-41) dep(history-45, abuse-43) dep(there-39, history-45) case(m-48, of-46) compound(m-48, criminality-47) nmod:of(there-39, m-48) det(family-50, the-49) nsubj(<p>-35, family-50) appos(family-50, impulsiveness-52)  ",robbery,7,"case(robbery-7, for-5) amod(robbery-7, armed-6) nmod:for(doing-3, robbery-7) ","is doing time for armed robbery , although he really does",NN,[],,,,,,,,,"[('for', 'doing')]",['for'],['doing'],[],[],[],[],[],[],['armed'],[],[],[],['for'],[],[],[],[],[],[],,,singular,,[],unknown,unknown
"Here , students were cast in the role of the "" thin blue line "" that protected "" civilization "" against hordes of thugs and ruffians intent on murder , rape , and robbery .","Here/RB ,/, students/NNS were/VBD cast/VBN in/IN the/DT role/NN of/IN the/DT ''/'' thin/JJ blue/JJ line/NN ''/'' that/WDT protected/VBD ''/'' civilization/NN ''/'' against/IN hordes/NNS of/IN thugs/NNS and/CC ruffians/NNS intent/NN on/IN murder/NN ,/, rape/NN ,/, and/CC robbery/NN ./."," advmod(cast-5, Here-1) nsubjpass(cast-5, students-3) auxpass(cast-5, were-4) root(ROOT-0, cast-5) case(role-8, in-6) det(role-8, the-7) nmod:in(cast-5, role-8) case(the-10, of-9) nmod:of(role-8, the-10) amod(line-14, thin-12) amod(line-14, blue-13) dep(role-8, line-14) nsubj(protected-17, line-14) ref(line-14, that-16) acl:relcl(line-14, protected-17) dobj(protected-17, civilization-19) case(hordes-22, against-21) nmod:against(protected-17, hordes-22) case(thugs-24, of-23) nmod:of(hordes-22, thugs-24) cc(thugs-24, and-25) compound(intent-27, ruffians-26) nmod:of(hordes-22, intent-27) conj:and(thugs-24, intent-27) case(murder-29, on-28) nmod:on(protected-17, murder-29) appos(murder-29, rape-31) cc(line-14, and-33) dep(role-8, robbery-34) conj:and(line-14, robbery-34) nsubj(protected-17, robbery-34)  ",robbery,34,"dep(role-8, robbery-34) conj:and(line-14, robbery-34) nsubj(protected-17, robbery-34) ","murder , rape , and robbery .",NN,[],protected,VBD,subject,protected,protect,,,[],[],[],[],[],[],"[('and', 'line')]",['and'],['line'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],unknown,unknown
