sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"By now it is clear that these partial , plural exchanges are much more likely to benefit politicians than their constituents ; some larger principle than "" the deal "" is necessary to cope in any decisive way with racism in schools , income inequalities , or crime .","By/IN now/RB it/PRP is/VBZ clear/JJ that/IN these/DT partial/JJ ,/, plural/JJ exchanges/NNS are/VBP much/RB more/RBR likely/JJ to/TO benefit/VB politicians/NNS than/IN their/PRP$ constituents/NNS ;/: some/DT larger/JJR principle/NN than/IN ''/'' the/DT deal/NN ''/'' is/VBZ necessary/JJ to/TO cope/VB in/IN any/DT decisive/JJ way/NN with/IN racism/NN in/IN schools/NNS ,/, income/NN inequalities/NNS ,/, or/CC crime/NN ./.","case(now-2, By-1) nmod:by(clear-5, now-2) nsubj(clear-5, it-3) cop(clear-5, is-4) root(ROOT-0, clear-5) mark(likely-15, that-6) det(exchanges-11, these-7) amod(exchanges-11, partial-8) amod(exchanges-11, plural-10) nsubj(likely-15, exchanges-11) nsubj(benefit-17, exchanges-11) cop(likely-15, are-12) advmod(likely-15, much-13) advmod(likely-15, more-14) ccomp(clear-5, likely-15) mark(benefit-17, to-16) xcomp(likely-15, benefit-17) dobj(benefit-17, politicians-18) case(constituents-21, than-19) nmod:poss(constituents-21, their-20) nmod:than(benefit-17, constituents-21) det(principle-25, some-23) amod(principle-25, larger-24) nsubj(necessary-32, principle-25) nsubj(cope-34, principle-25) case(deal-29, than-26) det(deal-29, the-28) nmod:than(principle-25, deal-29) cop(necessary-32, is-31) parataxis(clear-5, necessary-32) mark(cope-34, to-33) xcomp(necessary-32, cope-34) case(way-38, in-35) det(way-38, any-36) amod(way-38, decisive-37) nmod:in(cope-34, way-38) case(racism-40, with-39) nmod:with(way-38, racism-40) case(schools-42, in-41) nmod:in(cope-34, schools-42) compound(inequalities-45, income-44) nmod:in(cope-34, inequalities-45) conj:or(schools-42, inequalities-45) cc(schools-42, or-47) nmod:in(cope-34, crime-48) conj:or(schools-42, crime-48)  ",crime,48,"nmod:in(cope-34, crime-48) conj:or(schools-42, crime-48) ",", income inequalities , or crime .",NN,[],,,,,,,,,"[('in', 'cope')]",['in'],['cope'],[],[],"[('or', 'schools')]",['or'],['schools'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
<p> Spraying graffiti in paint or scrawling it in marking ink across the walls and the subway cars of New York was treated from the first as a crime .,<p>/NN Spraying/VBG graffiti/NNS in/IN paint/NN or/CC scrawling/VBG it/PRP in/IN marking/VBG ink/NN across/IN the/DT walls/NNS and/CC the/DT subway/NN cars/NNS of/IN New/NNP York/NNP was/VBD treated/VBN from/IN the/DT first/JJ as/IN a/DT crime/NN ./.,"nsubjpass(treated-23, <p>-1) dep(<p>-1, Spraying-2) dobj(Spraying-2, graffiti-3) case(paint-5, in-4) nmod:in(graffiti-3, paint-5) cc(Spraying-2, or-6) dep(<p>-1, scrawling-7) conj:or(Spraying-2, scrawling-7) dobj(scrawling-7, it-8) mark(marking-10, in-9) advcl(scrawling-7, marking-10) dobj(marking-10, ink-11) case(walls-14, across-12) det(walls-14, the-13) nmod:across(marking-10, walls-14) cc(walls-14, and-15) det(cars-18, the-16) compound(cars-18, subway-17) nmod:across(marking-10, cars-18) conj:and(walls-14, cars-18) case(York-21, of-19) compound(York-21, New-20) nmod:of(cars-18, York-21) auxpass(treated-23, was-22) root(ROOT-0, treated-23) case(first-26, from-24) det(first-26, the-25) nmod:from(treated-23, first-26) case(crime-29, as-27) det(crime-29, a-28) nmod:as(first-26, crime-29)  ",crime,29,"case(crime-29, as-27) det(crime-29, a-28) nmod:as(first-26, crime-29) ",from the first as a crime .,NN,[],,,,,,,,,"[('as', 'first')]",['as'],['first'],[],['a'],[],[],[],[],[],[],[],[],['as'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"It would seem that the "" crime "" of graffiti was to force others to respond to the presence of the juvenile underclass , declaring itself .","It/PRP would/MD seem/VB that/DT the/JJ ''/'' crime/NN ''/'' of/IN graffiti/NNS was/VBD to/TO force/VB others/NNS to/TO respond/VB to/TO the/DT presence/NN of/IN the/DT juvenile/JJ underclass/NNS ,/, declaring/VBG itself/PRP ./.","nsubj(seem-3, It-1) aux(seem-3, would-2) root(ROOT-0, seem-3) det(crime-7, that-4) amod(crime-7, the-5) xcomp(seem-3, crime-7) case(graffiti-10, of-9) nmod:of(crime-7, graffiti-10) acl:relcl(graffiti-10, was-11) mark(force-13, to-12) xcomp(was-11, force-13) dobj(force-13, others-14) nsubj(respond-16, others-14) mark(respond-16, to-15) xcomp(force-13, respond-16) case(presence-19, to-17) det(presence-19, the-18) nmod:to(respond-16, presence-19) case(underclass-23, of-20) det(underclass-23, the-21) amod(underclass-23, juvenile-22) nmod:of(presence-19, underclass-23) acl(crime-7, declaring-25) dobj(declaring-25, itself-26)  ",crime,7,"det(crime-7, that-4) amod(crime-7, the-5) nmod:of(crime-7, graffiti-10) acl(crime-7, declaring-25) xcomp(seem-3, crime-7) ","would seem that the "" crime "" of graffiti was to",NN,[],seem,VB,object,,,seem,seem,[],"[('of', 'graffiti')]",['of'],[],['graffiti'],['that'],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"1 The crime carried a maximum sentence of one year in jail and a $1,000 fine .","1/LS The/DT crime/NN carried/VBD a/DT maximum/JJ sentence/NN of/IN one/CD year/NN in/IN jail/NN and/CC a/DT $/$ 1,000/CD fine/NN ./.","dep(carried-4, 1-1) det(crime-3, The-2) nsubj(carried-4, crime-3) root(ROOT-0, carried-4) det(sentence-7, a-5) amod(sentence-7, maximum-6) dobj(carried-4, sentence-7) case(year-10, of-8) nummod(year-10, one-9) nmod:of(sentence-7, year-10) case(jail-12, in-11) nmod:in(year-10, jail-12) cc(year-10, and-13) det(fine-17, a-14) amod(fine-17, $-15) compound($-15, 1,000-16) nmod:of(sentence-7, fine-17) conj:and(year-10, fine-17)  ",crime,3,"det(crime-3, The-2) nsubj(carried-4, crime-3) ",1 The crime carried a maximum sentence of,NN,[],carried,VBD,subject,carried,carry,,,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
20 <p> Studies indicate that abused children are more likely to commit violent crimes as adults and to abuse their own children.,20/CD <p>/NNP Studies/NNPS indicate/VBP that/IN abused/JJ children/NNS are/VBP more/RBR likely/JJ to/TO commit/VB violent/JJ crimes/NNS as/IN adults/NNS and/CC to/TO abuse/NN their/PRP$ own/JJ children/NNS ./.,"nummod(Studies-3, 20-1) compound(Studies-3, <p>-2) nsubj(indicate-4, Studies-3) root(ROOT-0, indicate-4) mark(likely-10, that-5) amod(children-7, abused-6) nsubj(likely-10, children-7) nsubj(commit-12, children-7) cop(likely-10, are-8) advmod(likely-10, more-9) ccomp(indicate-4, likely-10) mark(commit-12, to-11) xcomp(likely-10, commit-12) amod(crimes-14, violent-13) dobj(commit-12, crimes-14) case(adults-16, as-15) nmod:as(children-22, adults-16) cc(children-22, and-17) case(abuse-19, to-18) nmod(commit-12, abuse-19) conj:and(children-22, abuse-19) nmod:poss(children-22, their-20) amod(children-22, own-21) nmod(commit-12, children-22)  ",crimes,14,"amod(crimes-14, violent-13) dobj(commit-12, crimes-14) ",more likely to commit violent crimes as adults and to abuse,NNS,[],commit,VB,object,,,commit,commit,[],[],[],[],[],[],[],[],[],[],['violent'],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
it is a crime .,it/PRP is/VBZ a/DT crime/NN ./.,"nsubj(crime-4, it-1) cop(crime-4, is-2) det(crime-4, a-3) root(ROOT-0, crime-4)  ",crime,4,"nsubj(crime-4, it-1) cop(crime-4, is-2) det(crime-4, a-3) root(ROOT-0, crime-4) ",it is a crime .,NN,[],is,VBZ,object,,,is,be,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,singular,['A+N'],countable,unknown
"( n13 ) Erastus called attention first to the fact that the question in the Scripture was not of sins or crimes in general , but of private personal offenses .","-LRB-/-LRB- n13/NNP -RRB-/-RRB- Erastus/NNP called/VBD attention/NN first/RB to/TO the/DT fact/NN that/IN the/DT question/NN in/IN the/DT Scripture/NNP was/VBD not/RB of/IN sins/NNS or/CC crimes/NNS in/IN general/NN ,/, but/CC of/IN private/JJ personal/JJ offenses/NNS ./.","compound(Erastus-4, n13-2) nsubj(called-5, Erastus-4) root(ROOT-0, called-5) dobj(called-5, attention-6) advmod(called-5, first-7) case(fact-10, to-8) det(fact-10, the-9) nmod:to(called-5, fact-10) mark(sins-20, that-11) det(question-13, the-12) nsubj(sins-20, question-13) case(Scripture-16, in-14) det(Scripture-16, the-15) nmod:in(question-13, Scripture-16) cop(sins-20, was-17) neg(sins-20, not-18) case(sins-20, of-19) ccomp(called-5, sins-20) cc(sins-20, or-21) ccomp(called-5, crimes-22) conj:or(sins-20, crimes-22) case(general-24, in-23) nmod:in(sins-20, general-24) cc(sins-20, but-26) case(offenses-30, of-27) amod(offenses-30, private-28) amod(offenses-30, personal-29) ccomp(called-5, offenses-30) conj:but(sins-20, offenses-30)  ",crimes,22,"ccomp(called-5, crimes-22) conj:or(sins-20, crimes-22) ","was not of sins or crimes in general , but of",NNS,[],called,VBD,object,,,called,call,[],[],[],[],[],[],"[('or', 'sins')]",['or'],['sins'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"56 Perhaps in frustration , in his last anti-Donatist work , the Contra Gaudentium , written in 421 when he was already enmeshed in the Pelagian controversy , Augustine argued that if religious error went unpunished , then even secular crimes could not be punished , since both sorts of crimes proceeded from the evils of the flesh.","56/CD Perhaps/CD in/IN frustration/NN ,/, in/IN his/PRP$ last/JJ anti-Donatist/JJ work/NN ,/, the/DT Contra/NNP Gaudentium/NNP ,/, written/VBN in/IN 421/CD when/WRB he/PRP was/VBD already/RB enmeshed/VBN in/IN the/DT Pelagian/NNP controversy/NN ,/, Augustine/NNP argued/VBD that/IN if/IN religious/JJ error/NN went/VBD unpunished/JJ ,/, then/RB even/RB secular/JJ crimes/NNS could/MD not/RB be/VB punished/VBN ,/, since/IN both/DT sorts/NNS of/IN crimes/NNS proceeded/VBD from/IN the/DT evils/NNS of/IN the/DT flesh/NN ./.","compound(Perhaps-2, 56-1) root(ROOT-0, Perhaps-2) case(frustration-4, in-3) nmod:in(Perhaps-2, frustration-4) case(work-10, in-6) nmod:poss(work-10, his-7) amod(work-10, last-8) amod(work-10, anti-Donatist-9) nmod:in(Perhaps-2, work-10) det(Gaudentium-14, the-12) compound(Gaudentium-14, Contra-13) appos(Perhaps-2, Gaudentium-14) acl(Perhaps-2, written-16) case(421-18, in-17) nmod:in(written-16, 421-18) advmod(enmeshed-23, when-19) nsubjpass(enmeshed-23, he-20) auxpass(enmeshed-23, was-21) advmod(enmeshed-23, already-22) advcl(written-16, enmeshed-23) case(controversy-27, in-24) det(controversy-27, the-25) compound(controversy-27, Pelagian-26) nmod:in(enmeshed-23, controversy-27) nsubj(argued-30, Augustine-29) parataxis(enmeshed-23, argued-30) mark(punished-45, that-31) mark(went-35, if-32) amod(error-34, religious-33) nsubj(went-35, error-34) advcl(punished-45, went-35) xcomp(went-35, unpunished-36) advmod(crimes-41, then-38) advmod(crimes-41, even-39) amod(crimes-41, secular-40) nsubjpass(punished-45, crimes-41) aux(punished-45, could-42) neg(punished-45, not-43) auxpass(punished-45, be-44) ccomp(argued-30, punished-45) mark(proceeded-52, since-47) det(sorts-49, both-48) nsubj(proceeded-52, sorts-49) case(crimes-51, of-50) nmod:of(sorts-49, crimes-51) advcl(enmeshed-23, proceeded-52) case(evils-55, from-53) det(evils-55, the-54) nmod:from(proceeded-52, evils-55) case(flesh-58, of-56) det(flesh-58, the-57) nmod:of(evils-55, flesh-58)  ",crimes,41,"advmod(crimes-41, then-38) advmod(crimes-41, even-39) amod(crimes-41, secular-40) nsubjpass(punished-45, crimes-41) ","unpunished , then even secular crimes could not be punished ,",NNS,[],punished,JJ,subject,punished,punish,,,['not'],[],[],[],[],[],[],[],[],[],['secular'],[],[],[],[],"['then', 'even']",[],[],[],[],[],,,plural,ambiguous,[],countable,verdical
"56 Perhaps in frustration , in his last anti-Donatist work , the Contra Gaudentium , written in 421 when he was already enmeshed in the Pelagian controversy , Augustine argued that if religious error went unpunished , then even secular crimes could not be punished , since both sorts of crimes proceeded from the evils of the flesh.","56/CD Perhaps/CD in/IN frustration/NN ,/, in/IN his/PRP$ last/JJ anti-Donatist/JJ work/NN ,/, the/DT Contra/NNP Gaudentium/NNP ,/, written/VBN in/IN 421/CD when/WRB he/PRP was/VBD already/RB enmeshed/VBN in/IN the/DT Pelagian/NNP controversy/NN ,/, Augustine/NNP argued/VBD that/IN if/IN religious/JJ error/NN went/VBD unpunished/JJ ,/, then/RB even/RB secular/JJ crimes/NNS could/MD not/RB be/VB punished/VBN ,/, since/IN both/DT sorts/NNS of/IN crimes/NNS proceeded/VBD from/IN the/DT evils/NNS of/IN the/DT flesh/NN ./.","compound(Perhaps-2, 56-1) root(ROOT-0, Perhaps-2) case(frustration-4, in-3) nmod:in(Perhaps-2, frustration-4) case(work-10, in-6) nmod:poss(work-10, his-7) amod(work-10, last-8) amod(work-10, anti-Donatist-9) nmod:in(Perhaps-2, work-10) det(Gaudentium-14, the-12) compound(Gaudentium-14, Contra-13) appos(Perhaps-2, Gaudentium-14) acl(Perhaps-2, written-16) case(421-18, in-17) nmod:in(written-16, 421-18) advmod(enmeshed-23, when-19) nsubjpass(enmeshed-23, he-20) auxpass(enmeshed-23, was-21) advmod(enmeshed-23, already-22) advcl(written-16, enmeshed-23) case(controversy-27, in-24) det(controversy-27, the-25) compound(controversy-27, Pelagian-26) nmod:in(enmeshed-23, controversy-27) nsubj(argued-30, Augustine-29) parataxis(enmeshed-23, argued-30) mark(punished-45, that-31) mark(went-35, if-32) amod(error-34, religious-33) nsubj(went-35, error-34) advcl(punished-45, went-35) xcomp(went-35, unpunished-36) advmod(crimes-41, then-38) advmod(crimes-41, even-39) amod(crimes-41, secular-40) nsubjpass(punished-45, crimes-41) aux(punished-45, could-42) neg(punished-45, not-43) auxpass(punished-45, be-44) ccomp(argued-30, punished-45) mark(proceeded-52, since-47) det(sorts-49, both-48) nsubj(proceeded-52, sorts-49) case(crimes-51, of-50) nmod:of(sorts-49, crimes-51) advcl(enmeshed-23, proceeded-52) case(evils-55, from-53) det(evils-55, the-54) nmod:from(proceeded-52, evils-55) case(flesh-58, of-56) det(flesh-58, the-57) nmod:of(evils-55, flesh-58)  ",crimes,51,"case(crimes-51, of-50) nmod:of(sorts-49, crimes-51) ",", since both sorts of crimes proceeded from the evils of",NNS,[],,,,,,,,,"[('of', 'sorts')]",['of'],['sorts'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],countable,unknown
"Similarly , if our social fabric becomes unraveled from the effects of poverty , crime , drug use , and unemployment or if large segments of our population believe that they have no attachment to the social system , then our economic , legal , and political systems can not function properly either .","Similarly/RB ,/, if/IN our/PRP$ social/JJ fabric/NN becomes/VBZ unraveled/VBN from/IN the/DT effects/NNS of/IN poverty/NN ,/, crime/NN ,/, drug/NN use/NN ,/, and/CC unemployment/NN or/CC if/IN large/JJ segments/NNS of/IN our/PRP$ population/NN believe/VBP that/IN they/PRP have/VBP no/DT attachment/NN to/TO the/DT social/JJ system/NN ,/, then/RB our/PRP$ economic/JJ ,/, legal/JJ ,/, and/CC political/JJ systems/NNS can/MD not/RB function/VB properly/RB either/RB ./.","advmod(function-51, Similarly-1) mark(becomes-7, if-3) nmod:poss(fabric-6, our-4) amod(fabric-6, social-5) nsubj(becomes-7, fabric-6) advcl(function-51, becomes-7) advcl(becomes-7, unraveled-8) case(effects-11, from-9) det(effects-11, the-10) nmod:from(unraveled-8, effects-11) case(poverty-13, of-12) nmod:of(effects-11, poverty-13) nmod:of(effects-11, crime-15) conj:and(poverty-13, crime-15) compound(use-18, drug-17) nmod:of(effects-11, use-18) conj:and(poverty-13, use-18) cc(poverty-13, and-20) nmod:of(effects-11, unemployment-21) conj:and(poverty-13, unemployment-21) cc(unraveled-8, or-22) mark(believe-29, if-23) amod(segments-25, large-24) nsubj(believe-29, segments-25) case(population-28, of-26) nmod:poss(population-28, our-27) nmod:of(segments-25, population-28) advcl(becomes-7, believe-29) conj:or(unraveled-8, believe-29) mark(have-32, that-30) nsubj(have-32, they-31) ccomp(believe-29, have-32) neg(attachment-34, no-33) dobj(have-32, attachment-34) case(system-38, to-35) det(system-38, the-36) amod(system-38, social-37) nmod:to(have-32, system-38) advmod(economic-42, then-40) nmod:poss(economic-42, our-41) nsubj(function-51, economic-42) conj:and(economic-42, legal-44) nsubj(function-51, legal-44) cc(economic-42, and-46) amod(systems-48, political-47) conj:and(economic-42, systems-48) nsubj(function-51, systems-48) aux(function-51, can-49) neg(function-51, not-50) root(ROOT-0, function-51) advmod(function-51, properly-52) advmod(function-51, either-53)  ",crime,15,"nmod:of(effects-11, crime-15) conj:and(poverty-13, crime-15) ","the effects of poverty , crime , drug use , and",NN,[],,,,,,,,,"[('of', 'effects')]",['of'],['effects'],[],[],"[('and', 'poverty')]",['and'],['poverty'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Because of young people 's inability to make wise decisions , we are witnessing a phenomenal rise in the incidence of juvenile crime and delinquency , teen-age pregnancies , youth unemployment , suicide , and school dropouts ( in Florida alone , about 50 percent of youth do not graduate from high school ) .","Because/IN of/IN young/JJ people/NNS 's/POS inability/NN to/TO make/VB wise/JJ decisions/NNS ,/, we/PRP are/VBP witnessing/VBG a/DT phenomenal/JJ rise/NN in/IN the/DT incidence/NN of/IN juvenile/JJ crime/NN and/CC delinquency/NN ,/, teen-age/JJ pregnancies/NNS ,/, youth/NN unemployment/NN ,/, suicide/NN ,/, and/CC school/NN dropouts/NNS -LRB-/-LRB- in/IN Florida/NNP alone/RB ,/, about/RB 50/CD percent/NN of/IN youth/NN do/VBP not/RB graduate/VB from/IN high/JJ school/NN -RRB-/-RRB- ./.","mark(witnessing-14, Because-1) case(inability-6, of-2) amod(people-4, young-3) nmod:poss(inability-6, people-4) case(people-4, 's-5) nmod:of(witnessing-14, inability-6) mark(make-8, to-7) acl(inability-6, make-8) amod(decisions-10, wise-9) dobj(make-8, decisions-10) nsubj(witnessing-14, we-12) aux(witnessing-14, are-13) advcl(graduate-50, witnessing-14) det(rise-17, a-15) amod(rise-17, phenomenal-16) dobj(witnessing-14, rise-17) case(incidence-20, in-18) det(incidence-20, the-19) nmod:in(witnessing-14, incidence-20) case(crime-23, of-21) amod(crime-23, juvenile-22) nmod:of(incidence-20, crime-23) cc(crime-23, and-24) nmod:of(incidence-20, delinquency-25) conj:and(crime-23, delinquency-25) amod(pregnancies-28, teen-age-27) nmod:of(incidence-20, pregnancies-28) conj:and(crime-23, pregnancies-28) compound(unemployment-31, youth-30) nmod:of(incidence-20, unemployment-31) conj:and(crime-23, unemployment-31) nmod:of(incidence-20, suicide-33) conj:and(crime-23, suicide-33) cc(crime-23, and-35) compound(dropouts-37, school-36) nmod:of(incidence-20, dropouts-37) conj:and(crime-23, dropouts-37) case(Florida-40, in-39) nmod:in(dropouts-37, Florida-40) advmod(dropouts-37, alone-41) advmod(50-44, about-43) nummod(percent-45, 50-44) nsubj(graduate-50, percent-45) case(youth-47, of-46) nmod:of(percent-45, youth-47) aux(graduate-50, do-48) neg(graduate-50, not-49) root(ROOT-0, graduate-50) case(school-53, from-51) amod(school-53, high-52) nmod:from(graduate-50, school-53)  ",crime,23,"case(crime-23, of-21) amod(crime-23, juvenile-22) cc(crime-23, and-24) conj:and(crime-23, delinquency-25) conj:and(crime-23, pregnancies-28) conj:and(crime-23, unemployment-31) conj:and(crime-23, suicide-33) cc(crime-23, and-35) conj:and(crime-23, dropouts-37) nmod:of(incidence-20, crime-23) ","in the incidence of juvenile crime and delinquency , teen-age pregnancies",NN,[],,,,,,,,,"[('of', 'incidence')]",['of'],['incidence'],[],[],"[('and', 'delinquency'), ('and', 'pregnancies'), ('and', 'unemployment'), ('and', 'suicide'), ('and', 'dropouts')]","['and', 'and', 'and', 'and', 'and']","['delinquency', 'pregnancies', 'unemployment', 'suicide', 'dropouts']",[],['juvenile'],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Students selected a personal "" youth problem "" to study ( such as vocations , recreation , health , or problems that might lead them to crime ) and were organized into committees to use drama , community activities , and other group methods .","Students/NNS selected/VBD a/DT personal/JJ ''/'' youth/NN problem/NN ''/'' to/TO study/NN -LRB-/-LRB- such/JJ as/IN vocations/NNS ,/, recreation/NN ,/, health/NN ,/, or/CC problems/NNS that/WDT might/MD lead/VB them/PRP to/TO crime/NN -RRB-/-RRB- and/CC were/VBD organized/VBN into/IN committees/NNS to/TO use/VB drama/NN ,/, community/NN activities/NNS ,/, and/CC other/JJ group/NN methods/NNS ./.","nsubj(selected-2, Students-1) nsubjpass(organized-31, Students-1) nsubj(use-35, Students-1) root(ROOT-0, selected-2) det(problem-7, a-3) amod(problem-7, personal-4) compound(problem-7, youth-6) dobj(selected-2, problem-7) case(study-10, to-9) nmod:to(problem-7, study-10) case(vocations-14, such-12) mwe(such-12, as-13) dep(selected-2, vocations-14) dep(selected-2, recreation-16) conj:or(vocations-14, recreation-16) dep(selected-2, health-18) conj:or(vocations-14, health-18) cc(vocations-14, or-20) dep(selected-2, problems-21) conj:or(vocations-14, problems-21) nsubj(lead-24, problems-21) ref(problems-21, that-22) aux(lead-24, might-23) acl:relcl(problems-21, lead-24) dobj(lead-24, them-25) case(crime-27, to-26) nmod:to(lead-24, crime-27) cc(selected-2, and-29) auxpass(organized-31, were-30) conj:and(selected-2, organized-31) case(committees-33, into-32) nmod:into(organized-31, committees-33) mark(use-35, to-34) xcomp(organized-31, use-35) dobj(use-35, drama-36) compound(activities-39, community-38) dobj(use-35, activities-39) conj:and(drama-36, activities-39) cc(drama-36, and-41) amod(methods-44, other-42) compound(methods-44, group-43) dobj(use-35, methods-44) conj:and(drama-36, methods-44)  ",crime,27,"case(crime-27, to-26) nmod:to(lead-24, crime-27) ",that might lead them to crime ) and were organized into,NN,[],,,,,,,,,"[('to', 'lead')]",['to'],['lead'],[],[],[],[],[],[],[],[],[],[],['to'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Of the nine others implicated in this crime , four were hanged on July 7th , and four were imprisoned .","Of/IN the/DT nine/CD others/NNS implicated/VBN in/IN this/DT crime/NN ,/, four/CD were/VBD hanged/VBN on/IN July/NNP 7th/CD ,/, and/CC four/CD were/VBD imprisoned/VBN ./.","case(others-4, Of-1) det(others-4, the-2) nummod(others-4, nine-3) nmod:of(hanged-12, others-4) acl(others-4, implicated-5) case(crime-8, in-6) det(crime-8, this-7) nmod:in(implicated-5, crime-8) nsubjpass(hanged-12, four-10) auxpass(hanged-12, were-11) root(ROOT-0, hanged-12) case(July-14, on-13) nmod:on(hanged-12, July-14) nummod(July-14, 7th-15) cc(hanged-12, and-17) nsubjpass(imprisoned-20, four-18) auxpass(imprisoned-20, were-19) conj:and(hanged-12, imprisoned-20)  ",crime,8,"case(crime-8, in-6) det(crime-8, this-7) nmod:in(implicated-5, crime-8) ","nine others implicated in this crime , four were hanged on",NN,[],,,,,,,,,"[('in', 'implicated')]",['in'],['implicated'],[],['this'],[],[],[],[],[],[],[],[],['in'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"The first Europeans to arrive in Australia were reluctant colonists who had committed crimes against the Crown and had been sentenced to "" transportation beyond the seas . """,The/DT first/JJ Europeans/NNS to/TO arrive/VB in/IN Australia/NNP were/VBD reluctant/JJ colonists/NNS who/WP had/VBD committed/VBN crimes/NNS against/IN the/DT Crown/NNP and/CC had/VBD been/VBN sentenced/VBN to/TO ''/'' transportation/NN beyond/IN the/DT seas/NNS ./. ''/'',"det(Europeans-3, The-1) amod(Europeans-3, first-2) nsubj(colonists-10, Europeans-3) mark(arrive-5, to-4) acl(Europeans-3, arrive-5) case(Australia-7, in-6) nmod:in(arrive-5, Australia-7) cop(colonists-10, were-8) amod(colonists-10, reluctant-9) root(ROOT-0, colonists-10) nsubj(committed-13, colonists-10) nsubjpass(sentenced-21, colonists-10) nsubj(to-22, colonists-10) ref(colonists-10, who-11) aux(committed-13, had-12) acl:relcl(colonists-10, committed-13) dobj(committed-13, crimes-14) case(Crown-17, against-15) det(Crown-17, the-16) nmod:against(crimes-14, Crown-17) cc(committed-13, and-18) aux(sentenced-21, had-19) auxpass(sentenced-21, been-20) acl:relcl(colonists-10, sentenced-21) conj:and(committed-13, sentenced-21) xcomp(sentenced-21, to-22) dobj(committed-13, transportation-24) case(seas-27, beyond-25) det(seas-27, the-26) nmod:beyond(transportation-24, seas-27)  ",crimes,14,"nmod:against(crimes-14, Crown-17) dobj(committed-13, crimes-14) ",reluctant colonists who had committed crimes against the Crown and had,NNS,[],committed,VBN,object,,,committed,commit,[],"[('against', 'Crown')]",['against'],[],['Crown'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
