sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"While carrot sellers do not name the different pattern styles , they follow certain conventions of display that suggest the sort of transformative process of materials and the sharing of ideas that Dewey had in mind .","While/IN carrot/NN sellers/NNS do/VBP not/RB name/VB the/DT different/JJ pattern/NN styles/NNS ,/, they/PRP follow/VBP certain/JJ conventions/NNS of/IN display/NN that/WDT suggest/VBP the/DT sort/NN of/IN transformative/JJ process/NN of/IN materials/NNS and/CC the/DT sharing/NN of/IN ideas/NNS that/IN Dewey/NNP had/VBD in/IN mind/NN ./."," mark(name-6, While-1) compound(sellers-3, carrot-2) nsubj(name-6, sellers-3) aux(name-6, do-4) neg(name-6, not-5) advcl(follow-13, name-6) det(styles-10, the-7) amod(styles-10, different-8) compound(styles-10, pattern-9) dobj(name-6, styles-10) nsubj(follow-13, they-12) root(ROOT-0, follow-13) amod(conventions-15, certain-14) dobj(follow-13, conventions-15) nsubj(suggest-19, conventions-15) case(display-17, of-16) nmod:of(conventions-15, display-17) ref(conventions-15, that-18) acl:relcl(conventions-15, suggest-19) det(sort-21, the-20) dobj(suggest-19, sort-21) case(process-24, of-22) amod(process-24, transformative-23) nmod:of(sort-21, process-24) case(materials-26, of-25) nmod:of(process-24, materials-26) cc(process-24, and-27) det(sharing-29, the-28) nmod:of(sort-21, sharing-29) conj:and(process-24, sharing-29) case(ideas-31, of-30) nmod:of(sharing-29, ideas-31) mark(had-34, that-32) nsubj(had-34, Dewey-33) ccomp(suggest-19, had-34) case(mind-36, in-35) nmod:in(had-34, mind-36)  ",carrot,2,"compound(sellers-3, carrot-2) ",While carrot sellers do not name the,NN,[],name,VB,subject,name,name,,,['not'],[],[],[],[],[],,[],[],[],['sellers'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,verdical
"<p> After the carrots are washed and their leafy tops cut off , they are bound together in sets of three .","<p>/RB After/IN the/DT carrots/NNS are/VBP washed/VBN and/CC their/PRP$ leafy/JJ tops/NNS cut/VBD off/RP ,/, they/PRP are/VBP bound/VBN together/RB in/IN sets/NNS of/IN three/CD ./."," advmod(washed-6, <p>-1) mark(washed-6, After-2) det(carrots-4, the-3) nsubjpass(washed-6, carrots-4) auxpass(washed-6, are-5) advcl(bound-16, washed-6) cc(washed-6, and-7) nmod:poss(tops-10, their-8) amod(tops-10, leafy-9) nsubj(cut-11, tops-10) conj:and(washed-6, cut-11) advcl(bound-16, cut-11) compound:prt(cut-11, off-12) nsubjpass(bound-16, they-14) auxpass(bound-16, are-15) root(ROOT-0, bound-16) advmod(bound-16, together-17) case(sets-19, in-18) nmod:in(bound-16, sets-19) case(three-21, of-20) nmod:of(sets-19, three-21)  ",carrots,4,"det(carrots-4, the-3) nsubjpass(washed-6, carrots-4) ",<p> After the carrots are washed and their leafy,NNS,[],washed,VBN,subject,washed,wash,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"In the flat display style , the sets are displayed in straight rows on a rectangular bed of green carrot tops .","In/IN the/DT flat/JJ display/NN style/NN ,/, the/DT sets/NNS are/VBP displayed/VBN in/IN straight/JJ rows/NNS on/IN a/DT rectangular/JJ bed/NN of/IN green/JJ carrot/NN tops/NNS ./."," case(style-5, In-1) det(style-5, the-2) amod(style-5, flat-3) compound(style-5, display-4) nmod:in(displayed-10, style-5) det(sets-8, the-7) nsubjpass(displayed-10, sets-8) auxpass(displayed-10, are-9) root(ROOT-0, displayed-10) case(rows-13, in-11) amod(rows-13, straight-12) nmod:in(displayed-10, rows-13) case(bed-17, on-14) det(bed-17, a-15) amod(bed-17, rectangular-16) nmod:on(displayed-10, bed-17) case(tops-21, of-18) amod(tops-21, green-19) compound(tops-21, carrot-20) nmod:of(bed-17, tops-21)  ",carrot,20,"compound(tops-21, carrot-20) ",a rectangular bed of green carrot tops .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['tops'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
( n9 ) <p> Some carrot sellers clearly took more care with their arrangements than did others .,-LRB-/-LRB- n9/NNP -RRB-/-RRB- <p>/VBP Some/DT carrot/NN sellers/NNS clearly/RB took/VBD more/JJR care/NN with/IN their/PRP$ arrangements/NNS than/IN did/VBD others/NNS ./.," nsubj(<p>-4, n9-2) root(ROOT-0, <p>-4) det(sellers-7, Some-5) compound(sellers-7, carrot-6) nsubj(took-9, sellers-7) advmod(took-9, clearly-8) ccomp(<p>-4, took-9) amod(care-11, more-10) dobj(took-9, care-11) case(arrangements-14, with-12) nmod:poss(arrangements-14, their-13) nmod:with(took-9, arrangements-14) mark(did-16, than-15) advcl(took-9, did-16) dobj(did-16, others-17)  ",carrot,6,"compound(sellers-7, carrot-6) ",( n9 ) <p> Some carrot sellers clearly took more care,NN,[],took,VBD,subject,took,take,,,[],[],[],[],[],[],,[],[],[],['sellers'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> Discussing the recent phenomenon of the "" public intellectual , "" Jeffrey Williams locates it as a professional event in the following manner : <p> An inverse function of public access -- while material access becomes more and more rarified to the university and to the professional field -- is to promulgate a model of the academic celebrity , hypostasizing the model of intellectual star , with broad public appeal and name recognition , as an intellectual carrot -- a kind of intellectual Horatio Alger story -- for those struggling with the blunt exigencies of employment , for those unemployed or "" underemployed "" to dream and strive for , at the same time that socio-institutional conditions make that dream more and more fantastical.","<p>/RB Discussing/VBG the/DT recent/JJ phenomenon/NN of/IN the/DT ''/'' public/JJ intellectual/JJ ,/, ''/'' Jeffrey/NNP Williams/NNP locates/VBZ it/PRP as/IN a/DT professional/JJ event/NN in/IN the/DT following/JJ manner/NN :/: <p>/VBP An/DT inverse/JJ function/NN of/IN public/JJ access/NN --/: while/IN material/NN access/NN becomes/VBZ more/RBR and/CC more/RBR rarified/JJ to/TO the/DT university/NN and/CC to/TO the/DT professional/JJ field/NN --/: is/VBZ to/TO promulgate/VB a/DT model/NN of/IN the/DT academic/JJ celebrity/NN ,/, hypostasizing/VBG the/DT model/NN of/IN intellectual/JJ star/NN ,/, with/IN broad/JJ public/JJ appeal/NN and/CC name/NN recognition/NN ,/, as/IN an/DT intellectual/JJ carrot/NN --/: a/DT kind/NN of/IN intellectual/JJ Horatio/NNP Alger/NNP story/NN --/: for/IN those/DT struggling/VBG with/IN the/DT blunt/JJ exigencies/NNS of/IN employment/NN ,/, for/IN those/DT unemployed/JJ or/CC ''/'' underemployed/NNP ''/'' to/TO dream/VB and/CC strive/VB for/IN ,/, at/IN the/DT same/JJ time/NN that/IN socio-institutional/JJ conditions/NNS make/VBP that/DT dream/NN more/JJR and/CC more/RBR fantastical/JJ ./."," advmod(Discussing-2, <p>-1) dep(locates-15, Discussing-2) det(phenomenon-5, the-3) amod(phenomenon-5, recent-4) dobj(Discussing-2, phenomenon-5) case(the-7, of-6) nmod:of(phenomenon-5, the-7) amod(intellectual-10, public-9) amod(phenomenon-5, intellectual-10) compound(Williams-14, Jeffrey-13) nsubj(locates-15, Williams-14) root(ROOT-0, locates-15) dobj(locates-15, it-16) nsubj(dream-107, it-16) nsubj(strive-109, it-16) case(event-20, as-17) det(event-20, a-18) amod(event-20, professional-19) nmod:as(locates-15, event-20) case(manner-24, in-21) det(manner-24, the-22) amod(manner-24, following-23) nmod:in(event-20, manner-24) dep(locates-15, <p>-26) det(function-29, An-27) amod(function-29, inverse-28) nsubj(is-51, function-29) nsubj(promulgate-53, function-29) case(access-32, of-30) amod(access-32, public-31) nmod:of(function-29, access-32) mark(becomes-37, while-34) compound(access-36, material-35) nsubj(becomes-37, access-36) dep(access-32, becomes-37) advmod(rarified-41, more-38) cc(more-38, and-39) conj:and(more-38, more-40) advmod(rarified-41, more-40) xcomp(becomes-37, rarified-41) xcomp(becomes-37, rarified-41') conj:and(rarified-41, rarified-41') case(university-44, to-42) det(university-44, the-43) nmod:to(rarified-41, university-44) cc(rarified-41, and-45) case(field-49, to-46) det(field-49, the-47) amod(field-49, professional-48) nmod:to(rarified-41', field-49) ccomp(<p>-26, is-51) mark(promulgate-53, to-52) xcomp(is-51, promulgate-53) det(model-55, a-54) dobj(promulgate-53, model-55) case(celebrity-59, of-56) det(celebrity-59, the-57) amod(celebrity-59, academic-58) nmod:of(model-55, celebrity-59) acl(celebrity-59, hypostasizing-61) det(model-63, the-62) dobj(hypostasizing-61, model-63) case(star-66, of-64) amod(star-66, intellectual-65) nmod:of(model-63, star-66) case(appeal-71, with-68) amod(appeal-71, broad-69) amod(appeal-71, public-70) nmod:with(hypostasizing-61, appeal-71) cc(appeal-71, and-72) compound(recognition-74, name-73) nmod:with(hypostasizing-61, recognition-74) conj:and(appeal-71, recognition-74) case(carrot-79, as-76) det(carrot-79, an-77) amod(carrot-79, intellectual-78) nmod:as(hypostasizing-61, carrot-79) det(kind-82, a-81) dep(carrot-79, kind-82) case(story-87, of-83) amod(story-87, intellectual-84) compound(story-87, Horatio-85) compound(story-87, Alger-86) nmod:of(kind-82, story-87) case(those-90, for-89) nmod:for(carrot-79, those-90) acl(those-90, struggling-91) case(exigencies-95, with-92) det(exigencies-95, the-93) amod(exigencies-95, blunt-94) nmod:with(struggling-91, exigencies-95) case(employment-97, of-96) nmod:of(exigencies-95, employment-97) case(unemployed-101, for-99) det(unemployed-101, those-100) nmod:for(promulgate-53, unemployed-101) cc(promulgate-53, or-102) xcomp(is-51, underemployed-104) conj:or(promulgate-53, underemployed-104) mark(dream-107, to-106) xcomp(locates-15, dream-107) cc(dream-107, and-108) xcomp(locates-15, strive-109) conj:and(dream-107, strive-109) nmod(dream-107, for-110) case(time-115, at-112) det(time-115, the-113) amod(time-115, same-114) nmod:at(dream-107, time-115) mark(make-119, that-116) amod(conditions-118, socio-institutional-117) nsubj(make-119, conditions-118) dep(time-115, make-119) det(dream-121, that-120) nsubj(more-122, dream-121) nsubj(fantastical-125, dream-121) xcomp(make-119, more-122) cc(more-122, and-123) advmod(fantastical-125, more-124) xcomp(make-119, fantastical-125) conj:and(more-122, fantastical-125)  ",carrot,79,"case(carrot-79, as-76) det(carrot-79, an-77) amod(carrot-79, intellectual-78) dep(carrot-79, kind-82) nmod:for(carrot-79, those-90) nmod:as(hypostasizing-61, carrot-79) ","recognition , as an intellectual carrot -- a kind of intellectual",NN,[],,,,,,,,,"[('for', 'those'), ('as', 'hypostasizing')]","['for', 'as']",['hypostasizing'],['those'],['an'],indefinite article,[],[],[],[],['intellectual'],[0.0775],[0.051333333333333335],[0.015],[0.135],[0.0475],[0.0975],[0.095],[0.02716666666666667],[0.0365],[0.065],[0.0525],[0.205],[0.095],[],[],[],['as'],[],[],[],[],[],[],an,unit,singular,linked,,['A+N'],countable,unknown
"<p> Commodities being studied at HCQL to bolster their microbial safety include fresh-cut spinach , celery , carrots , apples , bananas , sweet peppers , tomatoes , squash , strawberries , grapefruit , grapes , plums , and melons .","<p>/NN Commodities/NNS being/VBG studied/VBN at/IN HCQL/NNP to/TO bolster/VB their/PRP$ microbial/JJ safety/NN include/VBP fresh-cut/JJ spinach/NN ,/, celery/NN ,/, carrots/NNS ,/, apples/NNS ,/, bananas/NNS ,/, sweet/JJ peppers/NNS ,/, tomatoes/NNS ,/, squash/NN ,/, strawberries/NNS ,/, grapefruit/NN ,/, grapes/NNS ,/, plums/NNS ,/, and/CC melons/NNS ./."," compound(Commodities-2, <p>-1) nsubj(include-12, Commodities-2) auxpass(studied-4, being-3) acl(Commodities-2, studied-4) case(HCQL-6, at-5) nmod:at(studied-4, HCQL-6) mark(bolster-8, to-7) xcomp(studied-4, bolster-8) nmod:poss(safety-11, their-9) amod(safety-11, microbial-10) dobj(bolster-8, safety-11) root(ROOT-0, include-12) amod(spinach-14, fresh-cut-13) dobj(include-12, spinach-14) dobj(include-12, celery-16) conj:and(spinach-14, celery-16) dobj(include-12, carrots-18) conj:and(spinach-14, carrots-18) dobj(include-12, apples-20) conj:and(spinach-14, apples-20) dobj(include-12, bananas-22) conj:and(spinach-14, bananas-22) amod(peppers-25, sweet-24) dobj(include-12, peppers-25) conj:and(spinach-14, peppers-25) dobj(include-12, tomatoes-27) conj:and(spinach-14, tomatoes-27) dobj(include-12, squash-29) conj:and(spinach-14, squash-29) dobj(include-12, strawberries-31) conj:and(spinach-14, strawberries-31) dobj(include-12, grapefruit-33) conj:and(spinach-14, grapefruit-33) dobj(include-12, grapes-35) conj:and(spinach-14, grapes-35) dobj(include-12, plums-37) conj:and(spinach-14, plums-37) cc(spinach-14, and-39) dobj(include-12, melons-40) conj:and(spinach-14, melons-40)  ",carrots,18,"dobj(include-12, carrots-18) conj:and(spinach-14, carrots-18) ","fresh-cut spinach , celery , carrots , apples , bananas ,",NNS,[],include,VBP,object,,,include,include,[],[],[],[],[],[],,"[('and', 'spinach')]",['and'],['spinach'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,plural,[],unknown,unknown
"Flowers in the carrot ( dill , caraway ) , mustard ( alyssum , rock cress ) and daisy ( yarrow , black-eyed Susan , coneflowers ) families are especially helpful in attracting beneficial wasps .","Flowers/NNS in/IN the/DT carrot/NN -LRB-/-LRB- dill/NN ,/, caraway/NN -RRB-/-RRB- ,/, mustard/NN -LRB-/-LRB- alyssum/NN ,/, rock/NN cress/NNS -RRB-/-RRB- and/CC daisy/JJ -LRB-/-LRB- yarrow/NN ,/, black-eyed/JJ Susan/NNP ,/, coneflowers/NNS -RRB-/-RRB- families/NNS are/VBP especially/RB helpful/JJ in/IN attracting/VBG beneficial/JJ wasps/NNS ./."," nsubj(helpful-31, Flowers-1) case(carrot-4, in-2) det(carrot-4, the-3) nmod:in(Flowers-1, carrot-4) dep(carrot-4, dill-6) appos(dill-6, caraway-8) nmod:in(Flowers-1, mustard-11) conj:and(carrot-4, mustard-11) dep(mustard-11, alyssum-13) compound(cress-16, rock-15) appos(alyssum-13, cress-16) cc(carrot-4, and-18) amod(families-28, daisy-19) dep(daisy-19, yarrow-21) amod(Susan-24, black-eyed-23) appos(yarrow-21, Susan-24) appos(yarrow-21, coneflowers-26) nmod:in(Flowers-1, families-28) conj:and(carrot-4, families-28) cop(helpful-31, are-29) advmod(helpful-31, especially-30) root(ROOT-0, helpful-31) mark(attracting-33, in-32) advcl(helpful-31, attracting-33) amod(wasps-35, beneficial-34) dobj(attracting-33, wasps-35)  ",carrot,4,"case(carrot-4, in-2) det(carrot-4, the-3) dep(carrot-4, dill-6) conj:and(carrot-4, mustard-11) cc(carrot-4, and-18) conj:and(carrot-4, families-28) nmod:in(Flowers-1, carrot-4) ","Flowers in the carrot ( dill , caraway )",NN,[],,,,,,,,,"[('in', 'Flowers')]",['in'],['Flowers'],[],['the'],definite article,"[('and', 'mustard'), ('and', 'families')]","['and', 'and']","['mustard', 'families']",[],[],,,,,,,,,,,,,,[],[],[],['in'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"Mulligatawny Soup TABLE <p> Melt the butter in a 3-quart saucepan , and saute onion , carrot and celery for 5 minutes .","Mulligatawny/RB Soup/NNP TABLE/NNP <p>/VBP Melt/VB the/DT butter/NN in/IN a/DT 3-quart/JJ saucepan/NN ,/, and/CC saute/VB onion/NN ,/, carrot/NN and/CC celery/NN for/IN 5/CD minutes/NNS ./."," advmod(<p>-4, Mulligatawny-1) compound(TABLE-3, Soup-2) nsubj(<p>-4, TABLE-3) root(ROOT-0, <p>-4) dep(<p>-4, Melt-5) det(butter-7, the-6) dobj(Melt-5, butter-7) case(saucepan-11, in-8) det(saucepan-11, a-9) amod(saucepan-11, 3-quart-10) nmod:in(butter-7, saucepan-11) cc(Melt-5, and-13) dep(<p>-4, saute-14) conj:and(Melt-5, saute-14) dobj(saute-14, onion-15) dobj(saute-14, carrot-17) conj:and(onion-15, carrot-17) cc(onion-15, and-18) dobj(saute-14, celery-19) conj:and(onion-15, celery-19) case(minutes-22, for-20) nummod(minutes-22, 5-21) nmod:for(saute-14, minutes-22)  ",carrot,17,"dobj(saute-14, carrot-17) conj:and(onion-15, carrot-17) ",", and saute onion , carrot and celery for 5 minutes",NN,[],saute,VB,object,,,saute,saute,[],[],[],[],[],[],,"[('and', 'onion')]",['and'],['onion'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> A wilted broccoli stalk , a grapefruit peel , a carrot top .","<p>/VB A/DT wilted/JJ broccoli/NN stalk/NN ,/, a/DT grapefruit/JJ peel/NN ,/, a/DT carrot/NN top/NN ./."," root(ROOT-0, <p>-1) det(stalk-5, A-2) amod(stalk-5, wilted-3) compound(stalk-5, broccoli-4) dobj(<p>-1, stalk-5) det(peel-9, a-7) amod(peel-9, grapefruit-8) appos(stalk-5, peel-9) det(top-13, a-11) compound(top-13, carrot-12) appos(peel-9, top-13)  ",carrot,12,"compound(top-13, carrot-12) ","a grapefruit peel , a carrot top .",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['top'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Add carrots , and cook for several minutes .","Add/VB carrots/NNS ,/, and/CC cook/VB for/IN several/JJ minutes/NNS ./."," root(ROOT-0, Add-1) dobj(Add-1, carrots-2) cc(Add-1, and-4) conj:and(Add-1, cook-5) case(minutes-8, for-6) amod(minutes-8, several-7) nmod:for(cook-5, minutes-8)  ",carrots,2,"dobj(Add-1, carrots-2) ","Add carrots , and cook for several",NNS,[],Add,VB,object,,,Add,Add,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
But protecting these already abundant small fish with a minimum-size law is a little like refusing to thin out densely crowded carrots or radishes in a vegetable garden .,But/CC protecting/VBG these/DT already/RB abundant/JJ small/JJ fish/NN with/IN a/DT minimum-size/JJ law/NN is/VBZ a/DT little/JJ like/IN refusing/VBG to/TO thin/JJ out/RP densely/RB crowded/VBN carrots/NNS or/CC radishes/NNS in/IN a/DT vegetable/NN garden/NN ./.," cc(little-14, But-1) csubj(little-14, protecting-2) det(fish-7, these-3) advmod(abundant-5, already-4) amod(fish-7, abundant-5) amod(fish-7, small-6) dobj(protecting-2, fish-7) case(law-11, with-8) det(law-11, a-9) amod(law-11, minimum-size-10) nmod:with(protecting-2, law-11) cop(little-14, is-12) det(little-14, a-13) root(ROOT-0, little-14) mark(little-14, like-15) dep(little-14, refusing-16) case(carrots-22, to-17) amod(carrots-22, thin-18) dep(thin-18, out-19) advmod(crowded-21, densely-20) amod(carrots-22, crowded-21) nmod:to(refusing-16, carrots-22) cc(carrots-22, or-23) nmod:to(refusing-16, radishes-24) conj:or(carrots-22, radishes-24) case(garden-28, in-25) det(garden-28, a-26) compound(garden-28, vegetable-27) nmod:in(radishes-24, garden-28)  ",carrots,22,"case(carrots-22, to-17) amod(carrots-22, thin-18) amod(carrots-22, crowded-21) cc(carrots-22, or-23) conj:or(carrots-22, radishes-24) nmod:to(refusing-16, carrots-22) ",to thin out densely crowded carrots or radishes in a vegetable,NNS,[],,,,,,,,,"[('to', 'refusing')]",['to'],['refusing'],[],[],,"[('or', 'radishes')]",['or'],['radishes'],[],"['thin', 'crowded']","[0.4443214285714284, 0.07083333333333335]","[0.020833333333333336, 0.06270833333333334]","[0.0008333333333333333, 0.01375]","[0.0155, 0.09050000000000001]","[0.011000000000000001, 0.075]","[0.005, 0.0025]","[0.02, 0.08375]","[0.015, 0.07]","[0.43751190476190494, 0.13470833333333332]","[0.0075, 0.1075]","[0.0125, 0.1075]","[0.005, 0.09125]","[0.005, 0.09]",[],[],[],['to'],[],[],[],[],[],[],,,plural,linked,,[],unknown,unknown
"He and his kine are surrounded by a menagerie of inflatable animals ... a brightly colored macaw perched on the head of a gorilla , a pink rabbit munching a carrot , a striped cat nuzzling a snake ... and a red , white , and blue robot , which symbolically connects the past , present and future .","He/PRP and/CC his/PRP$ kine/NN are/VBP surrounded/VBN by/IN a/DT menagerie/NN of/IN inflatable/JJ animals/NNS .../: a/DT brightly/JJ colored/VBN macaw/NN perched/VBN on/IN the/DT head/NN of/IN a/DT gorilla/NN ,/, a/DT pink/JJ rabbit/NN munching/VBG a/DT carrot/NN ,/, a/DT striped/JJ cat/NN nuzzling/VBG a/DT snake/NN .../: and/CC a/DT red/JJ ,/, white/JJ ,/, and/CC blue/JJ robot/NN ,/, which/WDT symbolically/RB connects/VBZ the/DT past/NN ,/, present/NN and/CC future/NN ./."," nsubjpass(surrounded-6, He-1) cc(He-1, and-2) nmod:poss(kine-4, his-3) conj:and(He-1, kine-4) nsubjpass(surrounded-6, kine-4) auxpass(surrounded-6, are-5) root(ROOT-0, surrounded-6) case(menagerie-9, by-7) det(menagerie-9, a-8) nmod:by(surrounded-6, menagerie-9) case(animals-12, of-10) amod(animals-12, inflatable-11) nmod:of(menagerie-9, animals-12) det(macaw-17, a-14) amod(macaw-17, brightly-15) amod(macaw-17, colored-16) dobj(surrounded-6, macaw-17) acl(macaw-17, perched-18) case(head-21, on-19) det(head-21, the-20) nmod:on(perched-18, head-21) case(gorilla-24, of-22) det(gorilla-24, a-23) nmod:of(head-21, gorilla-24) det(rabbit-28, a-26) amod(rabbit-28, pink-27) appos(gorilla-24, rabbit-28) acl(rabbit-28, munching-29) det(carrot-31, a-30) dobj(munching-29, carrot-31) det(cat-35, a-33) amod(cat-35, striped-34) dobj(surrounded-6, cat-35) conj:and(macaw-17, cat-35) acl(cat-35, nuzzling-36) det(snake-38, a-37) dobj(nuzzling-36, snake-38) cc(macaw-17, and-40) det(robot-48, a-41) amod(robot-48, red-42) amod(robot-48, white-44) cc(white-44, and-46) conj:and(white-44, blue-47) amod(robot-48, blue-47) dobj(surrounded-6, robot-48) conj:and(macaw-17, robot-48) nsubj(connects-52, robot-48) ref(robot-48, which-50) advmod(connects-52, symbolically-51) acl:relcl(robot-48, connects-52) det(past-54, the-53) dobj(connects-52, past-54) dobj(connects-52, present-56) conj:and(past-54, present-56) cc(past-54, and-57) dobj(connects-52, future-58) conj:and(past-54, future-58)  ",carrot,31,"det(carrot-31, a-30) dobj(munching-29, carrot-31) ","a pink rabbit munching a carrot , a striped cat nuzzling",NN,[],munching,VBG,object,,,munching,munch,[],[],[],[],[],['a'],indefinite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"The paper has long been an admirer of the carrot , but has lately emerged as even more respectful of the stick .","The/DT paper/NN has/VBZ long/RB been/VBN an/DT admirer/NN of/IN the/DT carrot/NN ,/, but/CC has/VBZ lately/RB emerged/VBN as/IN even/RB more/RBR respectful/JJ of/IN the/DT stick/NN ./."," det(paper-2, The-1) nsubj(admirer-7, paper-2) nsubj(emerged-15, paper-2) aux(admirer-7, has-3) advmod(admirer-7, long-4) cop(admirer-7, been-5) det(admirer-7, an-6) root(ROOT-0, admirer-7) case(carrot-10, of-8) det(carrot-10, the-9) nmod:of(admirer-7, carrot-10) cc(admirer-7, but-12) aux(emerged-15, has-13) advmod(emerged-15, lately-14) conj:but(admirer-7, emerged-15) mark(respectful-19, as-16) advmod(respectful-19, even-17) advmod(respectful-19, more-18) advcl(emerged-15, respectful-19) case(stick-22, of-20) det(stick-22, the-21) nmod:of(respectful-19, stick-22)  ",carrot,10,"case(carrot-10, of-8) det(carrot-10, the-9) nmod:of(admirer-7, carrot-10) ","been an admirer of the carrot , but has lately emerged",NN,[],,,,,,,,,"[('of', 'admirer')]",['of'],['admirer'],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"-- George Bush , on why he drinks carrot juice .","--/: George/NNP Bush/NNP ,/, on/IN why/WRB he/PRP drinks/VBZ carrot/NN juice/NN ./."," compound(Bush-3, George-2) root(ROOT-0, Bush-3) mark(drinks-8, on-5) advmod(drinks-8, why-6) nsubj(drinks-8, he-7) acl(Bush-3, drinks-8) compound(juice-10, carrot-9) dobj(drinks-8, juice-10)  ",carrot,9,"compound(juice-10, carrot-9) ",", on why he drinks carrot juice .",NN,[],drinks,VBZ,object,,,drinks,drink,[],[],[],[],[],[],,[],[],[],['juice'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,singular,[],unknown,unknown
"Among those already identified as such are : bananas , broccoli , brussels sprouts , cabbage , carrots , celery , cocoa , grapefruit juice , honeydew melon , mushrooms , mustard , orange juice , peaches , black pepper , raspberries , turnips -- and apples , sans Alar .","Among/IN those/DT already/RB identified/VBN as/IN such/JJ are/VBP :/: bananas/NNS ,/, broccoli/NN ,/, brussels/JJ sprouts/NNS ,/, cabbage/NN ,/, carrots/NNS ,/, celery/NN ,/, cocoa/NN ,/, grapefruit/JJ juice/NN ,/, honeydew/NN melon/NN ,/, mushrooms/NNS ,/, mustard/NN ,/, orange/JJ juice/NN ,/, peaches/NNS ,/, black/JJ pepper/NN ,/, raspberries/NNS ,/, turnips/NNS --/: and/CC apples/NNS ,/, sans/NNS Alar/VBZ ./."," case(those-2, Among-1) nmod:among(Alar-50, those-2) advmod(identified-4, already-3) acl(those-2, identified-4) mark(bananas-9, as-5) nsubj(bananas-9, such-6) cop(bananas-9, are-7) advcl(identified-4, bananas-9) appos(bananas-9, broccoli-11) amod(sprouts-14, brussels-13) appos(bananas-9, sprouts-14) appos(bananas-9, cabbage-16) appos(bananas-9, carrots-18) appos(bananas-9, celery-20) appos(bananas-9, cocoa-22) amod(juice-25, grapefruit-24) appos(bananas-9, juice-25) compound(melon-28, honeydew-27) appos(bananas-9, melon-28) appos(bananas-9, mushrooms-30) appos(bananas-9, mustard-32) amod(juice-35, orange-34) appos(bananas-9, juice-35) appos(bananas-9, peaches-37) amod(pepper-40, black-39) appos(bananas-9, pepper-40) appos(bananas-9, raspberries-42) appos(bananas-9, turnips-44) cc(bananas-9, and-46) advcl(identified-4, apples-47) conj:and(bananas-9, apples-47) nsubj(Alar-50, sans-49) root(ROOT-0, Alar-50)  ",carrots,18,"appos(bananas-9, carrots-18) ","brussels sprouts , cabbage , carrots , celery , cocoa ,",NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],"['modifier', 'bananas']",['bananas'],[],[],[],,,plural,bare plural,,[],unknown,unknown
