sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Adjective Types,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
<p> Consider the spotted cattle .,<p>/NN Consider/VB the/DT spotted/JJ cattle/NNS ./.,"nsubj(Consider-2, <p>-1) root(ROOT-0, Consider-2) det(cattle-5, the-3) amod(cattle-5, spotted-4) dobj(Consider-2, cattle-5)  ",cattle,5,"det(cattle-5, the-3) amod(cattle-5, spotted-4) dobj(Consider-2, cattle-5) ",<p> Consider the spotted cattle .,NNS,[],Consider,VB,object,,,Consider,Consider,[],[],[],[],[],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
<p> As part of their dual symbolic role the spotted cattle are one of the metaphors for this syncretism .,<p>/RB As/IN part/NN of/IN their/PRP$ dual/JJ symbolic/JJ role/NN the/DT spotted/JJ cattle/NNS are/VBP one/CD of/IN the/DT metaphors/NNS for/IN this/DT syncretism/NN ./.,"advmod(one-13, <p>-1) case(part-3, As-2) nmod:as(one-13, part-3) case(role-8, of-4) nmod:poss(role-8, their-5) amod(role-8, dual-6) amod(role-8, symbolic-7) nmod:of(part-3, role-8) det(cattle-11, the-9) amod(cattle-11, spotted-10) nsubj(one-13, cattle-11) cop(one-13, are-12) root(ROOT-0, one-13) case(metaphors-16, of-14) det(metaphors-16, the-15) nmod:of(one-13, metaphors-16) case(syncretism-19, for-17) det(syncretism-19, this-18) nmod:for(metaphors-16, syncretism-19)  ",cattle,11,"det(cattle-11, the-9) amod(cattle-11, spotted-10) nsubj(one-13, cattle-11) ",dual symbolic role the spotted cattle are one of the metaphors,NNS,[],are,VBP,subject,are,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,unknown
<p> In essence the spotted cattle are a cross between domesticated cattle and wild animals .,<p>/RB In/IN essence/NN the/DT spotted/JJ cattle/NNS are/VBP a/DT cross/NN between/IN domesticated/JJ cattle/NNS and/CC wild/JJ animals/NNS ./.,"advmod(cross-9, <p>-1) case(essence-3, In-2) nmod:in(cross-9, essence-3) det(cattle-6, the-4) amod(cattle-6, spotted-5) nsubj(cross-9, cattle-6) cop(cross-9, are-7) det(cross-9, a-8) root(ROOT-0, cross-9) case(cattle-12, between-10) amod(cattle-12, domesticated-11) nmod:between(cross-9, cattle-12) cc(cattle-12, and-13) amod(animals-15, wild-14) nmod:between(cross-9, animals-15) conj:and(cattle-12, animals-15)  ",cattle,6,"det(cattle-6, the-4) amod(cattle-6, spotted-5) nsubj(cross-9, cattle-6) ",<p> In essence the spotted cattle are a cross between domesticated,NNS,[],are,VBP,subject,are,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,unknown
<p> In essence the spotted cattle are a cross between domesticated cattle and wild animals .,<p>/RB In/IN essence/NN the/DT spotted/JJ cattle/NNS are/VBP a/DT cross/NN between/IN domesticated/JJ cattle/NNS and/CC wild/JJ animals/NNS ./.,"advmod(cross-9, <p>-1) case(essence-3, In-2) nmod:in(cross-9, essence-3) det(cattle-6, the-4) amod(cattle-6, spotted-5) nsubj(cross-9, cattle-6) cop(cross-9, are-7) det(cross-9, a-8) root(ROOT-0, cross-9) case(cattle-12, between-10) amod(cattle-12, domesticated-11) nmod:between(cross-9, cattle-12) cc(cattle-12, and-13) amod(animals-15, wild-14) nmod:between(cross-9, animals-15) conj:and(cattle-12, animals-15)  ",cattle,12,"case(cattle-12, between-10) amod(cattle-12, domesticated-11) cc(cattle-12, and-13) conj:and(cattle-12, animals-15) nmod:between(cross-9, cattle-12) ",are a cross between domesticated cattle and wild animals .,NNS,[],,,,,,,,,"[('between', 'cross')]",['between'],['cross'],[],[],,"[('and', 'animals')]",['and'],['animals'],[],['domesticated'],['SPATIAL'],[],[],[],['between'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"As a leitmotif for survival , the spotted cattle enter to echoes of Spider Woman 's Story : "" I 'm thinking about those cattle Tayo .","As/IN a/DT leitmotif/NN for/IN survival/NN ,/, the/DT spotted/JJ cattle/NNS enter/VBP to/TO echoes/NNS of/IN Spider/NNP Woman/NNP 's/POS Story/NNP :/: ''/'' I/PRP 'm/VBP thinking/VBG about/IN those/DT cattle/NNP Tayo/NNP ./.","case(leitmotif-3, As-1) det(leitmotif-3, a-2) nmod:as(enter-10, leitmotif-3) case(survival-5, for-4) nmod:for(leitmotif-3, survival-5) det(cattle-9, the-7) amod(cattle-9, spotted-8) nsubj(enter-10, cattle-9) root(ROOT-0, enter-10) case(echoes-12, to-11) nmod:to(enter-10, echoes-12) case(Story-17, of-13) compound(Woman-15, Spider-14) nmod:poss(Story-17, Woman-15) case(Woman-15, 's-16) nmod:of(echoes-12, Story-17) nsubj(thinking-22, I-20) aux(thinking-22, 'm-21) parataxis(enter-10, thinking-22) case(Tayo-26, about-23) det(Tayo-26, those-24) compound(Tayo-26, cattle-25) nmod:about(thinking-22, Tayo-26)  ",cattle,9,"det(cattle-9, the-7) amod(cattle-9, spotted-8) nsubj(enter-10, cattle-9) ","for survival , the spotted cattle enter to echoes of Spider",NNS,[],enter,VBP,subject,enter,enter,,,[],[],[],[],[],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,unknown
"As a leitmotif for survival , the spotted cattle enter to echoes of Spider Woman 's Story : "" I 'm thinking about those cattle Tayo .","As/IN a/DT leitmotif/NN for/IN survival/NN ,/, the/DT spotted/JJ cattle/NNS enter/VBP to/TO echoes/NNS of/IN Spider/NNP Woman/NNP 's/POS Story/NNP :/: ''/'' I/PRP 'm/VBP thinking/VBG about/IN those/DT cattle/NNP Tayo/NNP ./.","case(leitmotif-3, As-1) det(leitmotif-3, a-2) nmod:as(enter-10, leitmotif-3) case(survival-5, for-4) nmod:for(leitmotif-3, survival-5) det(cattle-9, the-7) amod(cattle-9, spotted-8) nsubj(enter-10, cattle-9) root(ROOT-0, enter-10) case(echoes-12, to-11) nmod:to(enter-10, echoes-12) case(Story-17, of-13) compound(Woman-15, Spider-14) nmod:poss(Story-17, Woman-15) case(Woman-15, 's-16) nmod:of(echoes-12, Story-17) nsubj(thinking-22, I-20) aux(thinking-22, 'm-21) parataxis(enter-10, thinking-22) case(Tayo-26, about-23) det(Tayo-26, those-24) compound(Tayo-26, cattle-25) nmod:about(thinking-22, Tayo-26)  ",cattle,25,"compound(Tayo-26, cattle-25) ",I 'm thinking about those cattle Tayo .,NNP,[],,,,,,,,,[],[],[],[],[],,[],[],[],['Tayo'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> In the poem which opens the book Silko tells us that stories are origins , beginnings ; thoughts are the creative fountain of reality : PREFORMATTED TABLE <p> Josiah and Tayo think about the ideal breed of cattle and they appear : <p> They would breed these cattle , special cattle , not the weak , soft herefords that grew thin and died from eating thistle and burned-off cactus during the drought .","<p>/RB In/IN the/DT poem/NN which/WDT opens/VBZ the/DT book/NN Silko/NNP tells/VBZ us/PRP that/IN stories/NNS are/VBP origins/NNS ,/, beginnings/NNS ;/: thoughts/NNS are/VBP the/DT creative/JJ fountain/NN of/IN reality/NN :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP Josiah/NNP and/CC Tayo/NNP think/VBP about/IN the/DT ideal/JJ breed/NN of/IN cattle/NNS and/CC they/PRP appear/VBP :/: <p>/NN They/PRP would/MD breed/VB these/DT cattle/NNS ,/, special/JJ cattle/NNS ,/, not/RB the/DT weak/JJ ,/, soft/JJ herefords/NNS that/WDT grew/VBD thin/JJ and/CC died/VBD from/IN eating/VBG thistle/JJ and/CC burned-off/JJ cactus/NN during/IN the/DT drought/NN ./.","advmod(poem-4, <p>-1) case(poem-4, In-2) det(poem-4, the-3) nsubj(opens-6, poem-4) nmod:in(tells-10, poem-4) ref(poem-4, which-5) acl:relcl(poem-4, opens-6) det(book-8, the-7) dobj(opens-6, book-8) nsubj(tells-10, Silko-9) root(ROOT-0, tells-10) dobj(tells-10, us-11) mark(origins-15, that-12) nsubj(origins-15, stories-13) cop(origins-15, are-14) ccomp(tells-10, origins-15) appos(origins-15, beginnings-17) nsubj(fountain-23, thoughts-19) cop(fountain-23, are-20) det(fountain-23, the-21) amod(fountain-23, creative-22) conj:and(tells-10, fountain-23) case(reality-25, of-24) nmod:of(fountain-23, reality-25) compound(TABLE-28, PREFORMATTED-27) nsubj(<p>-29, TABLE-28) conj:and(tells-10, <p>-29) nsubj(think-33, Josiah-30) cc(Josiah-30, and-31) conj:and(Josiah-30, Tayo-32) nsubj(think-33, Tayo-32) ccomp(<p>-29, think-33) case(breed-37, about-34) det(breed-37, the-35) amod(breed-37, ideal-36) nmod:about(think-33, breed-37) case(cattle-39, of-38) nmod:of(breed-37, cattle-39) cc(tells-10, and-40) nsubj(appear-42, they-41) conj:and(tells-10, appear-42) dobj(appear-42, <p>-44) nsubj(breed-47, They-45) aux(breed-47, would-46) acl:relcl(<p>-44, breed-47) det(cattle-49, these-48) dobj(breed-47, cattle-49) amod(cattle-52, special-51) appos(cattle-49, cattle-52) neg(herefords-59, not-54) det(herefords-59, the-55) amod(herefords-59, weak-56) amod(herefords-59, soft-58) appos(cattle-52, herefords-59) nsubj(grew-61, herefords-59) nsubj(died-64, herefords-59) ref(herefords-59, that-60) acl:relcl(herefords-59, grew-61) xcomp(grew-61, thin-62) cc(grew-61, and-63) acl:relcl(herefords-59, died-64) conj:and(grew-61, died-64) mark(eating-66, from-65) advcl(died-64, eating-66) amod(cactus-70, thistle-67) cc(thistle-67, and-68) conj:and(thistle-67, burned-off-69) amod(cactus-70, burned-off-69) dobj(eating-66, cactus-70) case(drought-73, during-71) det(drought-73, the-72) nmod:during(eating-66, drought-73)  ",cattle,39,"case(cattle-39, of-38) nmod:of(breed-37, cattle-39) ",about the ideal breed of cattle and they appear : <p>,NNS,[],,,,,,,,,"[('of', 'breed')]",['of'],['breed'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> In the poem which opens the book Silko tells us that stories are origins , beginnings ; thoughts are the creative fountain of reality : PREFORMATTED TABLE <p> Josiah and Tayo think about the ideal breed of cattle and they appear : <p> They would breed these cattle , special cattle , not the weak , soft herefords that grew thin and died from eating thistle and burned-off cactus during the drought .","<p>/RB In/IN the/DT poem/NN which/WDT opens/VBZ the/DT book/NN Silko/NNP tells/VBZ us/PRP that/IN stories/NNS are/VBP origins/NNS ,/, beginnings/NNS ;/: thoughts/NNS are/VBP the/DT creative/JJ fountain/NN of/IN reality/NN :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP Josiah/NNP and/CC Tayo/NNP think/VBP about/IN the/DT ideal/JJ breed/NN of/IN cattle/NNS and/CC they/PRP appear/VBP :/: <p>/NN They/PRP would/MD breed/VB these/DT cattle/NNS ,/, special/JJ cattle/NNS ,/, not/RB the/DT weak/JJ ,/, soft/JJ herefords/NNS that/WDT grew/VBD thin/JJ and/CC died/VBD from/IN eating/VBG thistle/JJ and/CC burned-off/JJ cactus/NN during/IN the/DT drought/NN ./.","advmod(poem-4, <p>-1) case(poem-4, In-2) det(poem-4, the-3) nsubj(opens-6, poem-4) nmod:in(tells-10, poem-4) ref(poem-4, which-5) acl:relcl(poem-4, opens-6) det(book-8, the-7) dobj(opens-6, book-8) nsubj(tells-10, Silko-9) root(ROOT-0, tells-10) dobj(tells-10, us-11) mark(origins-15, that-12) nsubj(origins-15, stories-13) cop(origins-15, are-14) ccomp(tells-10, origins-15) appos(origins-15, beginnings-17) nsubj(fountain-23, thoughts-19) cop(fountain-23, are-20) det(fountain-23, the-21) amod(fountain-23, creative-22) conj:and(tells-10, fountain-23) case(reality-25, of-24) nmod:of(fountain-23, reality-25) compound(TABLE-28, PREFORMATTED-27) nsubj(<p>-29, TABLE-28) conj:and(tells-10, <p>-29) nsubj(think-33, Josiah-30) cc(Josiah-30, and-31) conj:and(Josiah-30, Tayo-32) nsubj(think-33, Tayo-32) ccomp(<p>-29, think-33) case(breed-37, about-34) det(breed-37, the-35) amod(breed-37, ideal-36) nmod:about(think-33, breed-37) case(cattle-39, of-38) nmod:of(breed-37, cattle-39) cc(tells-10, and-40) nsubj(appear-42, they-41) conj:and(tells-10, appear-42) dobj(appear-42, <p>-44) nsubj(breed-47, They-45) aux(breed-47, would-46) acl:relcl(<p>-44, breed-47) det(cattle-49, these-48) dobj(breed-47, cattle-49) amod(cattle-52, special-51) appos(cattle-49, cattle-52) neg(herefords-59, not-54) det(herefords-59, the-55) amod(herefords-59, weak-56) amod(herefords-59, soft-58) appos(cattle-52, herefords-59) nsubj(grew-61, herefords-59) nsubj(died-64, herefords-59) ref(herefords-59, that-60) acl:relcl(herefords-59, grew-61) xcomp(grew-61, thin-62) cc(grew-61, and-63) acl:relcl(herefords-59, died-64) conj:and(grew-61, died-64) mark(eating-66, from-65) advcl(died-64, eating-66) amod(cactus-70, thistle-67) cc(thistle-67, and-68) conj:and(thistle-67, burned-off-69) amod(cactus-70, burned-off-69) dobj(eating-66, cactus-70) case(drought-73, during-71) det(drought-73, the-72) nmod:during(eating-66, drought-73)  ",cattle,49,"det(cattle-49, these-48) appos(cattle-49, cattle-52) dobj(breed-47, cattle-49) ","<p> They would breed these cattle , special cattle , not",NNS,[],breed,NN,object,,,breed,breed,[],[],[],[],[],['these'],demonstrative,[],[],[],[],[],[],[],[],[],[],[],"['modified', 'cattle']",[],['cattle'],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"<p> In the poem which opens the book Silko tells us that stories are origins , beginnings ; thoughts are the creative fountain of reality : PREFORMATTED TABLE <p> Josiah and Tayo think about the ideal breed of cattle and they appear : <p> They would breed these cattle , special cattle , not the weak , soft herefords that grew thin and died from eating thistle and burned-off cactus during the drought .","<p>/RB In/IN the/DT poem/NN which/WDT opens/VBZ the/DT book/NN Silko/NNP tells/VBZ us/PRP that/IN stories/NNS are/VBP origins/NNS ,/, beginnings/NNS ;/: thoughts/NNS are/VBP the/DT creative/JJ fountain/NN of/IN reality/NN :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP Josiah/NNP and/CC Tayo/NNP think/VBP about/IN the/DT ideal/JJ breed/NN of/IN cattle/NNS and/CC they/PRP appear/VBP :/: <p>/NN They/PRP would/MD breed/VB these/DT cattle/NNS ,/, special/JJ cattle/NNS ,/, not/RB the/DT weak/JJ ,/, soft/JJ herefords/NNS that/WDT grew/VBD thin/JJ and/CC died/VBD from/IN eating/VBG thistle/JJ and/CC burned-off/JJ cactus/NN during/IN the/DT drought/NN ./.","advmod(poem-4, <p>-1) case(poem-4, In-2) det(poem-4, the-3) nsubj(opens-6, poem-4) nmod:in(tells-10, poem-4) ref(poem-4, which-5) acl:relcl(poem-4, opens-6) det(book-8, the-7) dobj(opens-6, book-8) nsubj(tells-10, Silko-9) root(ROOT-0, tells-10) dobj(tells-10, us-11) mark(origins-15, that-12) nsubj(origins-15, stories-13) cop(origins-15, are-14) ccomp(tells-10, origins-15) appos(origins-15, beginnings-17) nsubj(fountain-23, thoughts-19) cop(fountain-23, are-20) det(fountain-23, the-21) amod(fountain-23, creative-22) conj:and(tells-10, fountain-23) case(reality-25, of-24) nmod:of(fountain-23, reality-25) compound(TABLE-28, PREFORMATTED-27) nsubj(<p>-29, TABLE-28) conj:and(tells-10, <p>-29) nsubj(think-33, Josiah-30) cc(Josiah-30, and-31) conj:and(Josiah-30, Tayo-32) nsubj(think-33, Tayo-32) ccomp(<p>-29, think-33) case(breed-37, about-34) det(breed-37, the-35) amod(breed-37, ideal-36) nmod:about(think-33, breed-37) case(cattle-39, of-38) nmod:of(breed-37, cattle-39) cc(tells-10, and-40) nsubj(appear-42, they-41) conj:and(tells-10, appear-42) dobj(appear-42, <p>-44) nsubj(breed-47, They-45) aux(breed-47, would-46) acl:relcl(<p>-44, breed-47) det(cattle-49, these-48) dobj(breed-47, cattle-49) amod(cattle-52, special-51) appos(cattle-49, cattle-52) neg(herefords-59, not-54) det(herefords-59, the-55) amod(herefords-59, weak-56) amod(herefords-59, soft-58) appos(cattle-52, herefords-59) nsubj(grew-61, herefords-59) nsubj(died-64, herefords-59) ref(herefords-59, that-60) acl:relcl(herefords-59, grew-61) xcomp(grew-61, thin-62) cc(grew-61, and-63) acl:relcl(herefords-59, died-64) conj:and(grew-61, died-64) mark(eating-66, from-65) advcl(died-64, eating-66) amod(cactus-70, thistle-67) cc(thistle-67, and-68) conj:and(thistle-67, burned-off-69) amod(cactus-70, burned-off-69) dobj(eating-66, cactus-70) case(drought-73, during-71) det(drought-73, the-72) nmod:during(eating-66, drought-73)  ",cattle,52,"amod(cattle-52, special-51) appos(cattle-52, herefords-59) appos(cattle-49, cattle-52) ","breed these cattle , special cattle , not the weak ,",NNS,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],['special'],['SOCIAL'],[],[],[],[],[],"['modified', 'herefords', 'modifier', 'cattle']",['cattle'],['herefords'],[],[],,,ambiguous,linked,,[],unknown,unknown
The cattle Ulibarri sold them were exactly what they were thinking about ( p.74 ) .,The/DT cattle/NNP Ulibarri/NNP sold/VBD them/PRP were/VBD exactly/RB what/WP they/PRP were/VBD thinking/VBG about/IN -LRB-/-LRB- p./NN 74/CD -RRB-/-RRB- ./.,"det(Ulibarri-3, The-1) compound(Ulibarri-3, cattle-2) nsubj(sold-4, Ulibarri-3) root(ROOT-0, sold-4) nsubj(were-6, them-5) ccomp(sold-4, were-6) advmod(what-8, exactly-7) dep(thinking-11, what-8) nsubj(thinking-11, they-9) aux(thinking-11, were-10) ccomp(were-6, thinking-11) case(p.-14, about-12) advcl:about(thinking-11, p.-14) nummod(p.-14, 74-15)  ",cattle,2,"compound(Ulibarri-3, cattle-2) ",The cattle Ulibarri sold them were exactly,NNP,[],sold,VBD,subject,sold,sell,,,[],[],[],[],[],[],,[],[],[],['Ulibarri'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> Beidler comes to a similar conclusion regarding the metaphor of the spotted cattle as Indians who survive , and offers this reflective analysis : <p> And like the wild animals of nature , they are able to forage for themselves in the desert .","<p>/NNP Beidler/NNP comes/VBZ to/TO a/DT similar/JJ conclusion/NN regarding/VBG the/DT metaphor/NN of/IN the/DT spotted/JJ cattle/NNS as/IN Indians/NNPS who/WP survive/VBP ,/, and/CC offers/VBZ this/DT reflective/JJ analysis/NN :/: <p>/NN And/CC like/IN the/DT wild/JJ animals/NNS of/IN nature/NN ,/, they/PRP are/VBP able/JJ to/TO forage/VB for/IN themselves/PRP in/IN the/DT desert/NN ./.","compound(Beidler-2, <p>-1) nsubj(comes-3, Beidler-2) root(ROOT-0, comes-3) case(conclusion-7, to-4) det(conclusion-7, a-5) amod(conclusion-7, similar-6) nmod:to(comes-3, conclusion-7) case(metaphor-10, regarding-8) det(metaphor-10, the-9) nmod:regarding(conclusion-7, metaphor-10) nsubj(survive-18, metaphor-10) nsubj(offers-21, metaphor-10) case(cattle-14, of-11) det(cattle-14, the-12) amod(cattle-14, spotted-13) nmod:of(metaphor-10, cattle-14) case(Indians-16, as-15) nmod:as(cattle-14, Indians-16) ref(metaphor-10, who-17) acl:relcl(metaphor-10, survive-18) cc(survive-18, and-20) acl:relcl(metaphor-10, offers-21) conj:and(survive-18, offers-21) det(analysis-24, this-22) amod(analysis-24, reflective-23) dobj(offers-21, analysis-24) dep(analysis-24, <p>-26) cc(comes-3, And-27) case(animals-31, like-28) det(animals-31, the-29) amod(animals-31, wild-30) nmod:like(able-37, animals-31) case(nature-33, of-32) nmod:of(animals-31, nature-33) nsubj(able-37, they-35) nsubj(forage-39, they-35) cop(able-37, are-36) conj:and(comes-3, able-37) mark(forage-39, to-38) xcomp(able-37, forage-39) case(themselves-41, for-40) nmod:for(forage-39, themselves-41) case(desert-44, in-42) det(desert-44, the-43) nmod:in(forage-39, desert-44)  ",cattle,14,"case(cattle-14, of-11) det(cattle-14, the-12) amod(cattle-14, spotted-13) nmod:as(cattle-14, Indians-16) nmod:of(metaphor-10, cattle-14) ","the metaphor of the spotted cattle as Indians who survive ,",NNS,[],,,,,,,,,"[('as', 'Indians'), ('of', 'metaphor')]","['as', 'of']",['metaphor'],['Indians'],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> While the symbol of the spotted cattle as a hybrid survivor representative of Native Americans who have retained tradition and adapted to white culture is easily identified as a thematic element , there is also a more subtle symbolism involved .","<p>/RB While/IN the/DT symbol/NN of/IN the/DT spotted/JJ cattle/NNS as/IN a/DT hybrid/JJ survivor/NN representative/NN of/IN Native/JJ Americans/NNS who/WP have/VBP retained/VBN tradition/NN and/CC adapted/VBN to/TO white/JJ culture/NN is/VBZ easily/RB identified/VBN as/IN a/DT thematic/JJ element/NN ,/, there/EX is/VBZ also/RB a/DT more/RBR subtle/JJ symbolism/NN involved/VBN ./.","advmod(identified-28, <p>-1) mark(identified-28, While-2) det(symbol-4, the-3) nsubjpass(identified-28, symbol-4) case(cattle-8, of-5) det(cattle-8, the-6) amod(cattle-8, spotted-7) nmod:of(symbol-4, cattle-8) nsubj(retained-19, cattle-8) nsubj(adapted-22, cattle-8) case(representative-13, as-9) det(representative-13, a-10) amod(representative-13, hybrid-11) compound(representative-13, survivor-12) nmod:as(cattle-8, representative-13) case(Americans-16, of-14) amod(Americans-16, Native-15) nmod:of(representative-13, Americans-16) ref(cattle-8, who-17) aux(retained-19, have-18) acl:relcl(cattle-8, retained-19) dobj(retained-19, tradition-20) cc(retained-19, and-21) acl:relcl(cattle-8, adapted-22) conj:and(retained-19, adapted-22) case(culture-25, to-23) amod(culture-25, white-24) nmod:to(adapted-22, culture-25) auxpass(identified-28, is-26) advmod(identified-28, easily-27) advcl(is-35, identified-28) case(element-32, as-29) det(element-32, a-30) amod(element-32, thematic-31) nmod:as(identified-28, element-32) expl(is-35, there-34) root(ROOT-0, is-35) advmod(is-35, also-36) det(symbolism-40, a-37) advmod(subtle-39, more-38) amod(symbolism-40, subtle-39) nsubj(is-35, symbolism-40) acl(symbolism-40, involved-41)  ",cattle,8,"case(cattle-8, of-5) det(cattle-8, the-6) amod(cattle-8, spotted-7) nmod:as(cattle-8, representative-13) ref(cattle-8, who-17) acl:relcl(cattle-8, retained-19) acl:relcl(cattle-8, adapted-22) nmod:of(symbol-4, cattle-8) nsubj(retained-19, cattle-8) nsubj(adapted-22, cattle-8) ",the symbol of the spotted cattle as a hybrid survivor representative,NNS,[],retained,VBN,subject,retained,retain,,,[],"[('as', 'representative'), ('of', 'symbol')]","['as', 'of']",['symbol'],['representative'],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
The spotted cattle are not only physical hybrids they are also spiritual hybrids .,The/DT spotted/JJ cattle/NNS are/VBP not/RB only/RB physical/JJ hybrids/NNS they/PRP are/VBP also/RB spiritual/JJ hybrids/NNS ./.,"det(cattle-3, The-1) amod(cattle-3, spotted-2) nsubj(hybrids-8, cattle-3) cop(hybrids-8, are-4) neg(hybrids-8, not-5) advmod(hybrids-8, only-6) amod(hybrids-8, physical-7) root(ROOT-0, hybrids-8) nsubj(hybrids-13, they-9) cop(hybrids-13, are-10) advmod(hybrids-13, also-11) amod(hybrids-13, spiritual-12) acl:relcl(hybrids-8, hybrids-13)  ",cattle,3,"det(cattle-3, The-1) amod(cattle-3, spotted-2) nsubj(hybrids-8, cattle-3) ",The spotted cattle are not only physical hybrids,NNS,[],are,VBP,subject,are,be,,,[],[],[],[],[],['The'],other,[],[],[],[],['spotted'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,plural,['EX-PL'],countable,unknown
<p> Nearly all of the Silko 's descriptions of the spotted cattle contain a deer/antelope simile .,<p>/NN Nearly/RB all/DT of/IN the/DT Silko/NNP 's/POS descriptions/NNS of/IN the/DT spotted/JJ cattle/NNS contain/VBP a/DT deer/antelope/JJ simile/NN ./.,"nsubj(contain-13, <p>-1) advmod(<p>-1, Nearly-2) dep(descriptions-8, all-3) case(descriptions-8, of-4) det(Silko-6, the-5) nmod:poss(descriptions-8, Silko-6) case(Silko-6, 's-7) nmod:of(<p>-1, descriptions-8) case(cattle-12, of-9) det(cattle-12, the-10) amod(cattle-12, spotted-11) nmod:of(descriptions-8, cattle-12) root(ROOT-0, contain-13) det(simile-16, a-14) amod(simile-16, deer/antelope-15) dobj(contain-13, simile-16)  ",cattle,12,"case(cattle-12, of-9) det(cattle-12, the-10) amod(cattle-12, spotted-11) nmod:of(descriptions-8, cattle-12) ",'s descriptions of the spotted cattle contain a deer/antelope simile .,NNS,[],,,,,,,,,"[('of', 'descriptions')]",['of'],['descriptions'],[],['the'],definite article,[],[],[],[],['spotted'],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"The cattle run "" like antelope "" ( p.80 ) .",The/DT cattle/NNS run/VBD ''/'' like/JJ antelope/NNS ''/'' -LRB-/-LRB- p./CD 80/CD -RRB-/-RRB- ./.,"det(cattle-2, The-1) nsubj(run-3, cattle-2) root(ROOT-0, run-3) amod(antelope-6, like-5) dobj(run-3, antelope-6) compound(80-10, p.-9) dep(run-3, 80-10)  ",cattle,2,"det(cattle-2, The-1) nsubj(run-3, cattle-2) ","The cattle run "" like antelope """,NNS,[],run,VBD,subject,run,run,,,[],[],[],[],[],['The'],other,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
