sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"Property owners act reasonably with regard to surface water drainage if there is necessity for such drainage ; if care is taken to avoid harming the land receiving the drained water ; if the benefit to the land drained outweighs the gravity of harm to the land receiving the drainage ; and if , where feasible , drainage is accomplished by improving the natural drainage system .","Property/NNP owners/NNS act/VBP reasonably/RB with/IN regard/NN to/TO surface/VB water/NN drainage/NN if/IN there/EX is/VBZ necessity/NN for/IN such/JJ drainage/NN ;/: if/IN care/NN is/VBZ taken/VBN to/TO avoid/VB harming/VBG the/DT land/NN receiving/VBG the/DT drained/JJ water/NN ;/: if/IN the/DT benefit/NN to/TO the/DT land/NN drained/VBN outweighs/VBZ the/DT gravity/NN of/IN harm/NN to/TO the/DT land/NN receiving/VBG the/DT drainage/NN ;/: and/CC if/IN ,/, where/WRB feasible/JJ ,/, drainage/NN is/VBZ accomplished/VBN by/IN improving/VBG the/DT natural/JJ drainage/NN system/NN ./.","compound(owners-2, Property-1) nsubj(act-3, owners-2) nsubj(surface-8, owners-2) root(ROOT-0, act-3) advmod(regard-6, reasonably-4) case(regard-6, with-5) nmod:with(act-3, regard-6) mark(surface-8, to-7) xcomp(act-3, surface-8) compound(drainage-10, water-9) dobj(surface-8, drainage-10) mark(is-13, if-11) expl(is-13, there-12) advcl(surface-8, is-13) nsubj(is-13, necessity-14) case(drainage-17, for-15) amod(drainage-17, such-16) nmod:for(necessity-14, drainage-17) mark(taken-22, if-19) nsubjpass(taken-22, care-20) nsubj(avoid-24, care-20) auxpass(taken-22, is-21) parataxis(surface-8, taken-22) mark(avoid-24, to-23) xcomp(taken-22, avoid-24) xcomp(avoid-24, harming-25) det(land-27, the-26) dobj(harming-25, land-27) acl(land-27, receiving-28) det(water-31, the-29) amod(water-31, drained-30) dobj(receiving-28, water-31) mark(outweighs-40, if-33) det(benefit-35, the-34) nsubj(outweighs-40, benefit-35) case(land-38, to-36) det(land-38, the-37) nmod:to(benefit-35, land-38) acl(land-38, drained-39) parataxis(surface-8, outweighs-40) conj:and(taken-22, outweighs-40) det(gravity-42, the-41) dobj(outweighs-40, gravity-42) case(harm-44, of-43) nmod:of(gravity-42, harm-44) case(land-47, to-45) det(land-47, the-46) nmod:to(outweighs-40, land-47) acl(land-47, receiving-48) det(drainage-50, the-49) dobj(receiving-48, drainage-50) cc(taken-22, and-52) mark(accomplished-60, if-53) advmod(feasible-56, where-55) advcl(accomplished-60, feasible-56) nsubjpass(accomplished-60, drainage-58) auxpass(accomplished-60, is-59) parataxis(surface-8, accomplished-60) conj:and(taken-22, accomplished-60) mark(improving-62, by-61) advcl(accomplished-60, improving-62) det(system-66, the-63) amod(system-66, natural-64) compound(system-66, drainage-65) dobj(improving-62, system-66)  ",harm,44,"case(harm-44, of-43) nmod:of(gravity-42, harm-44) ",drained outweighs the gravity of harm to the land receiving the,NN,[],,,,,"[('of', 'gravity')]",['of'],['gravity'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
3 Congress recognized that activities aimed at raising the standard of living in a society often come at the expense of environmental harm.,3/NNP Congress/NNP recognized/VBD that/IN activities/NNS aimed/VBN at/IN raising/VBG the/DT standard/NN of/IN living/VBG in/IN a/DT society/NN often/RB come/VBN at/IN the/DT expense/NN of/IN environmental/JJ harm/NN ./.,"compound(Congress-2, 3-1) nsubj(recognized-3, Congress-2) root(ROOT-0, recognized-3) mark(aimed-6, that-4) nsubj(aimed-6, activities-5) ccomp(recognized-3, aimed-6) mark(raising-8, at-7) advcl(aimed-6, raising-8) det(standard-10, the-9) dobj(raising-8, standard-10) mark(living-12, of-11) acl(standard-10, living-12) case(society-15, in-13) det(society-15, a-14) nmod:in(living-12, society-15) advmod(come-17, often-16) acl(society-15, come-17) case(expense-20, at-18) det(expense-20, the-19) nmod:at(come-17, expense-20) case(harm-23, of-21) amod(harm-23, environmental-22) nmod:of(expense-20, harm-23)  ",harm,23,"case(harm-23, of-21) amod(harm-23, environmental-22) nmod:of(expense-20, harm-23) ",at the expense of environmental harm.,NN,[],,,,,"[('of', 'expense')]",['of'],['expense'],[],[],[],[],['environmental'],[],[],[],['of'],[],[],,,singular,,,unknown
They challenge the scope of an EIS and the sufficiency of its analysis of environmental harms.,They/PRP challenge/VBP the/DT scope/NN of/IN an/DT EIS/NNP and/CC the/DT sufficiency/NN of/IN its/PRP$ analysis/NN of/IN environmental/JJ harms/NNS ./.,"nsubj(challenge-2, They-1) root(ROOT-0, challenge-2) det(scope-4, the-3) dobj(challenge-2, scope-4) case(EIS-7, of-5) det(EIS-7, an-6) nmod:of(scope-4, EIS-7) cc(scope-4, and-8) det(sufficiency-10, the-9) dobj(challenge-2, sufficiency-10) conj:and(scope-4, sufficiency-10) case(analysis-13, of-11) nmod:poss(analysis-13, its-12) nmod:of(sufficiency-10, analysis-13) case(harms-16, of-14) amod(harms-16, environmental-15) nmod:of(analysis-13, harms-16)  ",harms,16,"case(harms-16, of-14) amod(harms-16, environmental-15) nmod:of(analysis-13, harms-16) ",of its analysis of environmental harms.,NNS,[],,,,,"[('of', 'analysis')]",['of'],['analysis'],[],[],[],[],['environmental'],[],[],[],['of'],[],[],,,plural,,,unknown
"<p> This Comment suggests that environmentalists could seek a consent decree , in conjunction with the EIS reporting process , to make agencies and third parties more responsive to substantive environmental concerns , and to provide grounds for a cause of action when guarding against environmental harm .","<p>/RB This/DT Comment/NN suggests/VBZ that/IN environmentalists/NNS could/MD seek/VB a/DT consent/NN decree/NN ,/, in/IN conjunction/NN with/IN the/DT EIS/NNP reporting/NN process/NN ,/, to/TO make/VB agencies/NNS and/CC third/JJ parties/NNS more/RBR responsive/JJ to/TO substantive/JJ environmental/JJ concerns/NNS ,/, and/CC to/TO provide/VB grounds/NNS for/IN a/DT cause/NN of/IN action/NN when/WRB guarding/VBG against/IN environmental/JJ harm/NN ./.","advmod(suggests-4, <p>-1) det(Comment-3, This-2) nsubj(suggests-4, Comment-3) root(ROOT-0, suggests-4) mark(seek-8, that-5) nsubj(seek-8, environmentalists-6) aux(seek-8, could-7) ccomp(suggests-4, seek-8) det(decree-11, a-9) compound(decree-11, consent-10) dobj(seek-8, decree-11) case(conjunction-14, in-13) nmod:in(seek-8, conjunction-14) case(process-19, with-15) det(process-19, the-16) compound(process-19, EIS-17) compound(process-19, reporting-18) nmod:with(conjunction-14, process-19) mark(make-22, to-21) dep(seek-8, make-22) nsubj(responsive-28, agencies-23) cc(agencies-23, and-24) amod(parties-26, third-25) conj:and(agencies-23, parties-26) nsubj(responsive-28, parties-26) advmod(responsive-28, more-27) xcomp(make-22, responsive-28) case(concerns-32, to-29) amod(concerns-32, substantive-30) amod(concerns-32, environmental-31) nmod:to(responsive-28, concerns-32) cc(make-22, and-34) mark(provide-36, to-35) dep(seek-8, provide-36) conj:and(make-22, provide-36) dobj(provide-36, grounds-37) case(cause-40, for-38) det(cause-40, a-39) nmod:for(provide-36, cause-40) case(action-42, of-41) nmod:of(cause-40, action-42) advmod(guarding-44, when-43) advcl(provide-36, guarding-44) case(harm-47, against-45) amod(harm-47, environmental-46) nmod:against(guarding-44, harm-47)  ",harm,47,"case(harm-47, against-45) amod(harm-47, environmental-46) nmod:against(guarding-44, harm-47) ",action when guarding against environmental harm .,NN,[],,,,,"[('against', 'guarding')]",['against'],['guarding'],[],[],[],[],['environmental'],[],[],[],['against'],[],[],,,singular,,,unknown
"34 <p> Because the Supreme Court established that NEPA states only procedural and not substantive environmental standards , the resulting narrow scope of review over the EIS reporting process has provided limited opportunities for plaintiffs to prevent environmental harms .","34/CD <p>/NN Because/IN the/DT Supreme/NNP Court/NNP established/VBD that/IN NEPA/NNP states/VBZ only/RB procedural/JJ and/CC not/RB substantive/JJ environmental/JJ standards/NNS ,/, the/DT resulting/VBG narrow/JJ scope/NN of/IN review/NN over/IN the/DT EIS/NNP reporting/NN process/NN has/VBZ provided/VBN limited/JJ opportunities/NNS for/IN plaintiffs/NNS to/TO prevent/VB environmental/JJ harms/NNS ./.","nummod(<p>-2, 34-1) dep(established-7, <p>-2) mark(established-7, Because-3) det(Court-6, the-4) compound(Court-6, Supreme-5) nsubj(established-7, Court-6) advcl(provided-31, established-7) mark(states-10, that-8) nsubj(states-10, NEPA-9) ccomp(established-7, states-10) advmod(procedural-12, only-11) dobj(states-10, procedural-12) cc(procedural-12, and-13) neg(standards-17, not-14) amod(standards-17, substantive-15) amod(standards-17, environmental-16) dobj(states-10, standards-17) conj:and(procedural-12, standards-17) det(scope-22, the-19) amod(scope-22, resulting-20) amod(scope-22, narrow-21) nsubj(provided-31, scope-22) case(review-24, of-23) nmod:of(scope-22, review-24) case(process-29, over-25) det(process-29, the-26) compound(process-29, EIS-27) compound(process-29, reporting-28) nmod:over(review-24, process-29) aux(provided-31, has-30) root(ROOT-0, provided-31) amod(opportunities-33, limited-32) dobj(provided-31, opportunities-33) case(plaintiffs-35, for-34) nmod:for(provided-31, plaintiffs-35) mark(prevent-37, to-36) advcl(provided-31, prevent-37) amod(harms-39, environmental-38) dobj(prevent-37, harms-39)  ",harms,39,"amod(harms-39, environmental-38) dobj(prevent-37, harms-39) ",for plaintiffs to prevent environmental harms .,NNS,[],prevent,VB,object,[],[],[],[],[],[],[],[],['environmental'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
"36 <p> In light of this narrow scope of review , plaintiffs should explore alternative ways to use the EIS reporting process to prevent environmental harms .","36/CD <p>/NN In/IN light/NN of/IN this/DT narrow/JJ scope/NN of/IN review/NN ,/, plaintiffs/NNS should/MD explore/VB alternative/JJ ways/NNS to/TO use/VB the/DT EIS/NNP reporting/NN process/NN to/TO prevent/VB environmental/JJ harms/NNS ./.","nummod(<p>-2, 36-1) nmod:in(explore-14, <p>-2) case(<p>-2, In-3) dep(<p>-2, light-4) case(scope-8, of-5) det(scope-8, this-6) amod(scope-8, narrow-7) nmod:of(light-4, scope-8) case(review-10, of-9) nmod:of(scope-8, review-10) nsubj(explore-14, plaintiffs-12) aux(explore-14, should-13) root(ROOT-0, explore-14) amod(ways-16, alternative-15) dobj(explore-14, ways-16) mark(use-18, to-17) advcl(explore-14, use-18) det(process-22, the-19) compound(process-22, EIS-20) compound(process-22, reporting-21) dobj(use-18, process-22) nsubj(prevent-24, process-22) mark(prevent-24, to-23) xcomp(use-18, prevent-24) amod(harms-26, environmental-25) dobj(prevent-24, harms-26)  ",harms,26,"amod(harms-26, environmental-25) dobj(prevent-24, harms-26) ",reporting process to prevent environmental harms .,NNS,[],prevent,VB,object,[],[],[],[],[],[],[],[],['environmental'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
1989 ) ( plaintiff 's complaint about the inadequacy of the EIS was dismissed as moot after airport construction completed and plaintiffs failed to show the government capable of repeating the harm ) .,1989/CD -RRB-/VBZ -LRB-/-LRB- plaintiff/NN 's/POS complaint/NN about/IN the/DT inadequacy/NN of/IN the/DT EIS/NNP was/VBD dismissed/VBN as/IN moot/NN after/IN airport/NN construction/NN completed/VBN and/CC plaintiffs/NNS failed/VBD to/TO show/VB the/DT government/NN capable/JJ of/IN repeating/VBG the/DT harm/NN -RRB-/-RRB- ./.,"nsubj(-RRB--2, 1989-1) root(ROOT-0, -RRB--2) nmod:poss(complaint-6, plaintiff-4) case(plaintiff-4, 's-5) nsubjpass(dismissed-14, complaint-6) case(inadequacy-9, about-7) det(inadequacy-9, the-8) nmod:about(complaint-6, inadequacy-9) case(EIS-12, of-10) det(EIS-12, the-11) nmod:of(inadequacy-9, EIS-12) auxpass(dismissed-14, was-13) parataxis(-RRB--2, dismissed-14) case(moot-16, as-15) nmod:as(dismissed-14, moot-16) case(construction-19, after-17) compound(construction-19, airport-18) nmod:after(dismissed-14, construction-19) acl(construction-19, completed-20) cc(dismissed-14, and-21) nsubj(failed-23, plaintiffs-22) nsubj(show-25, plaintiffs-22) parataxis(-RRB--2, failed-23) conj:and(dismissed-14, failed-23) mark(show-25, to-24) xcomp(failed-23, show-25) det(government-27, the-26) nsubj(capable-28, government-27) xcomp(show-25, capable-28) mark(repeating-30, of-29) advcl(capable-28, repeating-30) det(harm-32, the-31) dobj(repeating-30, harm-32)  ",harm,32,"det(harm-32, the-31) dobj(repeating-30, harm-32) ",government capable of repeating the harm ) .,NN,[],repeating,VBG,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
Arguments that he faced physical harm if returned to his native country and appeals to justices of the United States Supreme Court were to no avail .,Arguments/NNS that/IN he/PRP faced/VBD physical/JJ harm/NN if/IN returned/VBD to/TO his/PRP$ native/JJ country/NN and/CC appeals/NNS to/TO justices/NNS of/IN the/DT United/NNP States/NNPS Supreme/NNP Court/NNP were/VBD to/TO no/DT avail/NN ./.,"nsubj(avail-26, Arguments-1) mark(faced-4, that-2) nsubj(faced-4, he-3) dep(Arguments-1, faced-4) amod(harm-6, physical-5) dobj(faced-4, harm-6) mark(returned-8, if-7) advcl(faced-4, returned-8) case(country-12, to-9) nmod:poss(country-12, his-10) amod(country-12, native-11) nmod:to(returned-8, country-12) cc(country-12, and-13) nmod:to(returned-8, appeals-14) conj:and(country-12, appeals-14) case(justices-16, to-15) nmod:to(returned-8, justices-16) case(Court-22, of-17) det(Court-22, the-18) compound(Court-22, United-19) compound(Court-22, States-20) compound(Court-22, Supreme-21) nmod:of(justices-16, Court-22) cop(avail-26, were-23) case(avail-26, to-24) neg(avail-26, no-25) root(ROOT-0, avail-26)  ",harm,6,"amod(harm-6, physical-5) dobj(faced-4, harm-6) ",Arguments that he faced physical harm if returned to his native,NN,[],faced,VBD,object,[],[],[],[],[],[],[],[],['physical'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Physical Security -- the extent to which the device is likely to cause physical harm , including bodily injury or infection , to the consumer .","Physical/NNP Security/NNP --/: the/DT extent/NN to/TO which/WDT the/DT device/NN is/VBZ likely/JJ to/TO cause/VB physical/JJ harm/NN ,/, including/VBG bodily/JJ injury/NN or/CC infection/NN ,/, to/TO the/DT consumer/NN ./.","compound(Security-2, Physical-1) root(ROOT-0, Security-2) det(extent-5, the-4) dep(Security-2, extent-5) nmod:to(likely-11, extent-5) case(which-7, to-6) ref(extent-5, which-7) det(device-9, the-8) nsubj(likely-11, device-9) nsubj(cause-13, device-9) cop(likely-11, is-10) acl:relcl(extent-5, likely-11) mark(cause-13, to-12) xcomp(likely-11, cause-13) amod(harm-15, physical-14) dobj(cause-13, harm-15) case(injury-19, including-17) amod(injury-19, bodily-18) nmod:including(harm-15, injury-19) cc(injury-19, or-20) nmod:including(harm-15, infection-21) conj:or(injury-19, infection-21) case(consumer-25, to-23) det(consumer-25, the-24) nmod:to(cause-13, consumer-25)  ",harm,15,"amod(harm-15, physical-14) nmod:including(harm-15, injury-19) nmod:including(harm-15, infection-21) dobj(cause-13, harm-15) ","is likely to cause physical harm , including bodily injury or",NN,[],cause,VB,object,[],"[('including', 'injury'), ('including', 'infection')]","['including', 'including']",[],"['injury', 'infection']",[],[],[],['physical'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Les Aspin ( D-Wis. ) and Dickinson , the chair and ranking minority member of HASC , argue that "" fully 70 percent of all the funds that are now obscured under the ' black ' umbrella could be listed publicly in the budget without causing any harm to national security . ""","Les/NNP Aspin/NNP -LRB-/-LRB- D-Wis/NNP ./. -RRB-/-RRB-and/CC Dickinson/NNP ,/, the/DT chair/NN and/CC ranking/JJ minority/NN member/NN of/IN HASC/NNP ,/, argue/VBP that/DT ''/'' fully/RB 70/CD percent/NN of/IN all/PDT the/DT funds/NNS that/WDT are/VBP now/RB obscured/VBN under/IN the/NNP '/POS black/JJ '/'' umbrella/NN could/MD be/VB listed/VBN publicly/RB in/IN the/DT budget/NN without/IN causing/VBG any/DT harm/NN to/TO national/JJ security/NN ./. ''/''","compound(Aspin-2, Les-1) root(ROOT-0, Aspin-2) appos(Aspin-2, D-Wis-4)  cc(argue-13, and-1) nsubj(argue-13, Dickinson-2) det(chair-5, the-4) appos(Dickinson-2, chair-5) cc(chair-5, and-6) amod(member-9, ranking-7) compound(member-9, minority-8) appos(Dickinson-2, member-9) conj:and(chair-5, member-9) case(HASC-11, of-10) nmod:of(chair-5, HASC-11) root(ROOT-0, argue-13) dobj(argue-13, that-14) advmod(percent-18, fully-16) nummod(percent-18, 70-17) nsubjpass(listed-35, percent-18) case(funds-22, of-19) det:predet(funds-22, all-20) det(funds-22, the-21) nmod:of(percent-18, funds-22) nsubjpass(obscured-26, that-23) auxpass(obscured-26, are-24) advmod(obscured-26, now-25) ccomp(funds-22, obscured-26) case(umbrella-32, under-27) nmod:poss(umbrella-32, the-28) case(the-28, '-29) amod(umbrella-32, black-30) nmod:under(obscured-26, umbrella-32) aux(listed-35, could-33) auxpass(listed-35, be-34) acl:relcl(that-14, listed-35) advmod(listed-35, publicly-36) case(budget-39, in-37) det(budget-39, the-38) nmod:in(listed-35, budget-39) mark(causing-41, without-40) advcl(listed-35, causing-41) det(harm-43, any-42) dobj(causing-41, harm-43) case(security-46, to-44) amod(security-46, national-45) nmod:to(causing-41, security-46)  ",harm,48,,"the budget without causing any harm to national security . """,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown
"The first Earth Day succeeded in alerting many people to the urgent need to prevent further harm to the Earth , and it certainly played a role in increasing the influence of the environmental movement on U.S. government and industry .","The/DT first/JJ Earth/NNP Day/NNP succeeded/VBD in/IN alerting/VBG many/JJ people/NNS to/TO the/DT urgent/JJ need/NN to/TO prevent/VB further/JJ harm/NN to/TO the/DT Earth/NN ,/, and/CC it/PRP certainly/RB played/VBD a/DT role/NN in/IN increasing/VBG the/DT influence/NN of/IN the/DT environmental/JJ movement/NN on/IN U.S./NNP government/NN and/CC industry/NN ./.","det(Day-4, The-1) amod(Day-4, first-2) compound(Day-4, Earth-3) nsubj(succeeded-5, Day-4) root(ROOT-0, succeeded-5) mark(alerting-7, in-6) advcl(succeeded-5, alerting-7) amod(people-9, many-8) dobj(alerting-7, people-9) case(need-13, to-10) det(need-13, the-11) amod(need-13, urgent-12) nmod:to(alerting-7, need-13) mark(prevent-15, to-14) advcl(alerting-7, prevent-15) amod(harm-17, further-16) dobj(prevent-15, harm-17) case(Earth-20, to-18) det(Earth-20, the-19) nmod:to(prevent-15, Earth-20) cc(succeeded-5, and-22) nsubj(played-25, it-23) advmod(played-25, certainly-24) conj:and(succeeded-5, played-25) det(role-27, a-26) dobj(played-25, role-27) mark(increasing-29, in-28) advcl(played-25, increasing-29) det(influence-31, the-30) dobj(increasing-29, influence-31) case(movement-35, of-32) det(movement-35, the-33) amod(movement-35, environmental-34) nmod:of(influence-31, movement-35) case(government-38, on-36) compound(government-38, U.S.-37) nmod:on(increasing-29, government-38) cc(government-38, and-39) nmod:on(increasing-29, industry-40) conj:and(government-38, industry-40)  ",harm,17,"amod(harm-17, further-16) dobj(prevent-15, harm-17) ","urgent need to prevent further harm to the Earth , and",NN,[],prevent,VB,object,[],[],[],[],[],[],[],[],['further'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
