sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"( Imagine , for example , how the story of the Scopes trial would have changed for both sides had Bryan survived and Darrow been struck by lightning on his way home from the trial . )","-LRB-/-LRB- Imagine/VB ,/, for/IN example/NN ,/, how/WRB the/DT story/NN of/IN the/DT Scopes/NNP trial/NN would/MD have/VB changed/VBN for/IN both/DT sides/NNS had/VBD Bryan/NNP survived/NNP and/CC Darrow/NNP been/VBN struck/VBN by/IN lightning/NN on/IN his/PRP$ way/NN home/NN from/IN the/DT trial/NN ./. -RRB-/-RRB-","root(ROOT-0, Imagine-2) case(example-5, for-4) nmod:for(Imagine-2, example-5) advmod(changed-16, how-7) det(story-9, the-8) nsubj(changed-16, story-9) case(trial-13, of-10) det(trial-13, the-11) compound(trial-13, Scopes-12) nmod:of(story-9, trial-13) aux(changed-16, would-14) aux(changed-16, have-15) ccomp(Imagine-2, changed-16) mark(had-20, for-17) det(sides-19, both-18) nsubj(had-20, sides-19) advcl(changed-16, had-20) compound(survived-22, Bryan-21) dobj(had-20, survived-22) cc(survived-22, and-23) dobj(had-20, Darrow-24) conj:and(survived-22, Darrow-24) auxpass(struck-26, been-25) acl(survived-22, struck-26) case(lightning-28, by-27) nmod:by(struck-26, lightning-28) case(home-32, on-29) nmod:poss(home-32, his-30) compound(home-32, way-31) nmod:on(lightning-28, home-32) case(trial-35, from-33) det(trial-35, the-34) nmod:from(struck-26, trial-35)  ",lightning,28,"case(lightning-28, by-27) nmod:on(lightning-28, home-32) nmod:by(struck-26, lightning-28) ",and Darrow been struck by lightning on his way home from,NN,[],,,,,,,,,"[('on', 'home'), ('by', 'struck')]","['on', 'by']",['struck'],['home'],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"The cock 's feather on the hat "" glows in the sunlight as red as blood , "" while "" The scythe flashes like lightning , "" according to the verses .","The/DT cock/NN 's/POS feather/NN on/IN the/DT hat/NN ''/'' glows/VBZ in/IN the/DT sunlight/NN as/IN red/NN as/IN blood/NN ,/, ''/'' while/IN ''/'' The/DT scythe/JJ flashes/NNS like/IN lightning/NN ,/, ''/'' according/VBG to/TO the/DT verses/NNS ./.","det(cock-2, The-1) nmod:poss(feather-4, cock-2) case(cock-2, 's-3) nsubj(glows-9, feather-4) case(hat-7, on-5) det(hat-7, the-6) nmod:on(feather-4, hat-7) root(ROOT-0, glows-9) case(sunlight-12, in-10) det(sunlight-12, the-11) nmod:in(glows-9, sunlight-12) case(red-14, as-13) nmod:as(sunlight-12, red-14) case(blood-16, as-15) nmod:as(glows-9, blood-16) case(flashes-23, while-19) det(flashes-23, The-21) amod(flashes-23, scythe-22) nmod:while(glows-9, flashes-23) case(lightning-25, like-24) nmod:like(flashes-23, lightning-25) case(verses-31, according-28) mwe(according-28, to-29) det(verses-31, the-30) nmod:according_to(glows-9, verses-31)  ",lightning,25,"case(lightning-25, like-24) nmod:like(flashes-23, lightning-25) ",""" The scythe flashes like lightning , "" according to the",NN,[],,,,,,,,,"[('like', 'flashes')]",['like'],['flashes'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['like'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"The perfect glance is to see simultaneously , by one bolt of lightning , the sweetest mask and the abominable face behind it .","The/DT perfect/JJ glance/NN is/VBZ to/TO see/VB simultaneously/RB ,/, by/IN one/CD bolt/NN of/IN lightning/NN ,/, the/DT sweetest/JJ mask/NN and/CC the/DT abominable/JJ face/NN behind/IN it/PRP ./.","det(glance-3, The-1) amod(glance-3, perfect-2) nsubj(is-4, glance-3) nsubj(see-6, glance-3) root(ROOT-0, is-4) mark(see-6, to-5) xcomp(is-4, see-6) advmod(see-6, simultaneously-7) case(bolt-11, by-9) nummod(bolt-11, one-10) nmod:by(see-6, bolt-11) case(lightning-13, of-12) nmod:of(bolt-11, lightning-13) det(mask-17, the-15) amod(mask-17, sweetest-16) nmod:of(bolt-11, mask-17) conj:and(lightning-13, mask-17) cc(lightning-13, and-18) det(face-21, the-19) amod(face-21, abominable-20) nmod:of(bolt-11, face-21) conj:and(lightning-13, face-21) case(it-23, behind-22) nmod:behind(face-21, it-23)  ",lightning,13,"case(lightning-13, of-12) conj:and(lightning-13, mask-17) cc(lightning-13, and-18) conj:and(lightning-13, face-21) nmod:of(bolt-11, lightning-13) ",", by one bolt of lightning , the sweetest mask and",NN,[],,,,,,,,,"[('of', 'bolt')]",['of'],['bolt'],[],[],,"[('and', 'mask'), ('and', 'face')]","['and', 'and']","['mask', 'face']",[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"A flash of lightning of sorts , as we shall see , later turns this inevitable role into a conscious vocation , much like the vocatin excluyente which Vargas Llosa has argued must guide every writer and which he so admired in Flaubert .","A/DT flash/NN of/IN lightning/NN of/IN sorts/NNS ,/, as/IN we/PRP shall/MD see/VB ,/, later/RB turns/VBZ this/DT inevitable/JJ role/NN into/IN a/DT conscious/JJ vocation/NN ,/, much/RB like/IN the/DT vocatin/NN excluyente/NN which/WDT Vargas/NNP Llosa/NNP has/VBZ argued/VBN must/MD guide/VB every/DT writer/NN and/CC which/WDT he/PRP so/RB admired/VBD in/IN Flaubert/NNP ./.","det(flash-2, A-1) nsubj(turns-14, flash-2) case(lightning-4, of-3) nmod:of(flash-2, lightning-4) case(sorts-6, of-5) nmod:of(lightning-4, sorts-6) mark(see-11, as-8) nsubj(see-11, we-9) aux(see-11, shall-10) acl:relcl(flash-2, see-11) advmod(turns-14, later-13) root(ROOT-0, turns-14) det(role-17, this-15) amod(role-17, inevitable-16) dobj(turns-14, role-17) case(vocation-21, into-18) det(vocation-21, a-19) amod(vocation-21, conscious-20) nmod:into(turns-14, vocation-21) advmod(turns-14, much-23) case(excluyente-27, like-24) det(excluyente-27, the-25) compound(excluyente-27, vocatin-26) nmod:like(much-23, excluyente-27) dobj(argued-32, excluyente-27) ref(excluyente-27, which-28) compound(Llosa-30, Vargas-29) nsubj(argued-32, Llosa-30) aux(argued-32, has-31) acl:relcl(excluyente-27, argued-32) aux(guide-34, must-33) dep(argued-32, guide-34) det(writer-36, every-35) dobj(guide-34, writer-36) cc(guide-34, and-37) dobj(admired-41, which-38) nsubj(admired-41, he-39) advmod(admired-41, so-40) dep(argued-32, admired-41) conj:and(guide-34, admired-41) case(Flaubert-43, in-42) nmod:in(admired-41, Flaubert-43)  ",lightning,4,"case(lightning-4, of-3) nmod:of(lightning-4, sorts-6) nmod:of(flash-2, lightning-4) ","A flash of lightning of sorts , as we",NN,[],,,,,,,,,"[('of', 'sorts'), ('of', 'flash')]","['of', 'of']",['flash'],['sorts'],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
( Atmospheric is a term that refers to the strong contributions of lightning and thunderstorms in the radio-noise background . ),-LRB-/-LRB- Atmospheric/NNP is/VBZ a/DT term/NN that/WDT refers/VBZ to/TO the/DT strong/JJ contributions/NNS of/IN lightning/NN and/CC thunderstorms/NNS in/IN the/DT radio-noise/JJ background/NN ./. -RRB-/-RRB-,"nsubj(term-5, Atmospheric-2) cop(term-5, is-3) det(term-5, a-4) root(ROOT-0, term-5) nsubj(refers-7, term-5) ref(term-5, that-6) acl:relcl(term-5, refers-7) case(contributions-11, to-8) det(contributions-11, the-9) amod(contributions-11, strong-10) nmod:to(refers-7, contributions-11) case(lightning-13, of-12) nmod:of(contributions-11, lightning-13) cc(lightning-13, and-14) nmod:of(contributions-11, thunderstorms-15) conj:and(lightning-13, thunderstorms-15) case(background-19, in-16) det(background-19, the-17) amod(background-19, radio-noise-18) nmod:in(refers-7, background-19)  ",lightning,13,"case(lightning-13, of-12) cc(lightning-13, and-14) conj:and(lightning-13, thunderstorms-15) nmod:of(contributions-11, lightning-13) ",to the strong contributions of lightning and thunderstorms in the radio-noise,NN,[],,,,,,,,,"[('of', 'contributions')]",['of'],['contributions'],[],[],,"[('and', 'thunderstorms')]",['and'],['thunderstorms'],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"There are also certain basic tenets of Navajo cosmology ( although most interviewees did n't explain these to us ) that ascribe special power to certain events or processes in the natural world ( for example , lightning strikes , first rays of dawn ) .","There/EX are/VBP also/RB certain/JJ basic/JJ tenets/NNS of/IN Navajo/NNP cosmology/NNP -LRB-/-LRB- although/IN most/JJS interviewees/NNS did/VBD n't/RB explain/VB these/DT to/TO us/PRP -RRB-/-RRB- that/WDT ascribe/VBD special/JJ power/NN to/TO certain/JJ events/NNS or/CC processes/NNS in/IN the/DT natural/JJ world/NN -LRB-/-LRB- for/IN example/NN ,/, lightning/NN strikes/NNS ,/, first/JJ rays/NNS of/IN dawn/NN -RRB-/-RRB- ./."," expl(are-2, There-1) root(ROOT-0, are-2) advmod(are-2, also-3) amod(tenets-6, certain-4) amod(tenets-6, basic-5) nsubj(are-2, tenets-6) case(cosmology-9, of-7) compound(cosmology-9, Navajo-8) nmod:of(tenets-6, cosmology-9) nsubj(ascribe-22, cosmology-9) mark(explain-16, although-11) amod(interviewees-13, most-12) nsubj(explain-16, interviewees-13) aux(explain-16, did-14) neg(explain-16, n't-15) dep(cosmology-9, explain-16) dobj(explain-16, these-17) case(us-19, to-18) nmod:to(explain-16, us-19) ref(cosmology-9, that-21) acl:relcl(cosmology-9, ascribe-22) amod(power-24, special-23) dobj(ascribe-22, power-24) case(events-27, to-25) amod(events-27, certain-26) nmod:to(ascribe-22, events-27) cc(events-27, or-28) nmod:to(ascribe-22, processes-29) conj:or(events-27, processes-29) case(world-33, in-30) det(world-33, the-31) amod(world-33, natural-32) nmod:in(ascribe-22, world-33) case(example-36, for-35) nmod:for(rays-42, example-36) compound(strikes-39, lightning-38) appos(example-36, strikes-39) amod(rays-42, first-41) dep(world-33, rays-42) case(dawn-44, of-43) nmod:of(rays-42, dawn-44)  ",lightning,38,"compound(strikes-39, lightning-38) ","world ( for example , lightning strikes , first rays of",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['strikes'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
THE MIRANDA RULE IN CALIFORNIA <p> The Warren Court 's 1966 decision in Miranda v. Arizona has also been a lightning rod for conservative critics of the judiciary.,THE/DT MIRANDA/NNP RULE/NNP IN/IN CALIFORNIA/NNP <p>/VBP The/DT Warren/NNP Court/NNP 's/POS 1966/CD decision/NN in/IN Miranda/NNP v./CC Arizona/NNP has/VBZ also/RB been/VBN a/DT lightning/NN rod/NN for/IN conservative/JJ critics/NNS of/IN the/DT judiciary/NN ./.," det(RULE-3, THE-1) compound(RULE-3, MIRANDA-2) nsubj(<p>-6, RULE-3) case(CALIFORNIA-5, IN-4) nmod:in(RULE-3, CALIFORNIA-5) root(ROOT-0, <p>-6) det(Court-9, The-7) compound(Court-9, Warren-8) nmod:poss(decision-12, Court-9) case(Court-9, 's-10) nummod(decision-12, 1966-11) nsubj(rod-22, decision-12) case(Miranda-14, in-13) nmod:in(decision-12, Miranda-14) cc(Miranda-14, v.-15) nmod:in(decision-12, Arizona-16) conj:v.(Miranda-14, Arizona-16) aux(rod-22, has-17) advmod(rod-22, also-18) cop(rod-22, been-19) det(rod-22, a-20) compound(rod-22, lightning-21) ccomp(<p>-6, rod-22) case(critics-25, for-23) amod(critics-25, conservative-24) nmod:for(rod-22, critics-25) case(judiciary-28, of-26) det(judiciary-28, the-27) nmod:of(critics-25, judiciary-28)  ",lightning,21,"compound(rod-22, lightning-21) ",Arizona has also been a lightning rod for conservative critics of,NN,[],been,VBN,object,,,been,be,[],[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"In Yorubaland the prototype of the New World version of the crown is worn by special priests of Shango called to pay homage to their thunder god when houses are struck by lightning ( Abraham 1946:121 , 622 ) .","In/IN Yorubaland/NNP the/DT prototype/NN of/IN the/DT New/NNP World/NNP version/NN of/IN the/DT crown/NN is/VBZ worn/VBN by/IN special/JJ priests/NNS of/IN Shango/NNP called/VBN to/TO pay/VB homage/NN to/TO their/PRP$ thunder/NN god/NN when/WRB houses/NNS are/VBP struck/VBN by/IN lightning/NN -LRB-/-LRB- Abraham/NNP 1946:121/CD ,/, 622/NNP -RRB-/-RRB- ./."," case(Yorubaland-2, In-1) nmod:in(worn-14, Yorubaland-2) det(prototype-4, the-3) nsubjpass(worn-14, prototype-4) case(version-9, of-5) det(version-9, the-6) compound(version-9, New-7) compound(version-9, World-8) nmod:of(prototype-4, version-9) case(crown-12, of-10) det(crown-12, the-11) nmod:of(version-9, crown-12) auxpass(worn-14, is-13) root(ROOT-0, worn-14) case(priests-17, by-15) amod(priests-17, special-16) nmod:by(worn-14, priests-17) case(Shango-19, of-18) nmod:of(priests-17, Shango-19) acl(Shango-19, called-20) mark(pay-22, to-21) xcomp(called-20, pay-22) dobj(pay-22, homage-23) case(god-27, to-24) nmod:poss(god-27, their-25) compound(god-27, thunder-26) nmod:to(pay-22, god-27) advmod(struck-31, when-28) nsubjpass(struck-31, houses-29) auxpass(struck-31, are-30) advcl(pay-22, struck-31) case(lightning-33, by-32) nmod:by(struck-31, lightning-33) appos(lightning-33, Abraham-35) nummod(Abraham-35, 1946:121-36) dep(Abraham-35, 622-38)  ",lightning,33,"case(lightning-33, by-32) appos(lightning-33, Abraham-35) nmod:by(struck-31, lightning-33) ","when houses are struck by lightning ( Abraham 1946:121 , 622",NN,[],,,,,,,,,"[('by', 'struck')]",['by'],['struck'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],"['modified', 'Abraham']",[],['Abraham'],[],[],,,singular,bare singular,,[],unknown,unknown
"38 Here the descending crown of Dade appears as the very embodiment of Chango 's lightning ( his ache ' ) arcing from sky to ground , condensing in the beaded attributes of Chango and the covered vessel that contains his thunderstones ( edun ard ) .","38/CD Here/RB the/DT descending/VBG crown/NN of/IN Dade/NNP appears/VBZ as/IN the/DT very/RB embodiment/JJ of/IN Chango/NNP 's/POS lightning/NN -LRB-/-LRB- his/PRP$ ache/NNS '/'' -RRB-/-RRB- arcing/VBG from/IN sky/NN to/TO ground/NN ,/, condensing/VBG in/IN the/DT beaded/JJ attributes/NNS of/IN Chango/NNP and/CC the/DT covered/VBN vessel/NN that/WDT contains/VBZ his/PRP$ thunderstones/NNS -LRB-/-LRB- edun/NN ard/NN -RRB-/-RRB- ./."," nmod:npmod(Here-2, 38-1) advmod(appears-8, Here-2) det(crown-5, the-3) amod(crown-5, descending-4) nsubj(appears-8, crown-5) case(Dade-7, of-6) nmod:of(crown-5, Dade-7) root(ROOT-0, appears-8) case(embodiment-12, as-9) det(embodiment-12, the-10) advmod(embodiment-12, very-11) nmod:as(appears-8, embodiment-12) case(lightning-16, of-13) nmod:poss(lightning-16, Chango-14) case(Chango-14, 's-15) nmod:of(embodiment-12, lightning-16) nmod:poss(ache-19, his-18) dep(lightning-16, ache-19) dep(lightning-16, arcing-22) case(sky-24, from-23) nmod:from(arcing-22, sky-24) case(ground-26, to-25) nmod:to(arcing-22, ground-26) dep(arcing-22, condensing-28) case(attributes-32, in-29) det(attributes-32, the-30) amod(attributes-32, beaded-31) nmod:in(condensing-28, attributes-32) case(Chango-34, of-33) nmod:of(attributes-32, Chango-34) cc(attributes-32, and-35) det(vessel-38, the-36) amod(vessel-38, covered-37) nmod:in(condensing-28, vessel-38) conj:and(attributes-32, vessel-38) nsubj(contains-40, vessel-38) ref(vessel-38, that-39) acl:relcl(vessel-38, contains-40) nmod:poss(thunderstones-42, his-41) dobj(contains-40, thunderstones-42) compound(ard-45, edun-44) appos(embodiment-12, ard-45)  ",lightning,16,"case(lightning-16, of-13) nmod:poss(lightning-16, Chango-14) dep(lightning-16, ache-19) dep(lightning-16, arcing-22) nmod:of(embodiment-12, lightning-16) ",very embodiment of Chango 's lightning ( his ache ' ),NN,[],,,,,,,,,"[('of', 'embodiment')]",['of'],['embodiment'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],['Chango'],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
Esquivel echoed lightning 's descent with the vertical chevron pattern of sequins embroidered across the surface of the patio itself .,Esquivel/NNP echoed/VBD lightning/NN 's/POS descent/NN with/IN the/DT vertical/JJ chevron/NN pattern/NN of/IN sequins/NNS embroidered/VBN across/IN the/DT surface/NN of/IN the/DT patio/NN itself/PRP ./.," nsubj(echoed-2, Esquivel-1) root(ROOT-0, echoed-2) nmod:poss(descent-5, lightning-3) case(lightning-3, 's-4) dobj(echoed-2, descent-5) case(pattern-10, with-6) det(pattern-10, the-7) amod(pattern-10, vertical-8) compound(pattern-10, chevron-9) nmod:with(echoed-2, pattern-10) case(sequins-12, of-11) nmod:of(pattern-10, sequins-12) acl(sequins-12, embroidered-13) case(surface-16, across-14) det(surface-16, the-15) nmod:across(embroidered-13, surface-16) case(patio-19, of-17) det(patio-19, the-18) nmod:of(surface-16, patio-19) advmod(patio-19, itself-20)  ",lightning,3,"case(lightning-3, 's-4) nmod:poss(descent-5, lightning-3) ",Esquivel echoed lightning 's descent with the vertical,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,['descent'],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"As if that were not enough , Esquivel shaped the patio further by draping and tacking its upper edge in the form of zigzagged horns , evocations of lightning and of the ox horns that represent Chango 's companion-oricha Oggue .","As/IN if/IN that/DT were/VBD not/RB enough/JJ ,/, Esquivel/NNP shaped/VBN the/DT patio/NN further/RBR by/IN draping/VBG and/CC tacking/VBG its/PRP$ upper/JJ edge/NN in/IN the/DT form/NN of/IN zigzagged/JJ horns/NNS ,/, evocations/NNS of/IN lightning/NN and/CC of/IN the/DT ox/NN horns/NNS that/WDT represent/VBP Chango/NNP 's/POS companion-oricha/JJ Oggue/NN ./."," mark(enough-6, As-1) mark(enough-6, if-2) nsubj(enough-6, that-3) cop(enough-6, were-4) neg(enough-6, not-5) advcl(shaped-9, enough-6) nsubj(shaped-9, Esquivel-8) root(ROOT-0, shaped-9) det(patio-11, the-10) nmod:npmod(further-12, patio-11) advmod(draping-14, further-12) mark(draping-14, by-13) advcl(shaped-9, draping-14) cc(draping-14, and-15) advcl(shaped-9, tacking-16) conj:and(draping-14, tacking-16) nmod:poss(edge-19, its-17) amod(edge-19, upper-18) dobj(draping-14, edge-19) dobj(draping-14, edge-19') conj:and(edge-19, edge-19') case(form-22, in-20) det(form-22, the-21) nmod:in(edge-19, form-22) case(horns-25, of-23) amod(horns-25, zigzagged-24) nmod:of(form-22, horns-25) conj(form-22, evocations-27) case(lightning-29, of-28) nmod:of(evocations-27, lightning-29) cc(edge-19, and-30) case(horns-34, of-31) det(horns-34, the-32) compound(horns-34, ox-33) nmod:of(edge-19', horns-34) nsubj(represent-36, horns-34) ref(horns-34, that-35) acl:relcl(horns-34, represent-36) nmod:poss(Oggue-40, Chango-37) case(Chango-37, 's-38) amod(Oggue-40, companion-oricha-39) dobj(represent-36, Oggue-40)  ",lightning,29,"case(lightning-29, of-28) nmod:of(evocations-27, lightning-29) ","zigzagged horns , evocations of lightning and of the ox horns",NN,[],,,,,,,,,"[('of', 'evocations')]",['of'],['evocations'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
I am inspired here by Thompson 's discussion of artistic representations of the descent of Shango 's lightning ( Thompson 1983:84-97 ) .,I/PRP am/VBP inspired/VBN here/RB by/IN Thompson/NNP 's/POS discussion/NN of/IN artistic/JJ representations/NNS of/IN the/DT descent/NN of/IN Shango/NNP 's/POS lightning/NN -LRB-/-LRB- Thompson/NNP 1983:84/CD -97/CD -RRB-/-RRB- ./.," nsubjpass(inspired-3, I-1) auxpass(inspired-3, am-2) root(ROOT-0, inspired-3) advmod(inspired-3, here-4) case(discussion-8, by-5) nmod:poss(discussion-8, Thompson-6) case(Thompson-6, 's-7) nmod:by(inspired-3, discussion-8) case(representations-11, of-9) amod(representations-11, artistic-10) nmod:of(discussion-8, representations-11) case(descent-14, of-12) det(descent-14, the-13) nmod:of(representations-11, descent-14) case(lightning-18, of-15) nmod:poss(lightning-18, Shango-16) case(Shango-16, 's-17) nmod:of(descent-14, lightning-18) appos(lightning-18, Thompson-20) compound(-97-22, 1983:84-21) nummod(Thompson-20, -97-22)  ",lightning,18,"case(lightning-18, of-15) nmod:poss(lightning-18, Shango-16) appos(lightning-18, Thompson-20) nmod:of(descent-14, lightning-18) ",the descent of Shango 's lightning ( Thompson 1983:84-97 ) .,NN,[],,,,,,,,,"[('of', 'descent')]",['of'],['descent'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],['Shango'],[],['of'],[],"['modified', 'Thompson']",[],['Thompson'],[],[],,,singular,bare singular,,[],unknown,unknown
In the later part of the Dynasty the storm god on a bull holding a lightning fork ( Fig.,In/IN the/DT later/JJ part/NN of/IN the/DT Dynasty/NNP the/DT storm/NN god/VBZ on/IN a/DT bull/NN holding/VBG a/DT lightning/NN fork/NNP -LRB-/-LRB- Fig/NNP ./.," case(part-4, In-1) det(part-4, the-2) amod(part-4, later-3) nmod:in(god-10, part-4) case(Dynasty-7, of-5) det(Dynasty-7, the-6) nmod:of(part-4, Dynasty-7) det(storm-9, the-8) nsubj(god-10, storm-9) root(ROOT-0, god-10) case(bull-13, on-11) det(bull-13, a-12) nmod:on(god-10, bull-13) acl(bull-13, holding-14) det(lightning-16, a-15) dobj(holding-14, lightning-16) compound(Fig-19, fork-17) dep(lightning-16, Fig-19)  ",lightning,16,"det(lightning-16, a-15) dep(lightning-16, Fig-19) dobj(holding-14, lightning-16) ",on a bull holding a lightning fork ( Fig.,NN,[],holding,VBG,object,,,holding,hold,[],[],[],[],[],['a'],indefinite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
", Morgan 367 <p> PHOTO ( BLACK &; WHITE ) : 28 Storm god on a bull holding his lightning fork , accompanied by a nude female , Late Old Babylonian style , ca.",",/, Morgan/NNP 367/CD <p>/JJ PHOTO/NNS -LRB-/-LRB- BLACK/CD &/CC ;/: WHITE/NNP -RRB-/-RRB- :/: 28/CD Storm/NN god/NN on/IN a/DT bull/NN holding/VBG his/PRP$ lightning/NN fork/NN ,/, accompanied/VBN by/IN a/DT nude/JJ female/NN ,/, Late/RB Old/JJ Babylonian/JJ style/NN ,/, ca/MD ./."," compound(PHOTO-5, Morgan-2) nummod(Morgan-2, 367-3) amod(PHOTO-5, <p>-4) root(ROOT-0, PHOTO-5) dep(PHOTO-5, BLACK-7) cc(BLACK-7, &-8) dep(BLACK-7, WHITE-10) nummod(god-15, 28-13) compound(god-15, Storm-14) dep(PHOTO-5, god-15) case(bull-18, on-16) det(bull-18, a-17) nmod:on(god-15, bull-18) acl(bull-18, holding-19) nmod:poss(fork-22, his-20) compound(fork-22, lightning-21) nsubj(ca-35, fork-22) acl(fork-22, accompanied-24) case(style-33, by-25) det(style-33, a-26) amod(style-33, nude-27) compound(style-33, female-28) advmod(style-33, Late-30) amod(style-33, Old-31) amod(style-33, Babylonian-32) nmod:by(accompanied-24, style-33) ccomp(holding-19, ca-35)  ",lightning,21,"compound(fork-22, lightning-21) ","a bull holding his lightning fork , accompanied by a nude",NN,[],,,subject,,,,,[],[],[],[],[],[],,[],[],[],['fork'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
