Noun,Noun Count,NN Count,NN Percentage,NNS Count,NNS Percentage,NNP Count,NNP Percentage,NNPS Count,NNPS Percentage,Plural Noun Count,Plural Noun Percentage,Singular Noun Count,Singular Noun Percentage,Bare Plural Noun Count,Bare Plural Noun Percentage,Bare Singular Noun Count,Bare Singular Noun Percentage,Linked Noun Count,Linked Noun Percentage,Noun Negation Count,Noun Negation Percentage,Verb Construction Count,Verb Construction Percentage,VB Count,VB Percentage,VBD Count,VBD Percentage,VBG Count,VBG Percentage,VBN Count,VBN Percentage,VBP Count,VBP Percentage,VBZ Count,VBZ Percentage,Plural Verb Count,Plural Verb Percentage,Singular Verb Count,Singular Verb Percentage,Verb Subject Count,Verb Subject Percentage,Unique Verb Subject Count,Significant Verb Subjects,Significant Verb Subject Count,Verb Object Count,Verb Object Percentage,Unique Verb Object Count,Significant Verb Objects,Significant Verb Object Count,Verb Negation Count,Verb Negation Percentage,Prepositional Phrase Count,Prepositional Phrase Percentage,Prepositional Subject Count,Prepositional Subject Percentage,Unique Prepositional Subject Count,Significant Prepositional Subjects,Prepositional Object Count,Prepositional Object Percentage,Unique Prepositional Object Count,Significant Prepositional Objects,Determiner Count,Determiner Percentage,Unique Determiner Count,Significant Determiners,Indefinite Article Count,Indefinite Article Percentage,Definite Article Count,Definite Article Percentage,Demonstrative Pronoun Count,Demonstrative Pronoun Percentage,Quantifier Count,Quantifier Percentage,Other Determiner Count,Other Determiner Percentage,Conjoined Count,Conjoined Percentage,Unique Conjoined Count,Significant Conjoined,Compound Count,Compound Percentage,Unique Compound Count,Significant Compounds,Adjective Count,Adjective Percentage,Unique Adjective Count,Significant Adjectives,Possesed Count,Possesed Percentage,Unique Possesed Count,Significant Possesed,Possesive Count,Possesive Percentage,Numeric Count,Numeric Percentage,Adverb Count,Adverb Percentage,Appositive Count,Appositive Percentage,Appositional Modifier Count,Appositional Modifier Percentage,Unique Appositional Modifier Count,Significant Appositional Modifiers,Modified Appositive Count,Modified Appositive Percentage,Unique Modified Appositive Count,Significant Modified Appositives,Modal Count,Modal Percentage,Conditional Count,Conditional Percentage,Denumerator Count,Denumerator Percentage,Unit Denumerator Count,Unit Denumerator Percentage,Fuzzy Denumerator Count,Fuzzy Denumerator Percentage,Other Denumerator Count,Other Denumerator Percentage,Allan Count,Allan Percentage,A N Count,A N Percentage,F Ns Count,F Ns Percentage,Ex Pl Count,Ex Pl Percentage,O Den Count,O Den Percentage,All N Count,All N Percentage,Countable Count,Countable Percentage,Uncountable Count,Uncountable Percentage,Verdical Count,Verdical Percentage,NonVerdical Count,NonVerdical Percentage
thesis,967,861,0.89,94,0.10,12,0.01,0,0,93,0.10,870,0.90,38,0.04,126,0.13,803,0.83,3,0.00,504,0.52,105,0.21,135,0.27,50,0.10,57,0.11,21,0.04,93,0.18,21,0.04,93,0.18,206,0.41,101,{'be': 71},1,298,0.59,124,"{'write': 29, 'be': 34, 'support': 21}",3,11,0.02,510,0.53,339,0.66,285,{},171,0.34,140,{},434,0.45,12,"{'a': 73, 'both': 3, 'that': 7, 'this': 59, 'some': 2, 'an': 9, 'these': 3, 'the': 274}",82,0.19,230,0.53,56,0.13,0,0,63,0.15,80,0.08,67,{},157,0.16,96,{'statement': 10},236,0.24,147,"{'doctoral': 21, 'central': 17}",1,0.00,1,{'55': 1},360,0.37,22,0.02,14,0.01,84,0.09,13,0.15,13,{},29,0.35,19,"{'newark': 2, 'university': 10}",1,0.00,2,0.00,104,0.11,82,0.79,0,0,22,0.21,119,0.12,82,0.69,0,0,15,0.13,22,0.18,0,0,117,0.12,0,0,14,0.01,3,0.00
theory,11784,9147,0.78,2608,0.22,29,0.00,0,0,2600,0.22,9165,0.78,1597,0.14,4145,0.35,6042,0.51,105,0.01,5650,0.48,1157,0.20,799,0.14,449,0.08,732,0.13,693,0.12,1731,0.31,693,0.12,1731,0.31,3286,0.58,587,"{'be': 740, 'predict': 80, 'suggest': 107, 'explain': 82, 'have': 103, 'hold': 84}",6,2364,0.42,578,"{'be': 186, 'use': 65, 'develop': 81, 'support': 92, 'have': 90, 'test': 85, 'apply': 62}",7,164,0.03,8397,0.71,5297,0.63,2290,{},3100,0.37,1305,{},4463,0.38,21,"{'a': 1018, 'both': 33, 'all': 48, 'that': 66, 'these': 111, 'some': 45, 'an': 95, 'this': 327, 'every': 10, 'another': 29, 'each': 11, 'such': 43, 'the': 2530, 'any': 66, 'those': 24}",1087,0.24,2134,0.48,395,0.09,112,0.03,674,0.15,1831,0.16,772,"{'practice': 146, 'theory': 109}",2769,0.23,922,{'quantum': 94},4775,0.41,1059,"{'general': 106, 'new': 111, 'economic': 138, 'political': 134, 'social': 115}",34,0.00,30,{},1484,0.13,201,0.02,268,0.02,816,0.07,154,0.19,120,{},254,0.31,205,{},8,0.00,27,0.00,1324,0.11,1074,0.81,46,0.03,204,0.15,1566,0.13,1067,0.68,45,0.03,243,0.16,204,0.13,7,0.00,1515,0.13,7,0.00,267,0.02,27,0.00
territory,3112,2240,0.72,868,0.28,4,0.00,0,0,862,0.28,2242,0.72,331,0.11,965,0.31,1816,0.58,22,0.01,1055,0.34,279,0.26,191,0.18,145,0.14,132,0.13,113,0.11,179,0.17,113,0.11,179,0.17,290,0.27,134,{'be': 76},1,765,0.73,217,"{'be': 107, 'defend': 49, 'enter': 26, 'occupy': 24}",4,20,0.02,2376,0.76,1868,0.79,1173,{},508,0.21,390,{},1295,0.42,17,"{'a': 162, 'all': 29, 'that': 16, 'these': 11, 'some': 11, 'an': 19, 'this': 47, 'each': 4, 'the': 980, 'any': 8, 'those': 2}",190,0.15,955,0.74,69,0.05,27,0.02,39,0.03,335,0.11,248,{},439,0.14,275,{'enemy': 33},1452,0.47,430,"{'new': 89, 'own': 44, 'occupied': 155}",36,0.01,28,{'future': 4},522,0.17,20,0.01,95,0.03,144,0.05,30,0.21,30,{},42,0.29,39,{},7,0.00,36,0.01,211,0.07,184,0.87,6,0.03,21,0.10,274,0.09,184,0.67,6,0.02,56,0.20,21,0.08,7,0.03,262,0.08,7,0.00,42,0.01,38,0.01
tendency,2956,2273,0.77,679,0.23,4,0.00,0,0,677,0.23,2268,0.77,367,0.12,127,0.04,2462,0.83,19,0.01,1900,0.64,411,0.22,262,0.14,110,0.06,207,0.11,297,0.16,587,0.31,297,0.16,587,0.31,829,0.44,258,{'be': 357},1,1071,0.56,289,"{'be': 83, 'have': 310, 'show': 32}",3,19,0.01,1646,0.56,745,0.45,536,{},901,0.55,654,{},2031,0.69,17,"{'a': 792, 'both': 2, 'all': 9, 'that': 14, 'these': 47, 'some': 16, 'an': 59, 'this': 170, 'every': 6, 'such': 2, 'the': 874, 'any': 24, 'those': 12}",853,0.42,746,0.37,168,0.08,34,0.02,223,0.11,358,0.12,311,{},122,0.04,104,{},1163,0.39,500,{'natural': 59},0,0.00,0,{},422,0.14,23,0.01,58,0.02,142,0.05,47,0.33,47,{},24,0.17,22,{},12,0.00,16,0.01,871,0.29,838,0.96,2,0.00,31,0.04,1074,0.36,838,0.78,2,0.00,202,0.19,31,0.03,1,0.00,913,0.31,1,0.00,38,0.01,27,0.01
tooth,524,521,0.99,1,0.00,2,0.00,0,0,1,0.00,523,1.00,0,0,225,0.43,299,0.57,0,0.00,242,0.46,85,0.35,32,0.13,26,0.11,26,0.11,19,0.08,52,0.21,19,0.08,52,0.21,64,0.26,46,{'be': 11},1,178,0.74,88,"{'satisfy': 9, 'have': 28}",2,3,0.01,175,0.33,121,0.69,96,{},54,0.31,39,"{'paper': 9, 'tooth': 5}",256,0.49,10,"{'a': 118, 'that': 4, 'an': 3, 'every': 3, 'another': 2, 'each': 9, 'the': 114}",119,0.46,111,0.43,4,0.02,12,0.05,8,0.03,70,0.13,33,"{'nail': 25, 'claw': 4, 'gum': 4}",174,0.33,76,"{'loss': 15, 'enamel': 11, 'decay': 32}",110,0.21,56,{'sweet': 34},6,0.01,5,"{'grip': 1, 'viewpoint': 1, 'crown': 1, 'enamel': 2, 'structure': 1}",45,0.09,0,0.00,5,0.01,22,0.04,7,0.32,5,"{'gaze': 1, 'eye': 3, 'bone': 1, 'zeuglodon': 1, 'blood': 1}",4,0.18,3,"{'process': 1, '5': 2, 'tendency': 1}",0,0.00,1,0.00,131,0.25,118,0.90,0,0,13,0.10,150,0.29,118,0.79,0,0,19,0.13,13,0.09,0,0,143,0.27,0,0,3,0.01,1,0.00
technology,14963,11845,0.79,3114,0.21,4,0.00,0,0,3114,0.21,11843,0.79,2377,0.16,8424,0.56,4162,0.28,71,0.00,7020,0.47,2026,0.29,696,0.10,905,0.13,928,0.13,818,0.12,1550,0.22,818,0.12,1550,0.22,3890,0.55,648,"{'be': 956, 'use': 73, 'help': 67, 'allow': 101, 'make': 152, 'have': 116}",6,3130,0.45,598,"{'be': 220, 'use': 458, 'develop': 148, 'have': 113}",4,133,0.02,7637,0.51,6294,0.82,2296,{},1343,0.18,785,{},3664,0.24,20,"{'a': 471, 'both': 21, 'all': 79, 'that': 49, 'these': 176, 'some': 48, 'what': 3, 'an': 66, 'this': 423, 'every': 11, 'another': 25, 'each': 9, 'such': 5, 'the': 2197, 'any': 51, 'those': 26}",547,0.15,1918,0.52,545,0.15,101,0.03,506,0.14,2921,0.20,1130,{'science': 352},4920,0.33,1560,"{'information': 350, 'computer': 219}",5729,0.38,1003,"{'new': 1226, 'modern': 172, 'other': 146, 'advanced': 183}",68,0.00,48,{'potential': 5},442,0.03,135,0.01,185,0.01,712,0.05,140,0.20,123,{},216,0.30,185,{},19,0.00,33,0.00,708,0.05,525,0.74,36,0.05,147,0.21,1101,0.07,523,0.48,36,0.03,379,0.34,147,0.13,16,0.01,1069,0.07,16,0.00,203,0.01,44,0.00
sympathy,989,858,0.87,128,0.13,3,0.00,0,0,128,0.13,861,0.87,51,0.05,636,0.64,302,0.31,31,0.03,530,0.54,157,0.30,113,0.21,46,0.09,63,0.12,70,0.13,78,0.15,70,0.13,78,0.15,118,0.22,64,{'be': 30},1,412,0.78,126,"{'be': 19, 'show': 18, 'feel': 15, 'express': 28, 'elicit': 14, 'have': 58}",6,11,0.02,658,0.67,384,0.58,301,{},274,0.42,231,{},145,0.15,11,"{'a': 37, 'all': 4, 'that': 3, 'this': 2, 'some': 15, 'an': 6, 'the': 67, 'any': 8}",58,0.40,67,0.46,5,0.03,13,0.09,2,0.01,262,0.26,164,{'empathy': 20},44,0.04,36,{'distress': 5},296,0.30,147,{'little': 26},1,0.00,1,{'lives': 1},157,0.16,2,0.00,15,0.02,50,0.05,19,0.38,19,{},6,0.12,6,"{'jackson': 1, 'f': 1, 'existing': 1, 'bro': 1, 'powers': 1, 'more': 1}",2,0.00,4,0.00,47,0.05,44,0.94,0,0,3,0.06,101,0.10,44,0.44,0,0,50,0.50,3,0.03,4,0.04,91,0.09,4,0.00,42,0.04,5,0.01
supply,5949,4021,0.68,1928,0.32,0,0,0,0,1928,0.32,4020,0.68,1593,0.27,1885,0.32,2471,0.42,20,0.00,3076,0.52,1011,0.33,447,0.15,392,0.13,330,0.11,355,0.12,508,0.17,355,0.12,508,0.17,1053,0.34,316,{'be': 296},1,2023,0.66,489,"{'provide': 67, 'increase': 55, 'have': 110, 'be': 182}",4,48,0.02,3590,0.60,1961,0.55,1117,{},1629,0.45,923,{},1830,0.31,19,"{'a': 508, 'both': 7, 'all': 20, 'any': 2, 'that': 7, 'these': 17, 'some': 9, 'an': 161, 'this': 18, 'which': 2, 'half': 3, 'such': 2, 'neither': 2, 'the': 1065, 'those': 3}",663,0.36,997,0.54,39,0.02,14,0.01,102,0.06,1311,0.22,673,{'demand': 206},3133,0.53,674,"{'oil': 88, 'power': 183, 'food': 322, 'money': 89, 'water': 399, 'blood': 91}",1904,0.32,522,"{'adequate': 57, 'short': 151, 'steady': 53}",5,0.00,4,"{'me': 1, 'switches': 1, 'background': 1, 'input': 2}",657,0.11,12,0.00,121,0.02,248,0.04,63,0.25,60,{},61,0.25,59,{},18,0.00,30,0.01,674,0.11,654,0.97,2,0.00,18,0.03,861,0.14,652,0.76,2,0.00,188,0.22,18,0.02,1,0.00,812,0.14,1,0.00,68,0.01,42,0.01
subsidy,1378,363,0.26,1015,0.74,0,0,0,0,1015,0.74,363,0.26,875,0.63,116,0.08,387,0.28,17,0.01,704,0.51,199,0.28,107,0.15,97,0.14,105,0.15,110,0.16,84,0.12,110,0.16,84,0.12,333,0.47,153,{'be': 65},1,371,0.53,137,"{'receive': 29, 'be': 19, 'provide': 30, 'reduce': 21, 'eliminate': 19}",5,23,0.03,830,0.60,554,0.67,371,{},276,0.33,196,{},342,0.25,13,"{'a': 91, 'both': 3, 'all': 7, 'that': 6, 'these': 18, 'some': 5, 'an': 12, 'this': 12, 'such': 2, 'the': 173, 'any': 5, 'those': 7}",103,0.30,154,0.45,33,0.10,10,0.03,38,0.11,320,0.23,197,{},506,0.37,154,"{'taxpayer': 17, 'government': 102, 'farm': 28, 'tax': 30, 'state': 29, 'export': 16}",448,0.33,182,"{'federal': 44, 'agricultural': 19, 'public': 22}",2,0.00,2,"{'memberships': 1, 'costs': 1}",43,0.03,14,0.01,20,0.01,106,0.08,17,0.16,16,{'laws': 2},36,0.34,33,{},0,0.00,7,0.01,112,0.08,96,0.86,2,0.02,14,0.12,126,0.09,95,0.75,2,0.02,15,0.12,14,0.11,0,0,122,0.09,0,0,38,0.03,6,0.00
stupidity,103,96,0.93,7,0.07,0,0,0,0,7,0.07,96,0.93,3,0.03,54,0.52,46,0.45,0,0.00,22,0.21,4,0.18,3,0.14,4,0.18,4,0.18,2,0.09,3,0.14,2,0.09,3,0.14,9,0.41,9,"{'render': 1, 'die': 1, 'make': 1, 'bring': 1, 'equate': 1, 'stand': 1, 'become': 1, 'bore': 1, 'boggle': 1}",9,13,0.59,12,{'be': 2},1,0,0.00,87,0.84,70,0.80,68,{},17,0.20,17,{},21,0.20,4,"{'a': 3, 'this': 1, 'the': 16, 'another': 1}",3,0.14,15,0.71,1,0.05,0,0,2,0.10,41,0.40,37,{},5,0.05,5,"{'ze': 1, 'betrayal': 1, 'craven': 1, 'word': 1, 'afternoon': 1}",33,0.32,27,{'human': 5},0,0.00,0,{},25,0.24,0,0.00,3,0.03,8,0.08,3,0.38,3,"{'stubbornness': 1, 'pathology': 1, 'futility': 1}",1,0.12,1,{'107': 1},0,0.00,0,0.00,3,0.03,3,1.00,0,0,0,0,5,0.05,3,0.60,0,0,2,0.40,0,0,0,0,5,0.05,0,0,0,0,0,0
study,39111,23555,0.60,15512,0.40,44,0.00,0,0,15512,0.40,23552,0.60,11110,0.28,4263,0.11,23738,0.61,200,0.01,16815,0.43,2518,0.15,4831,0.29,702,0.04,3412,0.20,2446,0.15,2770,0.16,2446,0.15,2770,0.16,12576,0.75,878,"{'compare': 94, 'have': 162, 'show': 1240, 'focus': 190, 'say': 93, 'determine': 95, 'find': 1073, 'use': 143, 'confirm': 110, 'provide': 206, 'suggest': 550, 'support': 110, 'conclude': 160, 'indicate': 386, 'conduct': 213, 'include': 188, 'do': 117, 'report': 250, 'be': 1207, 'reveal': 235, 'examine': 287, 'investigate': 102, 'demonstrate': 178}",23,4239,0.25,668,"{'do': 187, 'begin': 112, 'complete': 100, 'be': 447, 'make': 110, 'publish': 69, 'conduct': 281, 'teach': 74, 'include': 104}",9,361,0.02,28837,0.74,18866,0.65,3802,"{'found': 397, 'used': 466, 'results': 682}",9971,0.35,3614,{},19829,0.51,25,"{'a': 4964, 'both': 91, 'all': 116, 'another': 255, 'that': 106, 'these': 681, 'the': 8513, 'some': 269, 'an': 482, 'this': 4083, 'every': 21, 'either': 8, 'which': 3, 'each': 40, 'such': 30, 'neither': 5, 'any': 67, 'those': 88}",4301,0.22,6982,0.35,3928,0.20,171,0.01,4366,0.22,2774,0.07,1319,{},8357,0.21,2141,{'case': 621},14800,0.38,1472,"{'such': 195, 'scientific': 168, 'many': 220, 'earlier': 192, 'current': 231, 'few': 215, 'american': 171, 'other': 517, 'recent': 1037, 'social': 795, 'further': 242, 'new': 228, 'several': 373, 'numerous': 160, 'present': 919, 'previous': 345}",223,0.01,111,"{'author': 12, 'results': 12, 'findings': 25, 'authors': 13}",2689,0.07,2044,0.05,483,0.01,1904,0.05,293,0.15,237,{},659,0.35,439,{},27,0.00,64,0.00,6555,0.17,4344,0.66,500,0.08,1711,0.26,6750,0.17,4278,0.63,500,0.07,259,0.04,1711,0.25,2,0.00,6700,0.17,2,0.00,560,0.01,77,0.00
strategy,11383,6483,0.57,4882,0.43,18,0.00,0,0,4882,0.43,6479,0.57,3570,0.31,1351,0.12,6462,0.57,84,0.01,6752,0.59,1939,0.29,1094,0.16,789,0.12,881,0.13,709,0.11,1228,0.18,709,0.11,1228,0.18,3349,0.50,575,"{'be': 925, 'use': 61, 'help': 79, 'work': 114, 'have': 74, 'include': 70}",6,3403,0.50,605,"{'be': 329, 'use': 225, 'develop': 203, 'pursue': 63, 'adopt': 92, 'have': 82}",6,124,0.02,5248,0.46,3751,0.71,1671,{},1497,0.29,923,{},5019,0.44,22,"{'a': 1705, 'both': 23, 'all': 26, 'that': 73, 'these': 225, 'some': 62, 'what': 11, 'whatever': 3, 'an': 273, 'this': 478, 'every': 8, 'another': 78, 'each': 29, 'such': 82, 'the': 1868, 'any': 50, 'those': 19}",1905,0.38,1460,0.29,550,0.11,94,0.02,916,0.18,1648,0.14,842,{},3530,0.31,1068,"{'teaching': 126, 'management': 108}",5082,0.45,1134,"{'new': 201, 'effective': 148}",11,0.00,10,{'elements': 2},1287,0.11,331,0.03,206,0.02,532,0.05,128,0.24,116,{},138,0.26,119,{},44,0.00,77,0.01,2270,0.20,1894,0.83,54,0.02,322,0.14,2408,0.21,1887,0.78,54,0.02,145,0.06,322,0.13,0,0,2360,0.21,0,0,207,0.02,94,0.01
story,21177,14339,0.68,6821,0.32,17,0.00,0,0,6816,0.32,14348,0.68,3733,0.18,1436,0.07,16008,0.76,168,0.01,12201,0.58,2710,0.22,2522,0.21,979,0.08,1203,0.10,1512,0.12,2981,0.24,1512,0.12,2981,0.24,5072,0.42,815,"{'be': 1447, 'begin': 118, 'make': 85, 'have': 149, 'go': 138, 'tell': 228}",6,7129,0.58,819,"{'be': 958, 'run': 106, 'read': 186, 'make': 95, 'share': 106, 'write': 237, 'see': 174, 'hear': 211, 'have': 250, 'tell': 1569}",10,239,0.02,12260,0.58,6905,0.56,2617,{},5355,0.44,2711,{},12809,0.60,25,"{'a': 3094, 'both': 34, 'what': 6, 'which': 5, 'that': 143, 'these': 269, 'each': 36, 'some': 63, 'all': 98, 'an': 207, 'this': 765, 'every': 48, 'another': 200, 'half': 13, 'such': 20, 'the': 7684, 'quite': 6, 'any': 38, 'those': 74}",3222,0.25,6664,0.52,1065,0.08,139,0.01,1612,0.13,1833,0.09,1046,{},3928,0.19,1322,"{'news': 155, 'life': 135, 'cover': 220, 'success': 289}",5908,0.28,1196,"{'own': 139, 'many': 123, 'different': 189, 'short': 417, 'whole': 205}",124,0.01,96,{},2933,0.14,569,0.03,591,0.03,1304,0.06,288,0.22,229,{},364,0.28,258,{},59,0.00,114,0.01,3927,0.19,3238,0.82,145,0.04,544,0.14,4367,0.21,3213,0.74,145,0.03,463,0.11,544,0.12,2,0.00,4233,0.20,2,0.00,406,0.02,137,0.01
solidarity,657,638,0.97,12,0.02,7,0.01,0,0,11,0.02,645,0.98,10,0.02,530,0.81,117,0.18,2,0.00,252,0.38,84,0.33,44,0.17,31,0.12,25,0.10,19,0.08,43,0.17,19,0.08,43,0.17,85,0.34,51,{'be': 25},1,167,0.66,87,"{'promote': 10, 'show': 9}",2,4,0.02,472,0.72,356,0.75,263,{},116,0.25,98,{},70,0.11,9,"{'a': 13, 'both': 2, 'all': 1, 'that': 1, 'this': 2, 'some': 1, 'an': 7, 'the': 41, 'any': 2}",21,0.30,35,0.50,3,0.04,3,0.04,8,0.11,159,0.24,117,{},96,0.15,45,"{'movement': 7, 'group': 14, 'community': 7, 'family': 12, 'class': 7}",235,0.36,114,"{'ethnic': 16, 'human': 12, 'social': 25}",0,0.00,0,{},44,0.07,2,0.00,8,0.01,30,0.05,8,0.27,8,"{'power': 1, 'rules': 1, 'cohesion': 1, 'mm': 1, 'values': 1, 'fraternity': 1, 'ugliness': 1, 'forgiveness': 1}",7,0.23,7,"{'yearnings': 1, 'culture': 1, 'nation': 1, 'efficiency': 1, 'conceptions': 1, 'position': 1, 'tilley': 1}",0,0.00,1,0.00,24,0.04,20,0.83,0,0,4,0.17,42,0.06,20,0.48,0,0,17,0.40,4,0.10,1,0.02,41,0.06,1,0.00,6,0.01,1,0.00
society,16707,13922,0.83,2757,0.17,28,0.00,0,0,2751,0.16,13937,0.83,2029,0.12,7944,0.48,6734,0.40,69,0.00,4783,0.29,1266,0.26,725,0.15,327,0.07,646,0.14,542,0.11,1235,0.26,542,0.11,1235,0.26,2909,0.61,676,"{'be': 619, 'have': 151}",2,1874,0.39,544,"{'be': 232, 'create': 80}",2,161,0.03,12233,0.73,10739,0.88,3583,{},1494,0.12,777,{},5341,0.32,20,"{'a': 2458, 'both': 31, 'all': 122, 'another': 17, 'that': 77, 'these': 62, 'some': 31, 'an': 264, 'this': 150, 'every': 53, 'either': 3, 'which': 3, 'each': 29, 'such': 25, 'the': 1908, 'any': 84, 'those': 19}",2672,0.50,1781,0.33,279,0.05,255,0.05,322,0.06,2139,0.13,887,{'culture': 95},1920,0.11,885,{},7837,0.47,1147,"{'civil': 628, 'modern': 236, 'american': 508, 'other': 141, 'western': 163, 'human': 166, 'democratic': 212}",602,0.04,367,{},1333,0.08,136,0.01,314,0.02,608,0.04,112,0.18,97,{},192,0.32,168,{},19,0.00,71,0.00,2953,0.18,2665,0.90,79,0.03,209,0.07,3208,0.19,2658,0.83,78,0.02,245,0.08,209,0.07,18,0.01,3119,0.19,18,0.00,228,0.01,79,0.00
slavery,1101,1085,0.99,1,0.00,15,0.01,0,0,0,0,1100,1.00,0,0,1079,0.98,22,0.02,5,0.00,314,0.29,77,0.25,116,0.37,27,0.09,38,0.12,13,0.04,40,0.13,13,0.04,40,0.13,139,0.44,58,"{'be': 60, 'exist': 7, 'abolish': 6}",3,175,0.56,82,"{'be': 14, 'end': 14, 'abolish': 16}",3,11,0.04,788,0.72,702,0.89,432,{},86,0.11,67,{'america': 8},17,0.02,5,"{'a': 2, 'both': 2, 'the': 10, 'those': 1, 'that': 2}",2,0.12,10,0.59,3,0.18,0,0,2,0.12,193,0.18,130,{},83,0.08,62,{'issue': 7},80,0.07,46,"{'american': 5, 'white': 5, 'sexual': 7, 'chattel': 7}",12,0.01,11,{'defenders': 2},4,0.00,0,0.00,9,0.01,40,0.04,7,0.17,7,"{'douglass': 1, 'ourself': 1, 'capitalism': 1, 'uncompromisable': 1, 'rebellion': 1, 'tariff': 1, 'subject': 1}",13,0.33,13,{},2,0.00,5,0.00,4,0.00,2,0.50,0,0,2,0.50,17,0.02,2,0.12,0,0,13,0.76,2,0.12,0,0,17,0.02,0,0,16,0.01,6,0.01
sixty,576,109,0.19,464,0.81,3,0.01,0,0,464,0.81,109,0.19,79,0.14,90,0.16,407,0.71,2,0.00,109,0.19,16,0.15,48,0.44,4,0.04,14,0.13,17,0.16,10,0.09,17,0.16,10,0.09,49,0.45,32,"{'be': 12, 'make': 4}",2,60,0.55,25,"{'be': 30, 'reach': 3}",2,2,0.02,422,0.73,392,0.93,316,{},30,0.07,28,{'them': 3},361,0.63,4,"{'a': 4, 'the': 354, 'some': 2, 'another': 1}",6,0.02,341,0.94,0,0,0,0,14,0.04,143,0.25,46,"{'fifty': 7, 'seventies': 53, 'seventy': 8, 'fifties': 29}",65,0.11,49,{'age': 8},133,0.23,18,"{'past': 3, 'his': 2, 'her': 2, 'radical': 3, 'early': 41, 'middle': 2, 'late': 68, 'mere': 2}",8,0.01,8,"{'generation': 1, 'rebellions': 1, 'project': 1, 'ideal': 1, 'preoccupation': 1, 'employment': 1, 'currents': 1, 'balladry': 1}",43,0.07,4,0.01,34,0.06,32,0.06,5,0.16,5,"{'dad': 1, 'mother': 1, 'time': 1, 'crowd': 1, 'more': 1}",11,0.34,11,{},1,0.00,7,0.01,6,0.01,5,0.83,0,0,1,0.17,10,0.02,4,0.40,0,0,5,0.50,1,0.10,0,0,10,0.02,0,0,4,0.01,8,0.01
sexuality,1122,1111,0.99,6,0.01,5,0.00,0,0,4,0.00,1116,0.99,3,0.00,773,0.69,346,0.31,3,0.00,312,0.28,79,0.25,33,0.11,32,0.10,58,0.19,27,0.09,77,0.25,27,0.09,77,0.25,169,0.54,88,{'be': 62},1,143,0.46,94,{},0,5,0.02,830,0.74,726,0.87,497,{},104,0.13,86,{},81,0.07,10,"{'a': 24, 'all': 3, 'that': 3, 'this': 2, 'some': 2, 'an': 2, 'the': 42}",27,0.33,37,0.46,6,0.07,3,0.04,7,0.09,326,0.29,190,{'gender': 22},78,0.07,53,{},356,0.32,129,"{'own': 23, 'teenage': 13, 'male': 23, 'female': 56, 'human': 59}",1,0.00,1,{'place': 1},264,0.24,2,0.00,15,0.01,96,0.09,23,0.24,23,{},25,0.26,22,{},0,0.00,3,0.00,28,0.02,26,0.93,0,0,2,0.07,57,0.05,26,0.46,0,0,27,0.47,2,0.04,2,0.04,54,0.05,2,0.00,8,0.01,3,0.00
sensitivity,1631,1483,0.91,125,0.08,23,0.01,0,0,120,0.07,1506,0.92,83,0.05,928,0.57,620,0.38,6,0.00,868,0.53,242,0.28,118,0.14,78,0.09,94,0.11,105,0.12,220,0.25,105,0.12,220,0.25,286,0.33,129,{'be': 83},1,582,0.67,195,"{'increase': 40, 'demonstrate': 20, 'develop': 21, 'have': 55, 'show': 24}",5,13,0.01,1067,0.65,588,0.55,427,{},479,0.45,378,{},387,0.24,10,"{'a': 115, 'all': 2, 'that': 5, 'these': 3, 'some': 2, 'an': 13, 'this': 21, 'the': 220, 'any': 5}",125,0.32,199,0.51,20,0.05,7,0.02,35,0.09,428,0.26,286,{},327,0.20,163,"{'training': 21, 'disgust': 18}",646,0.40,240,"{'environmental': 38, 'cultural': 25, 'greater': 38}",2,0.00,2,"{'head': 1, 'clock': 1}",228,0.14,5,0.00,26,0.02,118,0.07,29,0.25,29,{},30,0.25,29,{},1,0.00,4,0.00,126,0.08,124,0.98,0,0,2,0.02,215,0.13,124,0.58,0,0,87,0.40,2,0.01,2,0.01,198,0.12,2,0.00,19,0.01,5,0.00
self,4164,3712,0.89,409,0.10,43,0.01,0,0,397,0.10,3747,0.90,158,0.04,1481,0.36,2525,0.61,35,0.01,1461,0.35,368,0.25,130,0.09,189,0.13,163,0.11,139,0.10,441,0.30,139,0.10,441,0.30,595,0.41,254,{'be': 198},1,866,0.59,365,{'be': 104},1,52,0.04,2471,0.59,2151,0.87,1091,{'sense': 168},320,0.13,235,{},1729,0.42,16,"{'a': 223, 'both': 7, 'all': 7, 'that': 21, 'this': 24, 'some': 4, 'an': 40, 'these': 11, 'every': 4, 'another': 4, 'each': 5, 'such': 4, 'the': 1369, 'any': 3, 'those': 2}",258,0.15,1314,0.76,51,0.03,15,0.01,82,0.05,711,0.17,336,"{'world': 37, 'self': 42, 'other': 52, 'others': 42}",617,0.15,289,{'esteem': 53},1454,0.35,526,"{'own': 58, 'true': 68, 'inner': 75}",25,0.01,25,{},766,0.18,35,0.01,80,0.02,386,0.09,70,0.18,54,{'self': 12},123,0.32,95,{'self': 12},11,0.00,18,0.00,313,0.08,269,0.86,9,0.03,35,0.11,410,0.10,269,0.66,7,0.02,97,0.24,35,0.09,2,0.00,404,0.10,2,0.00,87,0.02,25,0.01
