sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The Adversary System <p> The trial of criminal cases is based on the adversary system of justice , in which the prosecution and the defense are pitted against each other in a kind of stylized battle .",justice,"case(justice-17, of-16) ref(justice-17, which-20) acl:relcl(justice-17, pitted-27) nmod:of(system-15, justice-17) nmod:in(pitted-27, justice-17) ",NN,,,,,,,,"of system, in pitted","of, in","system, pitted",,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
The criminal justice system does not function properly unless persons accused of crime receive competent and aggressive representation .,justice,"compound(system-4, justice-3) ",NN,,VB,function,function,,,not,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,verdical
"Throughout his years as a child molester , Dodd showed a gift for rebuking the justice system .",justice,"compound(system-17, justice-16) ",NN,,VBG,,,rebuking,rebuke,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"A bunch of ordinary citizens , led by a reluctant but idealistic cowboy , tries to see that justice is done -- but ends up in a showdown with some barons of Big Business .",justice,"nsubjpass(done-21, justice-19) ",NN,,VBN,done,do,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Almost 25 years later , with a multigenerational membership , a global reach , and a vision of peace and justice for all , Kuhn 's group has become one of the most influential grassroots organizations in the world .",justice,"nmod:of(vision-17, justice-21) conj:and(peace-19, justice-21) ",NN,,,,,,,,of vision,of,vision,,,,and,peace,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Miller describes the environmental justice movement as "" liberating , "" not only because it addresses life-and-death issues for communities , but because it has been so empowering for women to work in . """,justice,"compound(movement-6, justice-5) ",NN,,VBZ,,,describes,describe,,,,,,,,,,movement,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
It 's different from any social justice movement I 've ever been part of before .,justice,"compound(movement-8, justice-7) ",NN,,,,,,,,,,,,,,,,movement,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Despite her desire to one day be chief justice or president of the U.S. , Lisa says , "" I imagine that in 20 years -- as during the past five seasons -- I shall find myself still in the second grade at Springfield Elementary . """,justice,"nmod:despite(justice-9, desire-3) cop(justice-9, be-7) amod(justice-9, chief-8) cc(justice-9, or-10) conj:or(justice-9, president-11) nmod:of(justice-9, U.S.-14) ccomp(says-17, justice-9) ",NN,,VBZ,,,says,say,,despite desire,despite,,desire,,,or,president,,chief,[0.11458333333333334],[0.060833333333333336],[0.00625],[0.15],[0.12958333333333333],[0.038125],[0.08895833333333332],[0.0525],[0.14916666666666667],[0.0725],[0.0725],[0.035],[0.03],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"( Photo omitted ) Focusing on civil rights and economic and environmental justice the group uses door-to-door surveys , house meetings , and a range of other tactics to assess community needs and build organizations .",justice,"amod(justice-13, economic-10) amod(justice-13, environmental-12) dep(justice-13, group-15) conj:and(Focusing-5, justice-13) nsubj(uses-16, justice-13) ",NN,,VBZ,uses,use,,,,,,,,,,and,focusing,,"economic, environmental","[0.017708333333333333, 0.06208333333333333]","[0.04625, 0.030833333333333334]","[0.00625, 0.0125]","[0.071875, 0.08395833333333334]","[0.11458333333333334, 0.18583333333333332]","[0.014583333333333332, 0.0475]","[0.1758333333333333, 0.08625]","[0.0575, 0.1275]","[0.08791666666666668, 0.10291666666666668]","[0.028333333333333335, 0.053125]","[0.23, 0.1225]","[0.01, 0.0275]","[0.13916666666666666, 0.0575]",,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"Early on , Thomas ' experiences as an antiapartheid activist convinced her that the social justice can be achieved only through a globalized strategy .",justice,"det(justice-16, the-14) amod(justice-16, social-15) nsubjpass(achieved-19, justice-16) ",NN,,VBN,achieved,achieve,,,,,,,,the,definite article,,,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Born poor , queer , and despised , I have always known myself to be one of many -- strong not because I was different , but because I was part of a nation just like me , human and fragile and stubborn and hungry for justice in an unjust world .",justice,"case(justice-47, for-46) nmod:for(hungry-45, justice-47) ",NN,,,,,,,,for hungry,for,hungry,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"I joined a small nation of would-be revolutionaries , queers and feminists and working-class escapees , dreamers most of us , who dreamed of a world in which no one was denied justice , no one was hated for their origins , color , beliefs , or sexuality .",justice,"dobj(denied-32, justice-33) ",NN,,VBN,,,denied,deny,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"But the pressure of women 's movements , with their insistence on the uncompromised principles of bodily integrity , equality , cultural diversity , and economic justice will continue to build .",justice,"amod(justice-27, economic-26) nmod:of(principles-15, justice-27) conj:and(integrity-18, justice-27) ",NN,,,,,,,,of principles,of,principles,,,,and,integrity,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,,,unknown,unknown
"It calls for giving substantial funds to states and localities for education , rape crisis hotlines , training of justice personnel , victim services , and special units of police and prosecutors to deal with crimes against women .",justice,"compound(personnel-21, justice-20) ",NN,,,,,,,,,,,,,,,,personnel,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"While it is critical that domestic violence cases be taken more seriously by the police and criminal justice system , it is equally important to examine and to change underlying social attitudes and practices that promote and excuse domestic violence .",justice,"compound(system-19, justice-18) ",NN,,,,,,,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"There is no denying that I relish center stage , but this is poetic justice from hell .",justice,"nsubj(justice-15, this-12) cop(justice-15, is-13) amod(justice-15, poetic-14) nmod:from(justice-15, hell-17) conj:but(is-2, justice-15) ",NN,,VBZ,,,is,be,,from hell,from,,hell,,,but,is,,poetic,[0.06416666666666666],[0.025],[0.0175],[0.0625],[0.04083333333333333],[0.055],[0.09666666666666666],[0.0125],[0.0575],[0.14833333333333332],[0.0775],[0.305],[0.0375],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"By sponsoring a system that enables some districts to be far more zealous than others , the agency denies evenhanded tax justice to many .",justice,"amod(justice-22, evenhanded-20) compound(justice-22, tax-21) dobj(denies-19, justice-22) ",NN,,VBZ,,,denies,deny,,,,,,,,,,tax,evenhanded,[0.015],[0.02],[0.005],[0.1825],[0.0325],[0.06562499999999999],[0.11354166666666667],[0.0],[0.0625],[0.20833333333333331],[0.1225],[0.1525],[0.02],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"I remember Hemingway 's remark that words like courage , justice , and duty held little meaning and in some ways were obscene .",justice,"conj(courage-9, justice-11) ",NN,,,,,,,,,,,,,,,courage,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Today , I am happy to report , for I am a member and the Academy 's house lies just around the comer from my own , people of all shapes , sexes , colors , and backgrounds cavort in one of the oldest intellectual societies of our land with liberty and justice for all . )",justice,"nmod:with(cavort-39, justice-53) conj:and(liberty-51, justice-53) ",NN,,,,,,,,with cavort,with,cavort,,,,and,liberty,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"With Western aid he is rebuilding a cowed and withered judiciary -- he told me there were only "" three or four "" high-court justices left in the entire country when he came to power .",justices,"amod(justices-25, high-court-24) nsubj(left-26, justices-25) ",NNS,,VBD,left,leave,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"In 1970 Congress repealed almost all the mandatory penalties for drug offenders , an act celebrated by , among others , Congressman George Bush , who predicted that these "" penal reforms "" would "" result in better justice and more appropriate sentences . """,justice,"amod(justice-39, better-38) cc(justice-39, and-40) conj:and(justice-39, appropriate-42) compound(sentences-43, justice-39) ",NN,,,,,,,,,,,,,,and,appropriate,sentences,better,[0.058583333333333334],[0.064875],[0.037166666666666674],[0.094875],[0.12279166666666667],[0.0425],[0.11104166666666668],[0.0525],[0.10566666666666669],[0.0475],[0.07],[0.03],[0.1625],,,,,,,,,,,,singular,linked,,,unknown,unknown
"You see , Cooper v. Aaron was an extraordinary case not only because of its intrinsic legal and political significance , not only because it is one of a handful of cases for which the Court convened a special session , and not only because the opinion is the only one ever to have been signed individually by all nine justices , but also because it was argued twice , for several hours on each occasion , in the span of two weeks .",justices,"case(justices-61, by-58) det(justices-61, all-59) nummod(justices-61, nine-60) nmod:by(signed-56, justices-61) ",NNS,,,,,,,,by signed,by,signed,,all,quantifier,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,nine,,,,,,,nine,other,plural,linked,,O-DEN,countable,unknown
Late that same afternoon the justices met in conference and opted for the second alternative : to tackle the merits of the delay issue before the start of school .,justices,"det(justices-6, the-5) dep(afternoon-4, justices-6) ",NNS,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
Irons also omits the portions of the argument in which Kunstler starts commenting on the oral argument in the case that preceded his on the Court 's docket and in which he repeatedly insults the sensibilities of those justices -- including the potential swing vote Justice John Paul Stevens -- who happen to regard the American flag with somewhat greater reverence than Kunstler does .,justices,"case(justices-39, of-37) det(justices-39, those-38) nmod:including(justices-39, Stevens-49) ref(justices-39, who-51) acl:relcl(justices-39, happen-52) nmod:of(sensibilities-36, justices-39) nsubj(happen-52, justices-39) nsubj(regard-54, justices-39) ",NNS,,VBP,happen,happen,,,,"including Stevens, of sensibilities","including, of",sensibilities,stevens,those,demonstrative,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,plural,,unknown,unknown
"Some Protestants took up the new Social Gospel , which preached material as well as spiritual improvement of poor people 's lives , but in general the Protestant churches did not encourage trade unionism , racial justice , the feminist movement , or interdenominational unity .",justice,"amod(justice-37, racial-36) dobj(encourage-32, justice-37) conj:or(unionism-34, justice-37) ",NN,,VB,,,encourage,encourage,not,,,,,,,or,unionism,,racial,[0.0525],[0.07516666666666666],[0.0125],[0.11125],[0.07],[0.03625],[0.16375],[0.025],[0.07250000000000001],[0.049166666666666664],[0.0975],[0.17691666666666667],[0.0575],,,,,,,,,,,,singular,linked,ambiguous,,unknown,verdical
"The juvenile justice system , the youth center , and child-labor laws are all part of that institutional legacy .",justice,"compound(system-4, justice-3) ",NN,,VBP,are,be,,,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,plural,EX-PL,countable,unknown
is a professor of criminal justice and the former president of the Academy of Criminal Justice Sciences .,justice,"case(justice-6, of-4) amod(justice-6, criminal-5) nmod:of(professor-3, justice-6) ",NN,,,,,,,,of professor,of,professor,,,,,,,criminal,[0.0725],[0.023125],[0.015],[0.10275000000000001],[0.055],[0.045],[0.13125],[0.015],[0.081625],[0.04724999999999999],[0.21],[0.059000000000000004],[0.1425],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Surely there had to be something more to the story , something important , for God 's sake , some civilized message about sports , or the predicament of women , or racial prejudice , or the system of criminal justice -- something that could be dressed up in the costume of an issue .",justice,"case(justice-41, of-39) amod(justice-41, criminal-40) nmod:of(system-38, justice-41) ",NN,,,,,,,,of system,of,system,,,,,,,criminal,[0.0725],[0.023125],[0.015],[0.10275000000000001],[0.055],[0.045],[0.13125],[0.015],[0.081625],[0.04724999999999999],[0.21],[0.059000000000000004],[0.1425],,,,,,,,,,,,singular,linked,,,unknown,unknown
"We 're conditioned to believe that if we 're quiet now , we will ultimately be in a better position to do justice -- to do the right thing later .",justice,"acl(justice-23, do-26) dobj(do-22, justice-23) ",NN,,VB,,,do,do,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"In the area of criminal justice , an anti-incarceration outlook took hold that said , in effect , society 's response to criminal behavior should be rehabilitation , not punishment .",justice,"case(justice-6, of-4) amod(justice-6, criminal-5) nmod:of(area-3, justice-6) ",NN,,,,,,,,of area,of,area,,,,,,,criminal,[0.0725],[0.023125],[0.015],[0.10275000000000001],[0.055],[0.045],[0.13125],[0.015],[0.081625],[0.04724999999999999],[0.21],[0.059000000000000004],[0.1425],,,,,,,,,,,,singular,linked,,,unknown,unknown
* Reform of the juvenile criminal justice system ( including trying as adults juveniles who commit violent crimes ) .,justice,"compound(system-8, justice-7) ",NN,,,,,,,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
* Increased attention to victims ' rights and roles in the criminal justice process .,justice,"compound(process-14, justice-13) ",NN,,,,,,,,,,,,,,,,process,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In the 1960s , an aroused citizenry that focused on an evil -- legally sanctioned racism -- ended racial discrimination under the law and furthered the cause of justice .",justice,"case(justice-29, of-28) nmod:of(cause-27, justice-29) ",NN,,,,,,,,of cause,of,cause,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
They revealed that he was directly involved in the cover-up -- in the criminal obstruction of justice .,justice,"case(justice-17, of-16) nmod:of(obstruction-15, justice-17) ",NN,,,,,,,,of obstruction,of,obstruction,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Take , for instance , the area of criminology and the administration of criminal justice .",justice,"case(justice-15, of-13) amod(justice-15, criminal-14) nmod:of(administration-12, justice-15) ",NN,,,,,,,,of administration,of,administration,,,,,,,criminal,[0.0725],[0.023125],[0.015],[0.10275000000000001],[0.055],[0.045],[0.13125],[0.015],[0.081625],[0.04724999999999999],[0.21],[0.059000000000000004],[0.1425],,,,,,,,,,,,singular,linked,,,unknown,unknown
The penal law serves two functions : as a deterrent against criminal acts and as a hook to bring those who have not been deterred into the system of criminal justice .,justice,"case(justice-31, of-29) amod(justice-31, criminal-30) nmod:of(system-28, justice-31) ",NN,,,,,,,,of system,of,system,,,,,,,criminal,[0.0725],[0.023125],[0.015],[0.10275000000000001],[0.055],[0.045],[0.13125],[0.015],[0.081625],[0.04724999999999999],[0.21],[0.059000000000000004],[0.1425],,,,,,,,,,,,singular,linked,,,unknown,unknown
"To go one step further , should the bishops wish to stress what they have in common with the gay community rather than what separates them , they should place greater emphasis on the traditional Catholic values of community , social justice and the meaning of suffering , each of which , I believe , speaks to the needs and aspirations of many gay men and lesbians today .",justice,"amod(justice-42, social-41) nmod:of(values-37, justice-42) conj:and(community-39, justice-42) ",NN,,,,,,,,of values,of,values,,,,and,community,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,,,unknown,unknown
AIDS activists who have fought long and hard to participate in the deliberation of medical scientists and government policy-makers might find these words of the American bishops affirming : Basic justice demands the establishment of minimum levels of participation in the life of the human community for all persons .,justice,"compound(justice-31, Basic-30) nsubj(demands-32, justice-31) ",NN,,VBZ,demands,demand,,,,,,,,,,,,basic,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"Stated positively , justice demands that social institutions be ordered in a way that guarantees all persons the ability to participate in the economic , political and cultural life of society .",justice,"nsubj(demands-5, justice-4) ",NN,,VBZ,demands,demand,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"Catholic social theories of social justice , although frequently disregarded by the church in its own internal practice , nevertheless provide a theoretical and moral framework that those working in this epidemic could find both affirming and politically useful .",justice,"case(justice-6, of-4) amod(justice-6, social-5) nmod:of(theories-3, justice-6) ",NN,,,,,,,,of theories,of,theories,,,,,,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,,,unknown,unknown
"In fact , it was one of the reasons why I wanted to be U.S. Attorney so I could try to turn that around and do things in the community that would prevent people from becoming involved in the criminal justice system and to harness that talent , that energy , in more positive ways . """,justice,"compound(system-42, justice-41) ",NN,,,,,,,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"I was annoyed that the media , encouraged by incriminating news leaks from Los Angeles justice officials , seemed to delight in the fall of this "" all-American hero "" -- O.J.",justice,"compound(officials-17, justice-16) ",NN,,,,,,,,,,,,,,,,officials,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Those Blacks who believe that loving White people forfeits your right to justice and Black support forget that most Black people would then run the risk of winding up in jail , if not the chair .",justice,"cc(justice-13, and-14) conj:and(justice-13, Black-15) compound(support-16, justice-13) ",NN,,,,,,,,,,,,,,and,black,support,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"By 1930 , "" he said , "" I had become convinced that the basic policies and ideals of the NAACP must be modified and changed ; that in a world where economic dislocation has become as great as in ours , a mere appeal based on the old liberalism , a mere appeal to justice and further effort at legal decision , was missing the essential need ; that the essential need was to guard and better the chances of Negroes , educated and ignorant , to earn a living , safeguard their income , and raise the level of employment .",justice,"cc(justice-56, and-57) conj:and(justice-56, further-58) compound(effort-59, justice-56) ",NN,,,,,,,,,,,,,,and,further,effort,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
My prayer for the Christmas season is that more of us will be inspired to make our lives available to God for the divine mission of justice and peace on the earth .,justice,"case(justice-27, of-26) cc(justice-27, and-28) conj:and(justice-27, peace-29) nmod:of(mission-25, justice-27) ",NN,,,,,,,,of mission,of,mission,,,,and,peace,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In the memory of this man who gave his life to the nonviolent struggle for justice , we all must keep the dream alive .",justice,"case(justice-16, for-15) nmod:for(gave-8, justice-16) ",NN,,,,,,,,for gave,for,gave,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"FORMER PRESIDENT JIMMY CARTER Our nation was founded on the ideals of freedom , justice and equality .",justice,"nmod:of(ideals-11, justice-15) conj:and(freedom-13, justice-15) ",NN,,,,,,,,of ideals,of,ideals,,,,and,freedom,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"He taught us the enduring power of love and that justice , though it might be delayed , can never be denied .",justice,"det(justice-11, that-10) dep(justice-11, delayed-17) nsubjpass(denied-22, justice-11) ",NN,,VBN,denied,deny,,,never,,,,,that,demonstrative,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,verdical
"He was a trumpet of conscience for all who embrace his philosophy of love , equality and justice .",justice,"nmod:of(philosophy-12, justice-18) conj:and(love-14, justice-18) ",NN,,,,,,,,of philosophy,of,philosophy,,,,and,love,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"I remember him as a nonviolent revolutionary , a peaceful warrior , a tireless fighter for peace and racial justice -- and the man who replaced Alexander the Great as my hero !",justice,"case(justice-20, for-16) compound(justice-20, peace-17) compound(justice-20, racial-19) nmod:for(fighter-15, justice-20) ",NN,,,,,,,,for fighter,for,fighter,,,,,,"peace, racial",,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"was an eloquent , dynamic , spirit-filled preacher of the gospel who had a significant dream for this nation and the entire world -- a dream he shared with us -- a dream of brothers and sisters living in justice , peace and harmony .",justice,"case(justice-40, in-39) conj:and(justice-40, peace-42) cc(justice-40, and-43) conj:and(justice-40, harmony-44) nmod:in(living-38, justice-40) ",NN,,,,,,,,in living,in,living,,,,"and, and","peace, harmony",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
<p> We are still so far from obtaining full racial justice that we forget all too easily how immensely much has been accomplished in the past forty years .,justice,"amod(justice-11, full-9) amod(justice-11, racial-10) dobj(obtaining-8, justice-11) ",NN,,VBG,,,obtaining,obtain,,,,,,,,,,,"full, racial","[0.08566666666666667, 0.0525]","[0.13333333333333333, 0.07516666666666666]","[0.005833333333333333, 0.0125]","[0.14154166666666668, 0.11125]","[0.209875, 0.07]","[0.009166666666666667, 0.03625]","[0.075, 0.16375]","[0.0425, 0.025]","[0.12125, 0.07250000000000001]","[0.055, 0.049166666666666664]","[0.035, 0.0975]","[0.02, 0.17691666666666667]","[0.06583333333333333, 0.0575]",,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"And if the desire for social justice remains an important motive in American politics , it is largely because of the continued vitality of the civil rights movement and its heirs .",justice,"case(justice-7, for-5) amod(justice-7, social-6) nmod:for(desire-4, justice-7) ",NN,,,,,,,,for desire,for,desire,,,,,,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> After waiting in the Counsel Room , and staring blankly at the portraits of bearded justices and worrying about a tongue that stuck to the roof of my mouth as if by Velcro , I was summoned into the Court 's chambers , where the oral argument would take place .",justices,"case(justices-17, of-15) amod(justices-17, bearded-16) nmod:of(portraits-14, justices-17) ",NNS,,,,,,,,of portraits,of,portraits,,,,,,,bearded,[0.080625],[0.042083333333333334],[0.0075],[0.10791666666666666],[0.075],[0.05875],[0.03875],[0.022083333333333333],[0.07979166666666666],[0.10833333333333334],[0.04],[0.2791666666666667],[0.06],,,,,,,,,,,,plural,linked,,,unknown,unknown
"With Sara seated behind me and two colleagues alongside me at the table , I waited for the justices to appear .",justices,"case(justices-19, for-17) det(justices-19, the-18) nmod:for(waited-16, justices-19) ",NNS,,,,,,,,for waited,for,waited,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
"The chief justice was Warren Burger , recently appointed by President Nixon .",justice,"det(justice-3, The-1) amod(justice-3, chief-2) nsubj(Burger-6, justice-3) ",NN,,VBD,was,be,,,,,,,,the,other,,,,chief,[0.11458333333333334],[0.060833333333333336],[0.00625],[0.15],[0.12958333333333333],[0.038125],[0.08895833333333332],[0.0525],[0.14916666666666667],[0.0725],[0.0725],[0.035],[0.03],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Flanking him were the associate justices , Hugo L. Black , William O. Douglas , John M. Harlan , William J. Brennan , Jr. , Potter Stewart , Byron R. White , and Thurgood Marshall .",justices,"csubj(justices-6, Flanking-1) cop(justices-6, were-3) det(justices-6, the-4) amod(justices-6, associate-5) conj:and(justices-6, Black-10) conj:and(justices-6, Douglas-14) conj:and(justices-6, Harlan-18) conj:and(justices-6, Brennan-22) conj:and(justices-6, Jr.-24) conj:and(justices-6, Stewart-27) conj:and(justices-6, White-31) cc(justices-6, and-33) conj:and(justices-6, Marshall-35) root(ROOT-0, justices-6) ",NNS,,,,,,,,,,,,the,definite article,"and, and, and, and, and, and, and","black, douglas, harlan, brennan, stewart, white, marshall",,associate,[0.07333333333333333],[0.03625],[0.0175],[0.105],[0.06916666666666665],[0.04375],[0.08208333333333333],[0.045],[0.10791666666666666],[0.04875],[0.115],[0.06875],[0.1875],,,,,,,,,,,,plural,linked,,,unknown,unknown
"At the time of the first oral arguments , the Court was short one justice because Abe Fortas had recently resigned in a cloud of scandal .",justice,"nummod(justice-15, one-14) nmod:npmod(short-13, justice-15) ",NN,,,,,,,,npmod short,npmod,short,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,one,,,,,,,one,unit,singular,linked,,A+N,countable,unknown
"<p> "" Mr. Baird , you may proceed , "" the chief justice said , and the white light flashed on , signaling that my time had begun .",justice,"det(justice-13, the-11) amod(justice-13, chief-12) nsubj(said-14, justice-13) ",NN,,VBD,said,say,,,,,,,,the,definite article,,,,chief,[0.11458333333333334],[0.060833333333333336],[0.00625],[0.15],[0.12958333333333333],[0.038125],[0.08895833333333332],[0.0525],[0.14916666666666667],[0.0725],[0.0725],[0.035],[0.03],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
Almost immediately the conservative justices broke into my canned presentation with dozens of questions that sometimes rained down simultaneously .,justices,"det(justices-5, the-3) amod(justices-5, conservative-4) nsubj(broke-6, justices-5) ",NNS,,VBD,broke,break,,,,,,,,the,definite article,,,,conservative,[0.065],[0.054375],[0.015],[0.13125],[0.04],[0.05225],[0.07775],[0.02275],[0.0435],[0.05583333333333333],[0.0625],[0.3197916666666667],[0.06],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"Indeed , we did not expect the chief justice to be hospitable ; he had tried , just a few weeks earlier , to prevent me from arguing Sara 's case .",justice,"det(justice-9, the-7) amod(justice-9, chief-8) dobj(expect-6, justice-9) nsubj(be-11, justice-9) ",NN,,VB,be,be,,,,,,,,the,definite article,,,,chief,[0.11458333333333334],[0.060833333333333336],[0.00625],[0.15],[0.12958333333333333],[0.038125],[0.08895833333333332],[0.0525],[0.14916666666666667],[0.0725],[0.0725],[0.035],[0.03],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
