sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> As illustrated in Figure 2 , within the secure boundary reside the input and output data buffers , execution controls , cryptographic algorithmic engines , and key storage , which includes DES master and auxiliary keys , signature keys , key part queues , and export control data .",keys,"amod(keys-37, auxiliary-36) dobj(includes-32, keys-37) conj:and(master-34, keys-37) ",NNS,,VBZ,,,includes,include,,,,,,,and,master,,auxiliary,,,,,,,,,,,,plural,singular,[],unknown,unknown
"<p> As illustrated in Figure 2 , within the secure boundary reside the input and output data buffers , execution controls , cryptographic algorithmic engines , and key storage , which includes DES master and auxiliary keys , signature keys , key part queues , and export control data .",keys,"compound(keys-40, signature-39) dobj(includes-32, keys-40) conj:and(master-34, keys-40) ",NNS,,VBZ,,,includes,include,,,,,,,and,master,signature,,,,,,,,,,,,,plural,singular,[],unknown,unknown
"Integrated with the key logic is the key storage , which consists of battery-backed-up custom SRAMs that store keys , key parts , and configuration information .",keys,"conj:and(keys-19, parts-22) cc(keys-19, and-24) conj:and(keys-19, information-26) dobj(store-18, keys-19) ",NNS,,VBP,,,store,store,,,,,,,"and, and","parts, information",,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"Once a cryptographic instruction is initiated by the CPU LIC , the data sent is stored in the input data buffer , and the main hardware state machine will control sending the data and keys ( if needed ) to the appropriate engine for processing .",keys,"dobj(sending-31, keys-35) conj:and(data-33, keys-35) ",NNS,,VBG,,,sending,send,,,,,,,and,data,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
The DES algorithm ciphers a 64-bit block of plaintext into a 64-bit block of ciphertext under the control of a 56-bit cryptographic key .,key,"case(key-23, of-19) det(key-23, a-20) amod(key-23, 56-bit-21) amod(key-23, cryptographic-22) nmod:of(control-18, key-23) ",NN,,,,,,,,of control,of,control,,a,,,,cryptographic,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"Once a PIN has been inserted into a PIN block , the block is enciphered under a PIN transport key before it is sent to the outside world .",key,"case(key-20, under-16) det(key-20, a-17) compound(key-20, PIN-18) compound(key-20, transport-19) nmod:under(enciphered-15, key-20) ",NN,,,,,,,,under enciphered,under,enciphered,,a,,,"pin, transport",,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"PIN translation allows the PIN block format , the enciphering key , or the format-padding parameters to be changed while translation occurs .",key,"det(key-11, the-9) amod(key-11, enciphering-10) dobj(allows-3, key-11) conj:or(format-7, key-11) nsubjpass(changed-19, key-11) ",NN,,VBN,changed,change,,,,,,,,the,or,format,,enciphering,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Signed requests do alter the state of the SCM by performing such operations as creating transport keys , loading DES key parts , exporting encrypted keys , and setting permissions .",keys,"compound(keys-17, transport-16) dobj(creating-15, keys-17) ",NNS,,VBG,,,creating,create,,,,,,,,,transport,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Signed requests do alter the state of the SCM by performing such operations as creating transport keys , loading DES key parts , exporting encrypted keys , and setting permissions .",keys,"amod(keys-26, encrypted-25) dobj(exporting-24, keys-26) ",NNS,,VBG,,,exporting,export,,,,,,,,,,encrypted,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> There are two sizes of C-SRAM : The first is 64 elements by 73 bits and is used for the key buffer , key part , signature-object master key , and receive-object master key arrays ; the second is 512 elements by 73 bits , which is used twice to make a logical 1024-element PKA array .",key,"amod(key-30, signature-object-28) compound(key-30, master-29) nmod:for(used-19, key-30) conj:and(buffer-23, key-30) ",NN,,,,,,,,for used,for,used,,,and,buffer,master,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> There are two sizes of C-SRAM : The first is 64 elements by 73 bits and is used for the key buffer , key part , signature-object master key , and receive-object master key arrays ; the second is 512 elements by 73 bits , which is used twice to make a logical 1024-element PKA array .",key,"compound(arrays-36, key-35) ",NN,,,,,,,,,,,,,,,arrays,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The C-SRAMs contain customer keys , key parts , configuration , export control , and other substantial data .",keys,"compound(keys-6, customer-5) conj:and(keys-6, parts-9) conj:and(keys-6, configuration-11) conj:and(keys-6, control-14) cc(keys-6, and-16) conj:and(keys-6, data-19) dobj(contain-4, keys-6) ",NNS,,VBP,,,contain,contain,,,,,,,"and, and, and, and","parts, configuration, control, data",customer,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"<p> To select a paint brush press the letter B key , and to vary the size up and down press keys .",key,"det(key-11, the-8) compound(key-11, letter-9) compound(key-11, B-10) dobj(press-7, key-11) ",NN,,VB,,,press,press,,,,,,the,,,"letter, b",,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> To select a paint brush press the letter B key , and to vary the size up and down press keys .",keys,"dobj(press-21, keys-22) ",NNS,,VB,,,press,press,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
<p> When selecting hair it is best to use the Air Brush which can be activated by pressing the letter J key .,key,"det(key-22, the-19) compound(key-22, letter-20) compound(key-22, J-21) dobj(pressing-18, key-22) ",NN,,VBG,,,pressing,press,,,,,,the,,,"letter, j",,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> You can turn the palettes and the toolbox on and off from the monitor screen by pressing the Tab key .,key,"det(key-21, the-19) compound(key-21, Tab-20) dobj(pressing-18, key-21) ",NN,,VBG,,,pressing,press,,,,,,the,,,tab,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Hummingbirds Sources of Nectar and Insects <p> Variety in selection of shrubs , vines and plants that are preferred by hummingbirds is the key to both attracting and encouraging extended visitations .",key,"nsubj(key-24, Sources-2) nsubj(key-24, Variety-8) cop(key-24, is-22) det(key-24, the-23) acl(key-24, attracting-27) acl(key-24, encouraging-29) root(ROOT-0, key-24) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Black military men were held in high esteem in the black community , and their deeds and sacrifices were viewed as a key to improving the condition of the entire race .",key,"case(key-23, as-21) det(key-23, a-22) acl(key-23, improving-25) nmod:as(viewed-20, key-23) ",NN,,,,,,,,as viewed,as,viewed,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"The key to this trend lies in an unclear security situation in the region , weak legislative frameworks , and pronationalistic political culture in many countries , as well as in the militaries ' desire to increase their popular support and to promote their legitimacy with the intention of improving the social situation of the armed forces .",key,"det(key-2, The-1) nmod:to(key-2, trend-5) nsubj(lies-6, key-2) ",NN,,VBZ,lies,lie,,,,to trend,to,,trend,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key is to stay within the culture and to assess the practice of war according to the native ethos and logic , not according to Western criteria .",key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(stay-5, key-2) nsubj(assess-11, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> Huntington 's concept of professionalism is the key to understanding his concept of civil-military relations .,key,"nsubj(key-9, concept-4) cop(key-9, is-7) det(key-9, the-8) acl(key-9, understanding-11) root(ROOT-0, key-9) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key is to stimulate and harness the positive emotive powers of place while retaining sufficient centralized power in reserve to keep NIMBY , moat building , and other similar parochial impulses at bay .",key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(stimulate-5, key-2) nsubj(harness-7, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> A key question to be answered in this context is whether or not hazardous wastes are in fact "" products "" or "" goods "" that fall under the jurisdiction of WTO .",key,"det(key-3, A-2) dobj(<p>-1, key-3) ",NN,,,,,,,,,,,,a,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Such a relationship was the key to avoiding the kind of grinding , daily conflict otherwise likely to engulf the Block 10 project .",key,"nsubj(key-6, relationship-3) cop(key-6, was-4) det(key-6, the-5) advcl(key-6, avoiding-8) xcomp(key-6, engulf-19) root(ROOT-0, key-6) ",NN,,VBD,,,was,be,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
( n8 ) Diversity surely holds the key to sustainability and appropriate scale .,key,"det(key-8, the-7) dobj(holds-6, key-8) ",NN,,VBZ,,,holds,hold,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"In the long run , the key to sustainability may lie in the shaping of perceptual reach.",key,"det(key-7, the-6) nmod:to(key-7, sustainability-9) nsubj(lie-11, key-7) ",NN,,VB,lie,lie,,,,to sustainability,to,,sustainability,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> Creative solutions from grassroots sources may hold the key for globally sustainable development .,key,"det(key-10, the-9) nmod:for(key-10, development-14) dobj(hold-8, key-10) ",NN,,VB,,,hold,hold,,for development,for,,development,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The key to protecting your job and pay is to keep your performance high , perhaps by adding new skills . """,key,"det(key-3, The-2) acl(key-3, protecting-5) nsubj(is-10, key-3) nsubj(keep-12, key-3) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> And a declining inflation rate below 5% is the key to a sustained market advance .,key,"cc(key-12, And-2) nsubj(key-12, rate-6) cop(key-12, is-10) det(key-12, the-11) nmod:to(key-12, advance-17) ccomp(<p>-1, key-12) ",NN,,VBZ,,,is,be,,to advance,to,,advance,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
The letters after the phone numbers indicate types of food served ; see the footnotes for a key to the codes .,key,"case(key-18, for-16) det(key-18, a-17) nmod:to(key-18, codes-21) nmod:for(see-13, key-18) ",NN,,,,,,,,"to codes, for see","to, for",see,codes,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"a man asked , alluding to the vigorous thumping she had given the keys . """,keys,"det(keys-14, the-13) dobj(given-12, keys-14) ",NNS,,VBN,,,given,give,,,,,,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
<p> TIMING : Careful timing is the key to this technique ; begin the count as soon as pressure is reached .,key,"cop(key-8, is-6) det(key-8, the-7) nmod:to(key-8, technique-11) acl:relcl(timing-5, key-8) ",NN,,,,,,,,to technique,to,,technique,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The key is comfort .,key,"det(key-3, The-2) nsubj(comfort-5, key-3) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"From this perspective , vegetarianism is far more than just a flaky remnant of the ' 70s -- it 's the key to conservation , and to a sense of personal responsibility for the environment .",key,"nsubj(key-22, it-19) cop(key-22, 's-20) det(key-22, the-21) nmod:to(key-22, conservation-24) cc(key-22, and-26) parataxis(remnant-13, key-22) ",NN,,,,,,,,to conservation,to,,conservation,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The state was like a father who brought up the social movements , but did n't want to give them the key to the house .",key,"det(key-22, the-21) nmod:to(key-22, house-25) dobj(give-19, key-22) ",NN,,VB,,,give,give,,to house,to,,house,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"But the movements wanted not only the key to the house -- they wanted the car , too , to go and come as they pleased , to fuck when they wanted to .... "" <p> Over and over , Sandinistas told us that this top-down attitude , or verticalismo , is now recognized as a problem-but its influence remains .",key,"advmod(key-8, only-6) det(key-8, the-7) nmod:to(key-8, house-11) dep(wanted-4, key-8) ",NN,,,,,,,,to house,to,,house,the,,,,,,,,only,,,,,,,,singular,,[],unknown,unknown
Last week I forgot my house keys on the job site .,keys,"nmod:poss(keys-7, my-5) compound(keys-7, house-6) dobj(forgot-4, keys-7) ",NNS,,VBD,,,forgot,forget,,,,,,,,,house,,,my,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"And when they let go of the winder key , I do n't know whether I 'll just march real **28;235;TOOLONG -- until I 'm all unwound , or if all my springs and shit will come flying out . """,key,"case(key-9, of-6) det(key-9, the-7) compound(key-9, winder-8) nmod:of(go-5, key-9) ",NN,,,,,,,,of go,of,go,,the,,,winder,,,,,,,,,,,,,singular,,[],unknown,unknown
Cupid hearts carved in the paint with keys and fingernail files .,keys,"case(keys-8, with-7) cc(keys-8, and-9) conj:and(keys-8, files-11) nmod:with(carved-3, keys-8) ",NNS,,,,,,,,with carved,with,carved,,,and,files,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Titling larger communities may even be the key to survival of the indigenous world , according to Salazar .",key,"csubj(key-8, Titling-1) aux(key-8, may-4) advmod(key-8, even-5) cop(key-8, be-6) det(key-8, the-7) nmod:to(key-8, survival-10) nmod:according_to(key-8, Salazar-18) root(ROOT-0, key-8) ",NN,,,,,,,,"to survival, according_to Salazar","to, according_to",,"survival, salazar",the,,,,,,,,even,,,,may,,,,singular,,[],unknown,nonverdical
"<p> "" I think the key is raising awareness among the American public that protecting and preserving those birds , which we take for granted , is dependent on international cooperation , "" says Richard Cunningham , chief interpreter for the Park Service 's western region .",key,"det(key-6, the-5) nsubj(raising-8, key-6) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key , of course , is to strike a balance between resource enjoyment and resource protection .",key,"det(key-2, The-1) nmod:of(key-2, course-5) nsubj(is-7, key-2) nsubj(strike-9, key-2) ",NN,,VBZ,is,be,,,,of course,of,,course,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> Using the watercolor and gesso combination with pastel is the key to building up depth and texture .,key,"nsubj(key-12, <p>-1) cop(key-12, is-10) det(key-12, the-11) acl(key-12, building-14) root(ROOT-0, key-12) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Her keys suggest her car , in which she travels everywhere , but also that the painting is in some way a key to her identity .",keys,"nmod:poss(keys-2, Her-1) nsubj(suggest-3, keys-2) ",NNS,,VBP,suggest,suggest,,,,,,,,,,,,,,her,,,,,,,,,,plural,plural,[],unknown,unknown
"Her keys suggest her car , in which she travels everywhere , but also that the painting is in some way a key to her identity .",key,"advmod(key-23, also-14) mark(key-23, that-15) nsubj(key-23, painting-17) cop(key-23, is-18) nmod:in(key-23, way-21) det(key-23, a-22) nmod:to(key-23, identity-26) dep(travels-10, key-23) ",NN,,VBZ,,,is,be,,"in way, to identity","in, to",,"way, identity",a,,,,,,,,also,,,,,that,a,unit,singular,singular,['A+N'],countable,nonverdical
"<p> Concentration is the key , the activity of attention , as Barnett put it .",key,"nsubj(key-5, Concentration-2) cop(key-5, is-3) det(key-5, the-4) appos(key-5, activity-8) advcl(key-5, put-14) root(ROOT-0, key-5) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,"modified, activity",,activity,,,,,singular,singular,[],unknown,unknown
"Looking at nature with the profound curiosity based on the art of seeing and observing with respect the works of people who come before you -- those are the keys to composition . """,keys,"nsubj(keys-30, those-27) cop(keys-30, are-28) det(keys-30, the-29) nmod:to(keys-30, composition-32) parataxis(Looking-1, keys-30) ",NNS,,VBP,,,are,be,,to composition,to,,composition,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
<p> The keys to the success of this project were the promotion and presentation of the exhibition .,keys,"det(keys-3, The-2) nmod:to(keys-3, success-6) nsubj(promotion-12, keys-3) ",NNS,,VBD,were,be,,,,to success,to,,success,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
Harty believes that the key to unlocking the secrets of successful paintings ia thorough understanding of tonal values and relationships .,key,"det(key-5, the-4) acl(key-5, unlocking-7) nsubj(ia-13, key-5) ",NN,,VBP,ia,ia,,,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"<p> ILLUSTRATION : <p> by Laurie S. Hurwitz <p> <p> Laurie S. Hurwitz is senior editor of American Artist <p> 
##2019210 <p> By using dramatic juxtapositions and personal symbols , this artist found the key to creating compelling still-life paintings .",key,"det(key-36, the-35) dobj(found-34, key-36) ",NN,,VBD,,,found,find,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> "" Keeping the color value of a studio relative to prime coats and the tonal key of paintings has an interesting history , "" he explains . """,key,"det(key-17, the-15) amod(key-17, tonal-16) nmod:of(key-17, paintings-19) dobj(Keeping-3, key-17) conj:and(value-6, key-17) ",NN,,VBG,,,Keeping,keeping,,of paintings,of,,paintings,the,and,value,,tonal,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"It 's hard to imagine a piano whose keys are regularly repositioned and yet that 's how some people handle a palette . """,keys,"nmod:poss(keys-9, piano-7) nsubjpass(repositioned-12, keys-9) ",NNS,,VBN,repositioned,reposition,,,,,,,,,,,,,,piano,,,,,,,,,,plural,ambiguous,[],unknown,unknown
Wooster handed him the keys .,keys,"det(keys-5, the-4) dobj(handed-2, keys-5) ",NNS,,VBD,,,handed,hand,,,,,,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"The key is to end the addiction with a phased reduction of aid over a specific period . """,key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(end-5, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> ILLUSTRATIONS : <p> by Joe Mysak <p> <p> Joe Mysak , The American Spectator 's chief saloon correspondent , is the managing editor of the daily Bond Buyer <p> <p> 
##2019418 Section : CAPITOL IDEAS <p> The story so far ( Capitol Ideas , TAS , February 1990 ) : About eighteen months ago , the keys of ownership to the 464-unit Kenilworth-Parkside public housing project in Washington , D.C. were transferred to a tenant management corporation , presided over by Kimi Gray .",keys,"det(keys-59, the-58) nmod:of(keys-59, ownership-61) nsubj(presided-81, keys-59) ",NNS,,VBD,presided,preside,,,,of ownership,of,,ownership,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"An outsize wooden "" key "" symbolized the transfer of ownership .",key,"dobj(wooden-3, key-5) ",NN,,VBG,,,wooden,wooden,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Locks should unlock without the use of keys .,keys,"case(keys-8, of-7) nmod:of(use-6, keys-8) ",NNS,,,,,,,,of use,of,use,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Approximately one-third of these injuries occur when young children insert metal objects , such as hair pins and keys , into the outlet , resulting in electric shock or burn injuries to the hand or finger .",keys,"nmod:such_as(objects-12, keys-19) conj:and(pins-17, keys-19) ",NNS,,,,,,,,such_as objects,such_as,objects,,,and,pins,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Thrifty will hold you responsible only if you were negligent , such as by leaving the keys in the car .",keys,"det(keys-17, the-16) dobj(leaving-15, keys-17) ",NNS,,VBG,,,leaving,leave,,,,,,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
Navigation in the Arctic Ocean throughout the year has become the key to the real exploitation of the Arctic .,key,"det(key-12, the-11) xcomp(become-10, key-12) ",NN,,VBN,,,become,become,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The key to the consistent success of this offering from the Domaine des Roches is hand-picking , which permits the elimination of underripe or rotten berries -- crucial in a region that occasionally suffers a shortfall of sunshine , or a damaging harvest rain .",key,"det(key-2, The-1) nmod:to(key-2, success-6) nsubj(hand-picking-16, key-2) ",NN,,,,,,,,to success,to,,success,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"But , actually , it is the little Mercedes SL that ought to be packed with picnic hampers , motored down rustic byways and parked on the grassy verge of woodland ponds with car keys insouciantly left in the ignition .",keys,"case(keys-35, with-33) compound(keys-35, car-34) acl(keys-35, left-37) nmod:with(parked-25, keys-35) ",NNS,,,,,,,,with parked,with,parked,,,,,car,,,,,,,,,,,,,plural,,[],unknown,unknown
"Says Luca Formenton , a key heir : "" He Berlusconi is a great motivator of management and people . """,key,"det(key-6, a-5) nsubj(heir-7, key-6) ",NN,,VBZ,heir,heir,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
The number of frequencies proposed -- 88 -- matches precisely the number of keys on a piano .,keys,"case(keys-14, of-13) nmod:on(keys-14, piano-17) nmod:of(number-12, keys-14) ",NNS,,,,,,,,"on piano, of number","on, of",number,piano,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
<p> The key to its success ?,key,"det(key-3, The-2) dobj(<p>-1, key-3) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The key to success , says Lundquist , has been providing quick , flexible service . """,key,"det(key-3, The-2) nmod:to(key-3, success-5) nsubj(providing-12, key-3) ",NN,,VBZ,has,have,,,,to success,to,,success,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
But the key is not to have a strategic vision ; ideas are a dime a dozen .,key,"det(key-3, the-2) nsubj(is-4, key-3) nsubj(have-7, key-3) ",NN,,VBZ,is,be,,,not,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,verdical
The key is being able to execute .,key,"det(key-2, The-1) nsubj(able-5, key-2) nsubj(execute-7, key-2) ",NN,,VBG,being,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> City Year 's attempt to quantify its value-added is important for feedback on performance and especially as a key to getting continued support .,key,"case(key-20, as-18) det(key-20, a-19) acl(key-20, getting-22) nmod:as(performance-15, key-20) ",NN,,,,,,,,as performance,as,performance,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
The key ?,key,"det(key-2, The-1) root(ROOT-0, key-2) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> <p> "" Our education program is the key to our success , "" says Linda Foley . """,key,"nsubj(key-9, <p>-1) cop(key-9, is-7) det(key-9, the-8) nmod:to(key-9, success-12) ccomp(says-15, key-9) ",NN,,VBZ,,,says,say,,to success,to,,success,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"By the last days of the race , however , Richman 's lead had evaporated , whereupon the New York Times announced that "" ethnicity and ethnicity alone appears to be the key to the race . """,key,"nsubj(key-33, ethnicity-25) nsubj(key-33, ethnicity-27) mark(key-33, to-30) cop(key-33, be-31) det(key-33, the-32) nmod:to(key-33, race-36) xcomp(appears-29, key-33) ",NN,,VB,,,be,be,,to race,to,,race,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> Cities provide the key to the situation the fact that public efforts to deal with our differences -- presumably to make them more livable -- actually make them worse .,key,"det(key-5, the-4) dobj(provide-3, key-5) ",NN,,VBP,,,provide,provide,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"The English Gentlemen <p> TITLES , though slippery for the uninformed , are not the key to understanding .",key,"nsubj(key-16, TITLES-5) cop(key-16, are-13) neg(key-16, not-14) det(key-16, the-15) nmod:to(key-16, understanding-18) root(ROOT-0, key-16) ",NN,not,VBP,,,are,be,,to understanding,to,,understanding,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,verdical
"Roseanne Barr , comedienne , thought it would be funny to screech "" The Star-Spangled Banner "" off key .",key,"case(key-19, off-18) nmod:off(funny-10, key-19) ",NN,,,,,,,,off funny,off,funny,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Coleman was very natty in his three-piece pin-striped suit , and , reminiscent of Captain Queeg , he constantly caressed the key on his gold watch-chain .",key,"det(key-22, the-21) dobj(caressed-20, key-22) ",NN,,VBD,,,caressed,caress,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> "" I already have , "" said Coleman , caressing his key . """,key,"nmod:poss(key-13, his-12) dobj(caressing-11, key-13) ",NN,,VBG,,,caressing,caress,,,,,,,,,,,,his,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Short hair , or better yet , no hair , is the key to a higher national savings rate .",key,"nsubj(key-13, hair-2) nsubj(key-13, yet-6) nsubj(key-13, hair-9) cop(key-13, is-11) det(key-13, the-12) nmod:to(key-13, rate-19) root(ROOT-0, key-13) ",NN,,VBZ,,,is,be,,to rate,to,,rate,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"In the "" Madisonian system "" ( as in that of John Marshall ) the understanding of the nature of "" the original compact "" is the key to all constitutional interpretation .",key,"nmod:in(key-28, the-2) dep(key-28, that-10) nsubj(key-28, understanding-16) cop(key-28, is-26) det(key-28, the-27) nmod:to(key-28, interpretation-32) root(ROOT-0, key-28) ",NN,,VBZ,,,is,be,,"in the, to interpretation","in, to",,"the, interpretation",the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"At ALA as at ABA , there is a sense of urgency about IF , because IF is the key to protecting diversity -- especially now that courts are returning social policy to the democratic process .",key,"mark(key-20, because-16) nsubj(key-20, IF-17) cop(key-20, is-18) det(key-20, the-19) acl(key-20, protecting-22) advmod(key-20, now-26) advcl(is-8, key-20) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,now,,,,,because,,,singular,singular,[],unknown,nonverdical
"To his credit , he opposed it , but he was surely aware of the original idea and its key antecedents ( e.g.",key,"nmod:poss(key-20, its-19) dep(key-20, e.g.-23) nmod:of(aware-13, key-20) conj:and(idea-17, key-20) ",NN,,,,,,,,of aware,of,aware,,,and,idea,,,,its,,,,,,,,,,singular,,[],unknown,unknown
"Reading and studying can help , but the key is to learn by doing .",key,"det(key-9, the-8) nsubj(is-10, key-9) nsubj(learn-12, key-9) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
This was the key to Benjamin Franklin 's life .,key,"nsubj(key-4, This-1) cop(key-4, was-2) det(key-4, the-3) nmod:to(key-4, life-9) root(ROOT-0, key-4) ",NN,,VBD,,,was,be,,to life,to,,life,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
It is the key to most entrepreneurs ' success .,key,"nsubj(key-4, It-1) cop(key-4, is-2) det(key-4, the-3) nmod:to(key-4, success-9) root(ROOT-0, key-4) ",NN,,VBZ,,,is,be,,to success,to,,success,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The offbeat discourse on B-flat major reveals it as the key in which "" most machines of modern industry -- such as electric motors , fans , and washing machines -- buzz , whir , and hum . """,key,"case(key-11, as-9) det(key-11, the-10) nmod:in(key-11, which-13) nmod:as(it-8, key-11) ",NN,,,,,,,,"in which, as it","in, as",it,which,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
The Wild Man persuades the young prince to steal the key from under his mother 's pillow .,key,"det(key-11, the-10) dobj(steal-9, key-11) ",NN,,VB,,,steal,steal,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Security Council -- the United States , Britain , France , the Soviet Union and China -- the key is the Kremlin .",key,"det(key-19, the-18) nsubj(Kremlin-22, key-19) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
