sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Bank robberies and cash-register robberies would simply cease to occur .,robberies,"compound(robberies-2, Bank-1) cc(robberies-2, and-3) conj:and(robberies-2, robberies-5) nsubj(cease-8, robberies-2) nsubj(occur-10, robberies-2) ",NNS,,VB,cease,cease,,,,,,,,,and,robberies,bank,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
Bank robberies and cash-register robberies would simply cease to occur .,robberies,"amod(robberies-5, cash-register-4) conj:and(robberies-2, robberies-5) nsubj(cease-8, robberies-5) nsubj(occur-10, robberies-5) ",NNS,,VB,cease,cease,,,,,,,,,and,robberies,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"To the contrary , the United States has experienced a steady rise in store robberies , service-station holdups , bank robberies , and street muggings .",robberies,"case(robberies-15, in-13) compound(robberies-15, store-14) conj:and(robberies-15, holdups-18) conj:and(robberies-15, robberies-21) cc(robberies-15, and-23) conj:and(robberies-15, muggings-25) nmod:in(experienced-9, robberies-15) ",NNS,,,,,,,,in experienced,in,experienced,,,"and, and, and","holdups, robberies, muggings",store,,,,,,,,,,,,,plural,,[],unknown,unknown
"To the contrary , the United States has experienced a steady rise in store robberies , service-station holdups , bank robberies , and street muggings .",robberies,"compound(robberies-21, bank-20) nmod:in(experienced-9, robberies-21) conj:and(robberies-15, robberies-21) ",NNS,,,,,,,,in experienced,in,experienced,,,and,robberies,bank,,,,,,,,,,,,,plural,,[],unknown,unknown
"Upon hearing daily news reports of convenience-store holdups or bank robberies , about murders of shopkeepers or sales clerks , or the description of permanent injuries received by victims , it should trouble one , as it does this author , to realize that each of the incidents could have been prevented .",robberies,"compound(robberies-11, bank-10) nmod:of(reports-5, robberies-11) conj:or(holdups-8, robberies-11) ",NNS,,,,,,,,of reports,of,reports,,,or,holdups,bank,,,,,,,,,,,,,plural,,[],unknown,unknown
"Silva was sentenced to 40 years in Federal prison for crimes committed as a member of the terrorist gang , The Order , which was responsible for the murder of Denver radio personality Alan Berg , several bombings , and a string of armed robberies .",robberies,"case(robberies-45, of-43) amod(robberies-45, armed-44) nmod:of(string-42, robberies-45) ",NNS,,,,,,,,of string,of,string,,,,,,armed,,,,,,,,,,,,plural,,[],unknown,unknown
Glessner 's previous house on Washington Street in downtown Chicago had already been subject to numerous thefts and robberies ; on one occasion he had drawn a revolver on a surprised intruder .,robberies,"nmod:to(subject-14, robberies-19) conj:and(thefts-17, robberies-19) ",NNS,,,,,,,,to subject,to,subject,,,and,thefts,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Judged by the number of homicides , rapes , robberies and assaults tabulated so far for 1991 , it is also within the third most dangerous police district in the city .",robberies,"nmod:of(number-4, robberies-10) conj:and(homicides-6, robberies-10) ",NNS,,,,,,,,of number,of,number,,,and,homicides,,,,,,,,,,,,,,plural,,[],unknown,unknown
Within a year she had cut the number of robberies and assaults at the school in half by insisting that everyone leave their gold chains and Walkmans at home .,robberies,"case(robberies-10, of-9) cc(robberies-10, and-11) conj:and(robberies-10, assaults-12) nmod:of(number-8, robberies-10) ",NNS,,,,,,,,of number,of,number,,,and,assaults,,,,,,,,,,,,,,plural,,[],unknown,unknown
"In 1990 , the latest year for which data are available , the U.S. led all industrial nations with 730 murders , rapes , robberies and other violent crimes per 200,000 inhabitants , a rate that was anywhere from four to 11 times higher than that in Western Europe .",robberies,"nmod:with(led-15, robberies-25) conj:and(murders-21, robberies-25) ",NNS,,,,,,,,with led,with,led,,,and,murders,,,,,,,,,,,,,,plural,,[],unknown,unknown
"He confesses to drug dealing , countless robberies and brutal assaults , an automobile hit-and-run attack , and the humiliation of a prison mate by forcing him to drink a cup of urine .",robberies,"amod(robberies-8, countless-7) nmod:to(confesses-2, robberies-8) conj:and(dealing-5, robberies-8) ",NNS,,,,,,,,to confesses,to,confesses,,,and,dealing,,countless,,,,,,,,,,,,plural,,[],unknown,unknown
"They supplemented their drug-dealing income with occasional street robberies , purse snatchings , and muggings of one kind or another .",robberies,"case(robberies-9, with-6) amod(robberies-9, occasional-7) compound(robberies-9, street-8) conj:and(robberies-9, snatchings-12) cc(robberies-9, and-14) conj:and(robberies-9, muggings-15) nmod:with(supplemented-2, robberies-9) ",NNS,,,,,,,,with supplemented,with,supplemented,,,"and, and","snatchings, muggings",street,occasional,,,,,,,,,,,,plural,,[],unknown,unknown
Repeated holdups and street robberies of employees drove out small tradesmen and larger businesses alike .,robberies,"compound(robberies-5, street-4) conj:and(holdups-2, robberies-5) nsubj(drove-8, robberies-5) ",NNS,,VBD,drove,drive,,,,,,,,,and,holdups,street,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> Ask LAPD lieutenant Mike Melton about Angel Regino of Los Angeles , who was picked up after a series of robberies and a murder in which he wore a blue bandanna and fedora identical to those worn by Freddy , the sadistic anti-hero of Nightmare on Elm Street .",robberies,"case(robberies-22, of-21) nmod:of(series-20, robberies-22) ",NNS,,,,,,,,of series,of,series,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"There was casual prostitution , and frequent robberies .",robberies,"amod(robberies-8, frequent-7) nsubj(was-2, robberies-8) conj:and(prostitution-4, robberies-8) ",NNS,,VBD,was,be,,,,,,,,,and,prostitution,,frequent,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> Despite a moderate decline in the rate of nonviolent crime over the past decade , about four million homes are likely to be burglarized this year , and roughly another 250,000 unlawful entries will result in robberies , assaults , rapes , and murders .",robberies,"case(robberies-38, in-37) conj:and(robberies-38, assaults-40) conj:and(robberies-38, rapes-42) cc(robberies-38, and-44) conj:and(robberies-38, murders-45) nmod:in(result-36, robberies-38) ",NNS,,,,,,,,in result,in,result,,,"and, and, and","assaults, rapes, murders",,,,,,,,,,,,,,plural,,[],unknown,unknown
Whites killed whites in burglaries or robberies about as often as in family disputes .,robberies,"nmod:in(killed-2, robberies-7) conj:or(burglaries-5, robberies-7) ",NNS,,,,,,,,in killed,in,killed,,,or,burglaries,,,,,,,,,,,,,,plural,,[],unknown,unknown
"We were basically doing street robberies , ' he says .",robberies,"compound(robberies-6, street-5) dobj(doing-4, robberies-6) ",NNS,,VBG,,,doing,do,,,,,,,,,street,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
He has already served three years for two robberies .,robberies,"case(robberies-9, for-7) nummod(robberies-9, two-8) nmod:for(years-6, robberies-9) ",NNS,,,,,,,,for years,for,years,,,,,,,,,two,,,,,,,two,other,plural,,['O-DEN'],countable,unknown
"The only exception is the number of robberies and homicides , which have held steady since 1993 .",robberies,"case(robberies-8, of-7) cc(robberies-8, and-9) conj:and(robberies-8, homicides-10) ref(robberies-8, which-12) acl:relcl(robberies-8, held-14) nmod:of(number-6, robberies-8) nsubj(held-14, robberies-8) ",NNS,,VBN,held,hold,,,,of number,of,number,,,and,homicides,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"In general , armed robberies are extremely rare on hiking trails because backpackers are n't considered to be lucrative targets .",robberies,"amod(robberies-5, armed-4) nsubj(rare-8, robberies-5) ",NNS,,VBP,are,be,,,,,,,,,,,,armed,,,,,,,,,,,,plural,plural,[],unknown,unknown
"In 1955 forty-six robberies occurred annually per 100,000 in the population ; today the rate is more than 270 -- a sixfold increase .",robberies,"amod(robberies-4, forty-six-3) nsubj(occurred-5, robberies-4) ",NNS,,VBD,occurred,occur,,,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"We know that , next to money , they 're worried about crime -- so why come to a city where homicides are 56 percent higher than the national average , and rapes and robberies 17 percent higher ?",robberies,"conj:and(rapes-33, robberies-35) dep(higher-38, robberies-35) ",NNS,,,,,,,,,,,,,and,rapes,,,,,,,,,,,,,,plural,,[],unknown,unknown
"<p> Overall , homicides , rapes , aggravated assaults and robberies are going down nationwide .",robberies,"dobj(<p>-1, robberies-11) conj:and(assaults-9, robberies-11) ",NNS,,,,,,,,,,,,,and,assaults,,,,,,,,,,,,,,plural,,[],unknown,unknown
"At 30 , and with a record of 9-1 , he is a late bloomer on account of all the time he wasted in prison , where he spent the better part of eight years for the robberies he committed to feed his dependency on crack and booze .",robberies,"case(robberies-38, for-36) det(robberies-38, the-37) nmod:for(spent-29, robberies-38) ",NNS,,,,,,,,for spent,for,spent,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"The U.S. Department of Justice reports that criminals commit six times as many homicides , four times as many assaults and almost one and a half times as many robberies under the influence of drugs as they commit in order to get money to buy drugs .",robberies,"case(robberies-30, as-28) amod(robberies-30, many-29) nmod:as(times-27, robberies-30) ",NNS,,,,,,,,as times,as,times,,,,,,many,,,,,,,,,,many,fuzzy,plural,,['F+Ns'],countable,unknown
"Several times they were said to be wearing slinky clothes , although no more robberies were reported .",robberies,"neg(robberies-15, no-13) amod(robberies-15, more-14) nsubjpass(reported-17, robberies-15) ",NNS,no,VBN,reported,report,,,,,,,,,,,,more,,,,,,,,,,,,plural,ambiguous,[],unknown,verdical
"And we 're seeing an increase in robberies . """,robberies,"case(robberies-8, in-7) nmod:in(increase-6, robberies-8) ",NNS,,,,,,,,in increase,in,increase,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Presented in manacles and shackles , she not only admitted being affiliated with the MRTA , a serious crime , but naively defended the group as nonviolent despite its record of bombings , bank robberies and kidnappings dating back to 1984 . """,robberies,"compound(robberies-35, bank-34) nmod:of(record-30, robberies-35) conj:and(bombings-32, robberies-35) ",NNS,,,,,,,,of record,of,record,,,and,bombings,bank,,,,,,,,,,,,,plural,,[],unknown,unknown
"Wilburn also claims that McVeigh knew an associate of Strassmeir 's , Michael Brescia , who last week was indicted for a series of bank robberies .",robberies,"case(robberies-26, of-24) compound(robberies-26, bank-25) nmod:of(series-23, robberies-26) ",NNS,,,,,,,,of series,of,series,,,,,bank,,,,,,,,,,,,,plural,,[],unknown,unknown
"After one of the biggest manhunts in the Northwest , three members of the Priesthood were arrested in October and charged in a string of bombings and robberies that occurred last year : on April 1 masked men robbed the Spokesman-Review , a Spokane , Washington , daily , and minutes later robbed and bombed a nearby bank ; on July 12 a local Planned Parenthood clinic was bombed and the same bank robbed again .",robberies,"nmod:of(string-24, robberies-28) conj:and(bombings-26, robberies-28) nsubj(occurred-30, robberies-28) ",NNS,,VBD,occurred,occur,,,,of string,of,string,,,and,bombings,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"He noted that while Bethlehem was under Israeli occupation , his house had been robbed and his car stolen twice ; but "" there have been no robberies since the Palestinian Authority has taken over .",robberies,"nsubj(robberies-28, car-18) advmod(robberies-28, there-24) aux(robberies-28, have-25) cop(robberies-28, been-26) neg(robberies-28, no-27) advcl(robberies-28, taken-34) ccomp(noted-2, robberies-28) conj:and(robbed-15, robberies-28) ",NNS,no,VBN,,,been,be,,,,,,,and,robbed,,,,,,there,,,,,,,,plural,ambiguous,[],unknown,verdical
He even galloped to bank robberies on horseback .,robberies,"case(robberies-6, to-4) compound(robberies-6, bank-5) nmod:to(galloped-3, robberies-6) ",NNS,,,,,,,,to galloped,to,galloped,,,,,bank,,,,,,,,,,,,,plural,,[],unknown,unknown
