sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> For instance , if a person is assaulted on a reservation , that crime is usually handled by the tribal police .",crime,"det(crime-15, that-14) nsubjpass(handled-18, crime-15) ",NN,,VBN,handled,handle,,,,,,,,that,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"When she called the tribal police for help , she was told that they could n't help her because they did n't have jurisdiction over the crime , "" recalled her lawyer , Donna Chavez .",crime,"case(crime-27, over-25) det(crime-27, the-26) nmod:over(jurisdiction-24, crime-27) ",NN,,,,,,,,over jurisdiction,over,jurisdiction,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"After looking into exactly who had jurisdiction over the crimes , the BIA eventually decided that the woman could file a complaint with the federal magistrate in Flagstaff , almost 200 dusty miles from her home . """,crimes,"case(crimes-10, over-8) det(crimes-10, the-9) nmod:over(jurisdiction-7, crimes-10) ",NNS,,,,,,,,over jurisdiction,over,jurisdiction,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Most Indian reservations receive totally inadequate police services , given their size and extraordinarily high rate of crime .",crime,"case(crime-18, of-17) nmod:of(rate-16, crime-18) ",NN,,,,,,,,of rate,of,rate,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"When a major crime is committed in other areas and the U.S. attorney refuses to prosecute , state or local authorities can prosecute the crime as a felony under state law .",crime,"det(crime-4, a-2) amod(crime-4, major-3) nsubjpass(committed-6, crime-4) ",NN,,VBN,committed,commit,,,,,,,,a,,,,major,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"When a major crime is committed in other areas and the U.S. attorney refuses to prosecute , state or local authorities can prosecute the crime as a felony under state law .",crime,"det(crime-25, the-24) dobj(prosecute-23, crime-25) ",NN,,VB,,,prosecute,prosecute,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"But according to former U.S. Attorney Michael Hawkins the Major Crimes Act leaves most Indian tribes at the mercy of the local U.S. attorney , who has sole discretion over whether crimes committed on a reservation within his jurisdiction will be prosecuted .",crimes,"acl(crimes-32, committed-33) nsubjpass(prosecuted-42, crimes-32) ",NNS,,VBN,prosecuted,prosecute,,,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"In a 1981 report to Congress , then-FBI Director William Webster acknowledged that "" a significant problem of federal prosecution is that in many districts with a large volume of crimes committed on Indian reservations , the prosecution of these matters is considered by U.S. attorneys .",crimes,"case(crimes-31, of-30) acl(crimes-31, committed-32) nmod:of(volume-29, crimes-31) ",NNS,,,,,,,,of volume,of,volume,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"As a consequence , crimes are committed without fear of prosecution or punishment . """,crimes,"nsubjpass(committed-7, crimes-5) ",NNS,,VBN,committed,commit,,,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"The man was originally arrested by Kootenai County sheriff 's investigators , but a state magistrate ruled that the state had no jurisdiction in the case because the alleged crime occurred on an Indian reservation .",crime,"case(crime-30, because-27) det(crime-30, the-28) amod(crime-30, alleged-29) acl(crime-30, occurred-31) nmod:because(had-21, crime-30) ",NN,,,,,,,,because had,because,had,,the,,,,alleged,,,,,,,,,,,,singular,,[],unknown,unknown
<p> Even federal judges have resisted aggressive prosecution of violent crimes on Indian reservations .,crimes,"case(crimes-11, of-9) amod(crimes-11, violent-10) nmod:of(prosecution-8, crimes-11) ",NNS,,,,,,,,of prosecution,of,prosecution,,,,,,violent,,,,,,,,,,,,plural,,[],unknown,unknown
"According to William Lutz , U.S. attorney for New Mexico , federal judges pressed him to limit the number of violent Indian crimes his office prosecuted . """,crimes,"case(crimes-23, of-20) amod(crimes-23, violent-21) amod(crimes-23, Indian-22) nmod:of(number-19, crimes-23) ",NNS,,,,,,,,of number,of,number,,,,,,"violent, indian",,,,,,,,,,,,plural,,[],unknown,unknown
"Claudeen Bates Arthur , former attorney general of the Navajo Department of Justice , said her tribe 's position is that "" it is appropriate for the Navajo nation to have complete jurisdiction over the people who commit crimes on this reservation whether they are a non-Indian or a Navajo . """,crimes,"nmod:on(crimes-39, reservation-42) dobj(commit-38, crimes-39) ",NNS,,VBP,,,commit,commit,,on reservation,on,,reservation,,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"This is tradition , but that the gates are often closed shows , I was told , a growing concern about crime .",crime,"case(crime-22, about-21) nmod:about(concern-20, crime-22) ",NN,,,,,,,,about concern,about,concern,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Another was graffiti in the tunnel under the railroad tracks , stating in English , "" Skateboarding is not a crime . """,crime,"ccomp(crime-21, stating-12) nsubj(crime-21, Skateboarding-17) cop(crime-21, is-18) neg(crime-21, not-19) det(crime-21, a-20) root(ROOT-0, crime-21) ",NN,not,VBZ,,,is,be,,,,,,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,verdical
"One quick way to effectively improve the current police C/I ratio of .22 -- about one chief for every four Indians -- would be to put many of Washington 's 3,100 under-used federal cops on patrol in the city 's high crime areas ( there 's no good reason the feds should n't keep paying for them ) .",crime,"compound(areas-43, crime-42) ",NN,,,,,,,,,,,,,,,areas,,,,,,,,,,,,,singular,,[],unknown,unknown
"But instead , as presently deployed , all they do is provide extra comfort to the District 's wealthiest residents -- which merely reinforces the indifference of the rich to crime elsewhere in the city .",crime,"case(crime-31, of-27) det(crime-31, the-28) amod(crime-31, rich-29) advmod(crime-31, elsewhere-32) nmod:of(indifference-26, crime-31) ",NN,,,,,,,,of indifference,of,indifference,,the,,,,rich,,,,elsewhere,,,,,,,,singular,,[],unknown,unknown
"But just four miles away , on the other side of the Willamette River , are neighborhoods with unpaved streets and broken-down septic systems , whose residents are besieged by chronic crime and manufacturers of illegal drugs .",crime,"case(crime-32, by-30) amod(crime-32, chronic-31) cc(crime-32, and-33) conj:and(crime-32, manufacturers-34) nmod:of(crime-32, drugs-37) nmod:by(besieged-29, crime-32) ",NN,,,,,,,,"of drugs, by besieged","of, by",besieged,drugs,,and,manufacturers,,chronic,,,,,,,,,,,,singular,,[],unknown,unknown
"It gave me enough time to introduce myself and express my outrage at rampant crime , high property taxes , and inadequate health insurance .",crime,"case(crime-15, at-13) amod(crime-15, rampant-14) conj:and(crime-15, taxes-19) cc(crime-15, and-21) conj:and(crime-15, insurance-24) nmod:at(express-10, crime-15) ",NN,,,,,,,,at express,at,express,,,"and, and","taxes, insurance",,rampant,,,,,,,,,,,,singular,,[],unknown,unknown
The B-2 is the answer to Saddam Hussein the way the A-bomb is the answer to street crime .,crime,"case(crime-18, to-16) compound(crime-18, street-17) nmod:to(answer-15, crime-18) ",NN,,,,,,,,to answer,to,answer,,,,,street,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> But Bakatin 's order freezing the files has come too late to uncover evidence of crimes committed by KGB officers who are still serving .,crimes,"case(crimes-17, of-16) acl(crimes-17, committed-18) nmod:of(evidence-15, crimes-17) ",NNS,,,,,,,,of evidence,of,evidence,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Military force wo n't win the war on terrorism , just as hiring more cops alone will never put an end to urban crime .",crime,"case(crime-24, to-22) amod(crime-24, urban-23) nmod:to(put-19, crime-24) ",NN,,,,,,,,to put,to,put,,,,,,urban,,,,,,,,,,,,singular,,[],unknown,unknown
"Forty-nine percent said they would be less likely to vote yes if large cigarette tax increases in other states had led to crimes including smuggling , given that the measure provided no money for law enforcement .",crimes,"case(crimes-23, to-22) nmod:including(crimes-23, smuggling-25) nmod:to(led-21, crimes-23) ",NNS,,,,,,,,"including smuggling, to led","including, to",led,smuggling,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"According to Galanty , fear of crime and resentment toward doctors were the obvious levers .",crime,"case(crime-7, of-6) cc(crime-7, and-8) conj:and(crime-7, resentment-9) nmod:toward(crime-7, doctors-11) nmod:of(fear-5, crime-7) ",NN,,,,,,,,"toward doctors, of fear","toward, of",fear,doctors,,and,resentment,,,,,,,,,,,,,,singular,,[],unknown,unknown
Proposition 99 would create major crime .,crime,"amod(crime-6, major-5) dobj(create-4, crime-6) ",NN,,VB,,,create,create,,,,,,,,,,major,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
California does n't need any more crime .,crime,"det(crime-7, any-5) amod(crime-7, more-6) dobj(need-4, crime-7) ",NN,,VB,,,need,need,,,,,,any,,,,more,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> "" The third point is that the people who ran the tobacco crime in the East were organized criminals .",crime,"det(crime-14, the-12) compound(crime-14, tobacco-13) dobj(ran-11, crime-14) ",NN,,VBD,,,ran,run,,,,,,the,,,tobacco,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In California , organized crime shows up in the form of street gangs . """,crime,"amod(crime-5, organized-4) nsubj(shows-6, crime-5) ",NN,,VBZ,shows,show,,,,,,,,,,,,organized,,,,,,,,,,,,singular,singular,[],unknown,unknown
99 is the first initiative ever that would actually create major crime .,crime,"amod(crime-12, major-11) dobj(create-10, crime-12) ",NN,,VB,,,create,create,,,,,,,,,,major,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The market economy "" cannibalizes "" -- in Cahn 's word -- the life functions of families and communities , corroding the connective tissue that would enable them to deal with crime , drugs , and other problems .",crime,"case(crime-32, with-31) conj:and(crime-32, drugs-34) cc(crime-32, and-36) conj:and(crime-32, problems-38) nmod:with(deal-30, crime-32) ",NN,,,,,,,,with deal,with,deal,,,"and, and","drugs, problems",,,,,,,,,,,,,,singular,,[],unknown,unknown
"Their visible vulnerability provides an increased opportunity for exploitation , not only from the expected source of random street crime , but from those in whom they are forced to place special trust .",crime,"case(crime-20, of-17) amod(crime-20, random-18) compound(crime-20, street-19) nmod:of(source-16, crime-20) ",NN,,,,,,,,of source,of,source,,,,,street,random,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> In 1984 , following a 3-year study which analyzed the Department 's methods of responding to crimes and social problems affecting the elderly , Police Chief Harold R. Payne created a separate Senior Affairs Section .",crimes,"case(crimes-18, to-17) cc(crimes-18, and-19) conj:and(crimes-18, problems-21) nmod:to(responding-16, crimes-18) ",NNS,,,,,,,,to responding,to,responding,,,and,problems,,,,,,,,,,,,,,plural,,[],unknown,unknown
<p> Several chapters of any book the Manchester police might write on crimes against seniors would be devoted to theft and neglect by unscrupulous home care workers -- probably the biggest problem faced by Manchester 's Senior Affairs Section .,crimes,"case(crimes-13, on-12) nmod:against(crimes-13, seniors-15) nmod:on(write-11, crimes-13) ",NNS,,,,,,,,"against seniors, on write","against, on",write,seniors,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"' Although Fleming handled two other similar cases last year one involving a theft of $15,000 and another $11,000 , homemaker crimes are usually less dramatic . """,crimes,"compound(crimes-24, homemaker-23) nsubj(dramatic-28, crimes-24) ",NNS,,VBP,are,be,,,,,,,,,,,homemaker,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"<p> "" The number of crimes committed by home care personnel is high enough for law enforcement agencies and the home care industry to be concerned , "" Fleming stresses .",crimes,"case(crimes-6, of-5) acl(crimes-6, committed-7) nmod:of(number-4, crimes-6) ",NNS,,,,,,,,of number,of,number,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Survival of the ordeal did not establish innocence - many crimes lay waiting to be committed in the Indies - but it did provide justification for intense drives towards wealth , martyrdom , and freedom .",crimes,"amod(crimes-11, many-10) nsubj(lay-12, crimes-11) ",NNS,,VBD,lay,lay,,,,,,,,,,,,many,,,,,,,,,,many,fuzzy,plural,ambiguous,['F+Ns'],countable,unknown
"A staggering 96.4% of our respondents said they view crime as a major problem , with 90% reporting that they think about crime more now than they did 10 years ago .",crime,"dobj(view-10, crime-11) ",NN,,VBP,,,view,view,,,,,,,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"A staggering 96.4% of our respondents said they view crime as a major problem , with 90% reporting that they think about crime more now than they did 10 years ago .",crime,"case(crime-25, about-24) nmod:about(think-23, crime-25) ",NN,,,,,,,,about think,about,think,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Yet , when asked if the death penalty deters crime , 64% said "" no . """,crime,"dobj(deters-9, crime-10) ",NN,,VBZ,,,deters,deter,,,,,,,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"And while three-fourths ( 75.1% ) cited decreased military spending as a way to raise the necessary funds to fight the war on drugs , 60% favored the use of the military in a war against crime .",crime,"case(crime-39, against-38) nmod:against(war-37, crime-39) ",NN,,,,,,,,against war,against,war,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Do you view crime as a major problem ?,crime,"dobj(view-3, crime-4) ",NN,,VB,,,view,view,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Do you think there is more , less , or the same amount of crime as 10 years ago ?",crime,"case(crime-15, of-14) nmod:of(amount-13, crime-15) ",NN,,,,,,,,of amount,of,amount,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"They want to make a positive difference in the lives of their citizens against a backdrop of urban crime , rampant drug abuse , AIDS , homelessness , federal government cutbacks and tight budgets , problems which have caused both black and white middle class families to leave the cities .",crime,"case(crime-19, of-17) amod(crime-19, urban-18) conj:and(crime-19, abuse-23) conj:and(crime-19, AIDS-25) conj:and(crime-19, homelessness-27) conj:and(crime-19, cutbacks-31) cc(crime-19, and-32) conj:and(crime-19, budgets-34) nmod:of(backdrop-16, crime-19) ",NN,,,,,,,,of backdrop,of,backdrop,,,"and, and, and, and, and","abuse, aids, homelessness, cutbacks, budgets",,urban,,,,,,,,,,,,singular,,[],unknown,unknown
"Of the three hundred thousand arrests that the New York police department makes a year , one hundred thousand involve drug-related crimes .",crimes,"amod(crimes-22, drug-related-21) dobj(involve-20, crimes-22) ",NNS,,VBP,,,involve,involve,,,,,,,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"The crime rate is low and so is racial tension . """,crime,"compound(rate-3, crime-2) ",NN,,VBZ,is,be,,,,,,,,,,,rate,,,,,,,,,,,,,singular,singular,[],unknown,unknown
Paulette worried about rearing children where drug use and crime were on the rise .,crime,"conj:and(use-8, crime-10) nsubj(rise-14, crime-10) ",NN,,VBD,were,be,,,,,,,,,and,use,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The cost of housing , which is typically a family 's single greatest expense , is tied directly to crime rates and school districts .",crime,"compound(rates-22, crime-21) ",NN,,,,,,,,,,,,,,,rates,,,,,,,,,,,,,singular,,[],unknown,unknown
3 ) You do n't have to commit crime : you have a choice .,crime,"dobj(commit-8, crime-9) ",NN,,VB,,,commit,commit,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"7 Dr. Wendy Chavkin , a Rockefeller Foundation fellow at Columbia School of Public Health who has surveyed drug treatment programs in New York City , concludes , "" We forget the teachings of the Eighth Amendment if we allow sickness to be made a crime and sick people to be punished for being sick .",crime,"det(crime-46, a-45) cc(crime-46, and-47) conj:and(crime-46, people-49) dobj(made-44, crime-46) nsubjpass(punished-52, crime-46) ",NN,,VBN,punished,punish,,,,,,,,a,and,people,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
<p> A second major line of reasoning in the curent debate surrounding criminal justice involvement is that crimes should not apply to pregnant women .,crimes,"nsubj(apply-21, crimes-18) ",NNS,,VB,apply,apply,,,not,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,verdical
"Pregnancy should not shield crime , irrespective of fetal harm .",crime,"dobj(shield-4, crime-5) ",NN,,VB,,,shield,shield,not,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"<p> Martha , pregnant and in jail for drug crimes , heard the instructor speak about the damage that can result from prenatal drug abuse .",crimes,"case(crimes-10, for-8) compound(crimes-10, drug-9) nmod:for(jail-7, crimes-10) ",NNS,,,,,,,,for jail,for,jail,,,,,drug,,,,,,,,,,,,,plural,,[],unknown,unknown
"Although it would be given to us , we have not sought an information about what crimes the inmates have been convicted of : We relate to them as parents only .",crimes,"dep(crimes-17, inmates-19) nsubjpass(convicted-22, crimes-17) ",NNS,,VBN,convicted,convict,,,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> Petri 's great crime had been to cast aspersions on the Gothic myth , which had taken root in Sweden in the late Middle Ages .",crime,"nmod:poss(crime-5, Petri-2) amod(crime-5, great-4) nsubj(been-7, crime-5) nsubj(cast-9, crime-5) ",NN,,VBN,been,be,,,,,,,,,,,,great,,petri,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> How widespread was lace collared crime ?,crime,"dobj(collared-6, crime-7) ",NN,,VBD,,,collared,collar,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Most criminal activities are extremely difficult to measure , and early modern social historians often have recourse to the ' dark figure ' of unreported crime .",crime,"case(crime-26, of-24) amod(crime-26, unreported-25) nmod:of(figure-22, crime-26) ",NN,,,,,,,,of figure,of,figure,,,,,,unreported,,,,,,,,,,,,singular,,[],unknown,unknown
"In the case of crimes committed by a privileged elite who controlled most of the agencies of law enforcement and investigation , and were bound together by a powerful group solidarity , it is impossible to measure accurately .",crimes,"case(crimes-5, of-4) acl(crimes-5, committed-6) nmod:of(case-3, crimes-5) ",NNS,,,,,,,,of case,of,case,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
Sharpe provides a very good and incisive long-term view of aristocratic crime in England .,crime,"case(crime-12, of-10) amod(crime-12, aristocratic-11) nmod:in(crime-12, England-14) nmod:of(view-9, crime-12) ",NN,,,,,,,,"in England, of view","in, of",view,england,,,,,aristocratic,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> PHOTOS ( BLACK &; WHITE ) : A duelling scene from the 1663 Triumph of God 's Revenge , an illustrated series of blood-and-guts crime stories produced for a mass market .",crime,"compound(stories-28, crime-27) ",NN,,,,,,,,,,,,,,,stories,,,,,,,,,,,,,singular,,[],unknown,unknown
"Gaoled for twenty years for war crimes in 1948 , he was released in 1952 , joining the management of Porsche and the incipient West German secret service .",crimes,"case(crimes-7, for-5) compound(crimes-7, war-6) nmod:in(crimes-7, 1948-9) nmod:for(years-4, crimes-7) ",NNS,,,,,,,,"in 1948, for years","in, for",years,1948,,,,war,,,,,,,,,,,,,plural,,[],unknown,unknown
"Such a crime , they argued , was inexcusable .",crime,"det:predet(crime-3, Such-1) det(crime-3, a-2) nsubj(inexcusable-9, crime-3) ",NN,,VBD,was,be,,,,,,,,"such, a",,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
The killing of Rincon and Fregoso was a bloody crime and served as a murderous prelude to armed conflict between two traditional enemies .,crime,"nsubj(crime-10, killing-2) cop(crime-10, was-7) det(crime-10, a-8) amod(crime-10, bloody-9) cc(crime-10, and-11) conj:and(crime-10, served-12) root(ROOT-0, crime-10) ",NN,,VBD,,,was,be,,,,,,a,and,served,,bloody,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"The holiday is an insidious and overlooked factor in America 's dwindling savings rates , slack worth ethic , and high crime rates .",crime,"compound(rates-23, crime-22) ",NN,,,,,,,,,,,,,,,rates,,,,,,,,,,,,,singular,,[],unknown,unknown
Police suspect that all this property crime is because criminals too are propelled by the need to fill their family stockings .,crime,"det:predet(crime-7, all-4) det(crime-7, this-5) compound(crime-7, property-6) nsubj(is-8, crime-7) ",NN,,,,,,,,,,,,"all, this",,,property,,,,,,,,,,,,,singular,,[],unknown,unknown
Their only crime was fear of communism and the reputation of the Communists .,crime,"nmod:poss(crime-3, Their-1) amod(crime-3, only-2) nsubj(fear-5, crime-3) ",NN,,VBD,was,be,,,,,,,,,,,,only,,their,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Official committees have been established in Slovenia and Croatia to conduct investigations into war crimes .,crimes,"case(crimes-15, into-13) compound(crimes-15, war-14) nmod:into(conduct-11, crimes-15) ",NNS,,,,,,,,into conduct,into,conduct,,,,,war,,,,,,,,,,,,,plural,,[],unknown,unknown
No longer will history be edited to conceal the regime 's responsibility for crimes beyond most people 's imagining .,crimes,"case(crimes-14, for-13) nmod:for(conceal-8, crimes-14) ",NNS,,,,,,,,for conceal,for,conceal,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"The first is the Amnesty Law of 1978 , in which the military junta pardoned itself for all crimes committed up to that year , thus legally erasing the vast majority of the human rights violations of Augusto Pinochet 's dictatorship .",crimes,"case(crimes-19, for-17) det(crimes-19, all-18) acl(crimes-19, committed-20) nmod:for(pardoned-15, crimes-19) ",NNS,,,,,,,,for pardoned,for,pardoned,,all,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Three months ago the Supreme Court , whose justices were appointed during the Pinochet government , reaffirmed the law , adding that it also prohibited judicial investigations of pre-1978 crimes , even if the guilty were later pardoned .",crimes,"case(crimes-30, of-28) amod(crimes-30, pre-1978-29) nmod:of(investigations-27, crimes-30) ",NNS,,,,,,,,of investigations,of,investigations,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"According to Johnson , the plight of black gay men with AIDS is dire not simply because of all the other problems affecting the sick -- crime , poverty , drugs -- but because AIDS has not even begun to enter the collective consciousness .",crime,"appos(crime-27, poverty-29) appos(crime-27, drugs-31) dep(sick-25, crime-27) ",NN,,,,,,,,,,,,,,,,,,,,,"modified, poverty, modified, drugs",,"poverty, drugs",,,,,singular,,[],unknown,unknown
"We wish they could have been stopped without bloodshed , but stopping them was no crime .",crime,"csubj(crime-16, stopping-12) cop(crime-16, was-14) neg(crime-16, no-15) conj:but(wish-2, crime-16) ",NN,no,,,,,,,,,,,,but,wish,,,,,,,,,,,,,,singular,,[],unknown,verdical
"As their bodies dangled in the air , senior officials of the regime harangued the crowd , which cheered and applauded on cue while the victims ' alleged crimes of espionage , treason , and corruption were denounced .",crimes,"nmod:poss(crimes-29, victims-26) amod(crimes-29, alleged-28) nmod:of(crimes-29, espionage-31) nmod:of(crimes-29, treason-33) nmod:of(crimes-29, corruption-36) nsubjpass(denounced-38, crimes-29) ",NNS,,VBN,denounced,denounce,,,,"of espionage, of treason, of corruption","of, of, of",,"espionage, treason, corruption",,,,,alleged,,victims,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Its law stipulates the death penalty for several dozen "" offenses "" : disclosures of state secrets , "" economic crimes "" ( bribery , embezzlement , etc. )",crimes,"amod(crimes-21, economic-20) appos(crimes-21, embezzlement-26) dep(secrets-17, crimes-21) ",NNS,,,,,,,,,,,,,,,,economic,,,,,"modified, embezzlement",,embezzlement,,,,,plural,,[],unknown,unknown
"On the other hand , the attitude underpinning the Credit Card Strategy is a social problem that , like rising crime and streetpeople , can plausibly be dropped on the doorstep of the Roaring ' 80s .",crime,"cc(crime-21, and-22) conj:and(crime-21, streetpeople-23) dobj(rising-20, crime-21) ",NN,,VBG,,,rising,rise,,,,,,,and,streetpeople,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The practiced operators who worked behind the scenes for him included , most notably , Senate president Billy Bulger of South Boston , who privately sneered at reform and yet helped Dukakis , when he was popular , pass his program ; whose cronies controlled the corrupt business of the courthouses ; and whose brother , Whitey , was the city 's crime boss and cocaine kingpin .",crime,"compound(boss-64, crime-63) ",NN,,VBD,,,was,be,,,,,,,,,boss,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> Theoretically , issues like crime , drugs , education , and abortion are important to Texas voters , and if the candidates focused on them Richards would probably be faring much better .",crime,"case(crime-6, like-5) conj:and(crime-6, drugs-8) conj:and(crime-6, education-10) cc(crime-6, and-12) conj:and(crime-6, abortion-13) nmod:like(issues-4, crime-6) ",NN,,,,,,,,like issues,like,issues,,,"and, and, and","drugs, education, abortion",,,,,,,,,,,,,,singular,,[],unknown,unknown
"Whatever its other crimes , fascism did not declare war upon Buchanan 's church and his popes .",crimes,"dep(crimes-4, Whatever-1) nmod:poss(crimes-4, its-2) amod(crimes-4, other-3) advcl(declare-9, crimes-4) ",NN,,,,,,,,,,,,,,,,other,,its,,,,,,,,,,ambiguous,,[],unknown,unknown
"Aided by voter cynicism , falling living standards , a crack-induced crime wave , and 98 percent name recognition in the stale , Duke has aroused a white working- and middle-class insurgency that outwardly resembles Longite populism in its antagonism toward elites and "" special interests . """,crime,"compound(wave-13, crime-12) ",NN,,VBG,,,falling,fall,,,,,,,,,wave,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"This is a crime . """,crime,"nsubj(crime-4, This-1) cop(crime-4, is-2) det(crime-4, a-3) root(ROOT-0, crime-4) ",NN,,DT,,,is,be,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"<p> To validate stories and sidestep hoaxes , many UFOlogists have begun to withhold details of the abduction experience , much as police withhold the clues found at the scene of a crime to trip up a thief .",crime,"case(crime-33, of-31) det(crime-33, a-32) nmod:of(scene-30, crime-33) ",NN,,,,,,,,of scene,of,scene,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"Although his victory made him a hero to other whistle-blowers -- or "" ethical dissenters , "" as Fitzgerald prefers to call them -- it had cost more than $500,000 and five years of his life for what he describes as the crime of "" committing the truth . """,crime,"case(crime-44, as-42) det(crime-44, the-43) acl(crime-44, of-45) acl(crime-44, committing-47) nmod:as(describes-41, crime-44) ",NN,,,,,,,,as describes,as,describes,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Another time , he and several of his colleagues at work were indicted for some obscure , petty white-collar crime , but all charges against him were dropped , and he did n't even lose his job .",crime,"case(crime-20, for-14) det(crime-20, some-15) amod(crime-20, obscure-16) amod(crime-20, petty-18) amod(crime-20, white-collar-19) nmod:for(indicted-13, crime-20) ",NN,,,,,,,,for indicted,for,indicted,,some,,,,"obscure, petty",,,,,,,,,,,,singular,,[],unknown,unknown
"<p> By Scot Morris <p> 
##2024318 ARTICLE <p> In tomorrow 's world of high-tech crime , the cops will stake out computers , and the robbers will wear electronic masks <p> "" Wake up , Carlos , "" Courtney begged again . """,crime,"case(crime-16, of-14) amod(crime-16, high-tech-15) nmod:of(world-13, crime-16) ",NN,,,,,,,,of world,of,world,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"He and others like him had been relegated to desk jobs about the time they retired McRuff and changed the slogan to "" Take a byte out of crime . """,crime,"case(crime-29, of-28) nmod:of(Take-24, crime-29) ",NN,,,,,,,,of Take,of,take,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Fighting crime today was a whole new game .,crime,"compound(crime-2, Fighting-1) nsubj(game-8, crime-2) ",NN,,VBD,was,be,,,,,,,,,,,fighting,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
In the twenty-first century cracking a tough crime case will still require hundreds of hours of tedious investigative work .,crime,"compound(case-9, crime-8) ",NN,,VBG,,,cracking,crack,,,,,,,,,case,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> And as law enforcers and their crime fighting arsenals change in the coming years , so , too , will their nemeses , armed not with guns but with electronic impulses . """,crime,"compound(arsenals-10, crime-8) ",NN,,VBP,change,change,,,,,,,,,,,arsenals,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
